frameno;frametime;cir_pos;color
2216;0.0685698986053;"[(701.5, 294.5), (201.5, 291.5), (681.5, 329.5)]";"[0, 0, 1]"
2217;0.0541169643402;"[(701.5, 291.5)]";"[0]"
2218;0.052314043045;"[(701.5, 288.5), (729.5, 351.5)]";"[0, 1]"
2219;0.0598909854889;"[(700.5, 288.5), (125.5, 357.5), (679.5, 324.5)]";"[0, 0, 1]"
2220;0.0537447929382;"[(700.5, 289.5), (678.5, 327.5)]";"[0, 1]"
2221;0.0676691532135;"[(700.5, 292.5), (678.5, 330.5)]";"[0, 1]"
2222;0.0875821113586;"[(697.5, 292.5)]";"[0]"
2223;0.0820920467377;"[(696.5, 291.5), (99.5, 367.5)]";"[0, 0]"
2224;0.0586941242218;"[(699.5, 287.5), (676.5, 327.5)]";"[0, 1]"
2225;0.0726909637451;"[(697.5, 287.5), (727.5, 354.5)]";"[0, 1]"
2226;0.072566986084;"[(699.5, 288.5), (95.5, 365.5), (458.5, 371.5), (676.5, 329.5)]";"[0, 0, 1, 1]"
2227;0.0691850185394;"[(699.5, 292.5), (93.5, 374.5), (728.5, 360.5)]";"[0, 0, 1]"
2228;0.088681936264;"[(700.5, 295.5), (90.5, 377.5), (320.5, 367.5)]";"[0, 0, 0]"
2229;0.0851309299469;"[(699.5, 297.5), (729.5, 365.5)]";"[0, 1]"
2230;0.0927801132202;"[(701.5, 299.5), (729.5, 365.5)]";"[0, 1]"
2231;0.0637240409851;"[(702.5, 296.5), (679.5, 338.5)]";"[0, 1]"
2232;0.0546081066132;"[(747.5, 400.5), (311.5, 371.5), (731.5, 364.5)]";"[0, 0, 1]"
2233;0.0678668022156;"[(704.5, 292.5), (77.5, 365.5), (681.5, 335.5)]";"[0, 0, 1]"
2234;0.0848450660706;"[(704.5, 291.5), (61.5, 364.5), (683.5, 333.5)]";"[0, 0, 1]"
2235;0.0847659111023;"[(709.5, 287.5), (684.5, 332.5)]";"[0, 1]"
2236;0.0911469459534;"[(711.5, 287.5), (687.5, 331.5)]";"[0, 1]"
2237;0.0890090465546;"[(714.5, 287.5), (59.5, 360.5), (690.5, 332.5), (459.5, 372.5)]";"[0, 0, 1, 1]"
2238;0.0873188972473;"[(717.5, 288.5)]";"[0]"
2239;0.0864779949188;"[(720.5, 287.5), (241.5, 376.5), (54.5, 367.5), (697.5, 333.5)]";"[0, 0, 0, 1]"
2240;0.0918550491333;"[(725.5, 289.5), (702.5, 335.5)]";"[0, 1]"
2241;0.0863568782806;"[(732.5, 288.5), (57.5, 373.5), (707.5, 334.5)]";"[0, 0, 1]"
2242;0.0913009643555;"[(739.5, 288.5), (957.5, 399.5), (767.5, 362.5)]";"[0, 0, 1]"
2243;0.0878169536591;"[(745.5, 285.5), (773.5, 360.5)]";"[0, 1]"
2244;0.0705900192261;"[(754.5, 278.5), (726.5, 328.5)]";"[0, 1]"
2245;0.068176984787;"[(757.5, 275.5), (733.5, 325.5)]";"[0, 1]"
2246;0.0869660377502;"[(765.5, 272.5), (740.5, 322.5)]";"[0, 1]"
2247;0.0829689502716;"[(774.5, 271.5), (742.5, 336.5)]";"[0, 1]"
2248;0.0886950492859;"[(783.5, 273.5), (811.5, 352.5), (445.5, 351.5)]";"[0, 1, 1]"
2249;0.0553028583527;"[(790.5, 274.5), (102.5, 368.5), (763.5, 326.5)]";"[0, 0, 1]"
2250;0.0577228069305;"[(798.5, 274.5), (771.5, 328.5)]";"[0, 1]"
2251;0.0518250465393;"[(805.5, 276.5), (833.5, 357.5)]";"[0, 1]"
2252;0.0719170570374;"[(815.5, 275.5), (95.5, 271.5), (785.5, 330.5)]";"[0, 0, 1]"
2253;0.0817999839783;"[(823.5, 274.5), (793.5, 331.5)]";"[0, 1]"
2254;0.0936708450317;"[(830.5, 279.5), (99.5, 380.5), (801.5, 332.5)]";"[0, 0, 1]"
2255;0.084568977356;"[(837.5, 276.5)]";"[0]"
2256;0.0929551124573;"[(847.5, 275.5), (294.5, 377.5), (814.5, 328.5)]";"[0, 0, 1]"
2257;0.0633502006531;"[(853.5, 269.5), (317.5, 339.5), (960.5, 397.5)]";"[0, 0, 0]"
2258;0.0663578510284;"[(862.5, 266.5), (828.5, 324.5)]";"[0, 1]"
2259;0.070004940033;"[(870.5, 269.5), (890.5, 354.5)]";"[0, 1]"
2260;0.0915040969849;"[(872.5, 269.5), (983.5, 400.5), (895.5, 356.5)]";"[0, 0, 1]"
2261;0.0853710174561;"[(878.5, 267.5), (842.5, 326.5)]";"[0, 1]"
2262;0.0892589092255;"[(883.5, 267.5), (998.5, 403.5), (846.5, 327.5)]";"[0, 0, 1]"
2263;0.0568780899048;"[(889.5, 271.5), (320.5, 331.5), (1005.5, 405.5), (907.5, 360.5)]";"[0, 0, 0, 1]"
2264;0.0680050849915;"[(892.5, 268.5), (72.5, 247.5), (465.5, 327.5), (911.5, 359.5)]";"[0, 0, 0, 1]"
2265;0.0587050914764;"[(897.5, 269.5), (67.5, 248.5), (978.5, 407.5), (856.5, 331.5)]";"[0, 0, 0, 1]"
2266;0.0539119243622;"[(899.5, 271.5), (277.5, 332.5)]";"[0, 0]"
2267;0.0680251121521;"[(907.5, 270.5), (1033.5, 411.5)]";"[0, 0]"
2268;0.08553814888;"[(909.5, 267.5), (1040.5, 411.5), (329.5, 341.5), (865.5, 331.5)]";"[0, 0, 0, 1]"
2269;0.0852570533752;"[(912.5, 267.5), (1046.5, 409.5), (866.5, 330.5)]";"[0, 0, 1]"
2270;0.083240032196;"[(914.5, 264.5), (1051.5, 408.5), (108.5, 366.5), (929.5, 360.5)]";"[0, 0, 0, 1]"
2271;0.0817868709564;"[(917.5, 260.5), (871.5, 325.5)]";"[0, 1]"
2272;0.0571758747101;"[(920.5, 257.5), (298.5, 373.5), (1063.5, 402.5), (870.5, 322.5)]";"[0, 0, 0, 1]"
2273;0.0620241165161;"[(922.5, 253.5), (1020.5, 400.5), (872.5, 320.5)]";"[0, 0, 1]"
2274;0.0812590122223;"[(922.5, 252.5), (1073.5, 400.5), (91.5, 383.5), (279.5, 378.5)]";"[0, 0, 0, 0]"
2275;0.0556178092957;"[(925.5, 251.5), (1078.5, 402.5), (873.5, 321.5)]";"[0, 0, 1]"
2276;0.0719590187073;"[(925.5, 255.5), (1034.5, 404.5), (874.5, 323.5)]";"[0, 0, 1]"
2277;0.0816071033478;"[(928.5, 255.5), (263.5, 384.5), (1037.5, 404.5), (874.5, 323.5)]";"[0, 0, 0, 1]"
2278;0.0887360572815;"[(930.5, 253.5), (1076.5, 321.5)]";"[0, 0]"
2279;0.0635981559753;"[(929.5, 246.5), (1080.5, 315.5)]";"[0, 0]"
2280;0.0659129619598;"[(930.5, 239.5), (1050.5, 394.5), (237.5, 321.5)]";"[0, 0, 0]"
2281;0.0743329524994;"[(932.5, 235.5), (1056.5, 389.5), (64.5, 357.5)]";"[0, 0, 0]"
2282;0.0561830997467;"[(931.5, 230.5), (1059.5, 386.5), (56.5, 350.5), (873.5, 304.5)]";"[0, 0, 0, 1]"
2283;0.0682010650635;"[(931.5, 231.5), (1062.5, 392.5), (46.5, 349.5), (870.5, 308.5)]";"[0, 0, 0, 1]"
2284;0.0881209373474;"[(928.5, 238.5), (1116.5, 400.5), (39.5, 363.5)]";"[0, 0, 0]"
2285;0.0610930919647;"[(927.5, 251.5), (1119.5, 409.5), (25.5, 372.5), (926.5, 358.5)]";"[0, 0, 0, 1]"
2286;0.0592629909515;"[(926.5, 261.5), (1064.5, 425.5), (37.5, 397.5), (922.5, 371.5), (483.5, 382.5)]";"[0, 0, 0, 1, 1]"
2287;0.060849905014;"[(1063.5, 433.5), (924.5, 269.5), (346.5, 380.5)]";"[0, 0, 0]"
2288;0.0581569671631;"[(918.5, 264.5), (1120.5, 434.5), (12.5, 378.5), (181.5, 337.5), (850.5, 343.5)]";"[0, 0, 0, 0, 1]"
2289;0.0825698375702;"[(915.5, 259.5), (1063.5, 425.5), (844.5, 335.5)]";"[0, 0, 1]"
2290;0.0610270500183;"[(913.5, 249.5), (1124.5, 422.5), (189.5, 325.5), (904.5, 363.5)]";"[0, 0, 0, 1]"
2291;0.0638089179993;"[(910.5, 252.5), (1072.5, 326.5), (450.5, 377.5)]";"[0, 0, 1]"
2292;0.0735161304474;"[(907.5, 248.5), (1069.5, 327.5), (643.5, 362.5)]";"[0, 0, 1]"
2293;0.0682499408722;"[(906.5, 235.5), (1067.5, 413.5), (137.5, 305.5), (831.5, 318.5), (639.5, 350.5)]";"[0, 0, 0, 1, 1]"
2294;0.0550501346588;"[(903.5, 220.5), (364.5, 293.5), (1070.5, 400.5), (828.5, 305.5)]";"[0, 0, 0, 1]"
2295;0.0542180538177;"[(902.5, 221.5), (1136.5, 400.5), (158.5, 307.5), (889.5, 337.5)]";"[0, 0, 0, 1]"
2296;0.0655460357666;"[(901.5, 221.5), (1069.5, 299.5), (351.5, 295.5), (822.5, 306.5), (629.5, 340.5)]";"[0, 0, 0, 1, 1]"
2297;0.0669870376587;"[(899.5, 227.5), (1144.5, 409.5), (345.5, 303.5), (626.5, 347.5), (419.5, 358.5)]";"[0, 0, 0, 1, 1]"
2298;0.06764793396;"[(898.5, 242.5), (1081.5, 424.5), (127.5, 318.5), (817.5, 328.5), (622.5, 361.5)]";"[0, 0, 0, 1, 1]"
2299;0.080178976059;"[(898.5, 242.5), (1081.5, 424.5), (127.5, 318.5), (817.5, 328.5), (622.5, 361.5)]";"[0, 0, 0, 1, 1]"
