frameno;frametime;red_count;green_count;red_pos;green_pos
64;0.00888895988464;1;0;"[(403.5, 109.5)]";"[]"
65;0.0116710662842;2;0;"[(404.5, 113.5), (145.5, 94.5)]";"[]"
66;0.0121350288391;2;0;"[(405.5, 115.5), (146.5, 97.5)]";"[]"
67;0.0118079185486;1;0;"[(147.5, 99.5)]";"[]"
68;0.00874400138855;2;0;"[(408.5, 117.5), (149.5, 100.5)]";"[]"
69;0.0128099918365;2;0;"[(409.5, 118.5), (150.5, 101.5)]";"[]"
70;0.00879001617432;2;0;"[(411.5, 120.5), (152.5, 101.5)]";"[]"
71;0.0129449367523;2;0;"[(411.5, 119.5), (152.5, 102.5)]";"[]"
72;0.01287317276;2;0;"[(412.5, 120.5), (153.5, 103.5)]";"[]"
73;0.00878214836121;2;0;"[(412.5, 120.5), (153.5, 103.5)]";"[]"
74;0.00744199752808;1;0;"[(416.5, 121.5)]";"[]"
75;0.47652387619;1;0;"[(416.5, 121.5)]";"[]"
76;0.00589799880981;1;0;"[(417.5, 121.5)]";"[]"
77;0.00597596168518;2;0;"[(160.5, 105.5), (419.5, 122.5)]";"[]"
78;0.0059609413147;1;0;"[(419.5, 122.5)]";"[]"
79;0.00926804542542;2;0;"[(421.5, 123.5), (160.5, 105.5)]";"[]"
80;0.0124990940094;2;0;"[(420.5, 123.5), (162.5, 107.5)]";"[]"
81;0.0126259326935;2;0;"[(420.5, 124.5), (161.5, 107.5)]";"[]"
82;0.012815952301;1;0;"[(163.5, 107.5)]";"[]"
83;0.00880408287048;2;0;"[(421.5, 126.5), (162.5, 110.5)]";"[]"
84;0.0130040645599;2;0;"[(421.5, 130.5), (163.5, 113.5)]";"[]"
85;0.00867199897766;1;0;"[(422.5, 132.5)]";"[]"
86;0.0127511024475;2;0;"[(417.5, 136.5), (160.5, 121.5)]";"[]"
87;0.00869703292847;2;0;"[(413.5, 139.5), (153.5, 121.5)]";"[]"
88;0.0126080513;2;0;"[(152.5, 119.5), (413.5, 135.5)]";"[]"
89;0.0117011070251;1;0;"[(412.5, 135.5)]";"[]"
90;0.00803995132446;2;0;"[(156.5, 119.5), (414.5, 136.5)]";"[]"
91;0.0116868019104;2;0;"[(414.5, 140.5), (155.5, 121.5)]";"[]"
92;0.00833511352539;1;0;"[(414.5, 141.5)]";"[]"
93;0.0129270553589;1;0;"[(416.5, 140.5)]";"[]"
94;0.0129911899567;2;0;"[(415.5, 138.5), (158.5, 122.5)]";"[]"
95;0.00877809524536;2;0;"[(414.5, 138.5), (158.5, 122.5)]";"[]"
96;0.0126969814301;1;0;"[(416.5, 137.5)]";"[]"
97;0.0151650905609;1;0;"[(418.5, 136.5)]";"[]"
98;0.0117859840393;1;0;"[(416.5, 139.5)]";"[]"
99;0.0121839046478;1;0;"[(414.5, 141.5)]";"[]"
100;0.0118589401245;1;0;"[(158.5, 128.5)]";"[]"
101;0.00826716423035;2;0;"[(156.5, 128.5), (412.5, 144.5)]";"[]"
102;0.0124192237854;2;0;"[(412.5, 140.5), (156.5, 126.5)]";"[]"
103;0.0122928619385;2;0;"[(412.5, 138.5), (154.5, 123.5)]";"[]"
104;0.00830698013306;2;0;"[(409.5, 135.5), (155.5, 120.5)]";"[]"
105;0.0121531486511;2;0;"[(413.5, 133.5), (158.5, 117.5)]";"[]"
106;0.0122570991516;2;0;"[(417.5, 129.5), (161.5, 113.5)]";"[]"
107;0.012011051178;1;0;"[(419.5, 124.5)]";"[]"
108;0.0123338699341;2;0;"[(161.5, 109.5), (418.5, 124.5)]";"[]"
109;0.0125911235809;2;0;"[(415.5, 123.5), (159.5, 106.5)]";"[]"
110;0.0121459960938;2;0;"[(412.5, 123.5), (154.5, 105.5)]";"[]"
111;0.0123620033264;2;0;"[(409.5, 124.5), (154.5, 107.5)]";"[]"
112;0.0120689868927;1;0;"[(408.5, 123.5)]";"[]"
113;0.0112380981445;1;0;"[(402.5, 124.5)]";"[]"
114;0.0118079185486;2;0;"[(397.5, 121.5), (141.5, 105.5)]";"[]"
115;0.0119450092316;2;0;"[(134.5, 103.5), (391.5, 121.5)]";"[]"
116;0.0122249126434;2;0;"[(132.5, 101.5), (386.5, 117.5)]";"[]"
117;0.0120220184326;1;0;"[(385.5, 113.5)]";"[]"
118;0.0122151374817;1;0;"[(385.5, 111.5)]";"[]"
119;0.0120480060577;1;0;"[(383.5, 106.5)]";"[]"
120;0.0122458934784;2;0;"[(383.5, 102.5), (126.5, 86.5)]";"[]"
121;0.00790905952454;1;0;"[(383.5, 100.5)]";"[]"
122;0.0114631652832;2;0;"[(128.5, 75.5), (384.5, 92.5)]";"[]"
123;0.0121200084686;1;0;"[(387.5, 85.5)]";"[]"
124;0.00821089744568;1;0;"[(387.5, 76.5)]";"[]"
125;0.0121641159058;2;0;"[(388.5, 71.5), (131.5, 55.5)]";"[]"
126;0.012423992157;2;0;"[(131.5, 53.5), (389.5, 68.5)]";"[]"
127;0.00827407836914;1;0;"[(389.5, 68.5)]";"[]"
128;0.0119249820709;1;0;"[(392.5, 70.5)]";"[]"
129;0.012069940567;1;0;"[(395.5, 67.5)]";"[]"
130;0.0114569664001;2;0;"[(397.5, 67.5), (141.5, 52.5)]";"[]"
131;0.00809907913208;1;0;"[(398.5, 66.5)]";"[]"
132;0.0118930339813;2;0;"[(398.5, 64.5), (141.5, 50.5)]";"[]"
133;0.011018037796;2;0;"[(397.5, 63.5), (141.5, 48.5)]";"[]"
134;0.0080258846283;2;0;"[(143.5, 39.5), (400.5, 55.5)]";"[]"
135;0.0116159915924;1;0;"[(398.5, 49.5)]";"[]"
136;0.0116519927979;2;0;"[(143.5, 30.5), (398.5, 45.5)]";"[]"
137;0.00806593894958;1;0;"[(400.5, 43.5)]";"[]"
138;0.0123019218445;2;0;"[(399.5, 38.5), (141.5, 24.5)]";"[]"
139;0.0121350288391;2;0;"[(141.5, 21.5), (399.5, 36.5)]";"[]"
140;0.0123560428619;1;0;"[(398.5, 33.5)]";"[]"
141;0.012060880661;1;0;"[(141.5, 15.5)]";"[]"
142;0.0124499797821;2;0;"[(400.5, 29.5), (140.5, 13.5)]";"[]"
143;0.0120830535889;1;0;"[(141.5, 11.5)]";"[]"
144;0.0123767852783;1;0;"[(141.5, 9.5)]";"[]"
145;0.0123991966248;2;0;"[(400.5, 21.5), (141.5, 8.5)]";"[]"
146;0.0121641159058;1;0;"[(402.5, 21.5)]";"[]"
147;0.01220703125;2;0;"[(402.5, 22.5), (145.5, 8.5)]";"[]"
148;0.0123419761658;1;0;"[(404.5, 22.5)]";"[]"
149;0.00835204124451;2;0;"[(407.5, 25.5), (146.5, 10.5)]";"[]"
150;0.00676584243774;2;0;"[(143.5, 33.5), (401.5, 49.5)]";"[]"
151;0.00990200042725;1;0;"[(398.5, 58.5)]";"[]"
152;0.00742721557617;1;0;"[(144.5, 44.5)]";"[]"
153;0.0104742050171;1;0;"[(403.5, 53.5)]";"[]"
154;0.0078010559082;2;0;"[(404.5, 52.5), (144.5, 38.5)]";"[]"
155;0.00635814666748;1;0;"[(142.5, 36.5)]";"[]"
156;0.466732025146;1;0;"[(142.5, 36.5)]";"[]"
157;0.00870800018311;1;0;"[(401.5, 48.5)]";"[]"
158;0.0125908851624;2;0;"[(400.5, 48.5), (140.5, 33.5)]";"[]"
159;0.00882506370544;2;0;"[(401.5, 48.5), (143.5, 33.5)]";"[]"
160;0.0127279758453;1;0;"[(402.5, 45.5)]";"[]"
161;0.0129940509796;2;0;"[(400.5, 44.5), (142.5, 31.5)]";"[]"
162;0.00694894790649;1;0;"[(137.5, 28.5)]";"[]"
163;0.00631499290466;1;0;"[(397.5, 43.5)]";"[]"
164;0.00940108299255;1;0;"[(395.5, 38.5)]";"[]"
165;0.0132598876953;2;0;"[(133.5, 23.5), (393.5, 36.5)]";"[]"
166;0.0128629207611;1;0;"[(392.5, 34.5)]";"[]"
167;0.455687046051;1;0;"[(392.5, 34.5)]";"[]"
168;0.00944900512695;1;0;"[(124.5, 15.5)]";"[]"
169;0.0130388736725;2;0;"[(385.5, 26.5), (125.5, 13.5)]";"[]"
170;0.0131170749664;2;0;"[(382.5, 25.5), (119.5, 12.5)]";"[]"
171;0.0136048793793;2;0;"[(379.5, 26.5), (120.5, 12.5)]";"[]"
172;0.00912714004517;2;0;"[(376.5, 25.5), (116.5, 12.5)]";"[]"
173;0.00735306739807;1;0;"[(373.5, 25.5)]";"[]"
174;0.0109801292419;2;0;"[(370.5, 25.5), (108.5, 13.5)]";"[]"
175;0.0133380889893;2;0;"[(103.5, 12.5), (368.5, 26.5)]";"[]"
176;0.0131289958954;2;0;"[(368.5, 24.5), (106.5, 11.5)]";"[]"
177;0.0692939758301;1;0;"[(824.5, 520.5)]";"[]"
178;0.163957834244;1;0;"[(535.5, 783.5)]";"[]"
179;0.0106599330902;1;0;"[(102.5, 8.5)]";"[]"
180;0.0107350349426;1;0;"[(364.5, 22.5)]";"[]"
181;0.0110831260681;1;0;"[(364.5, 18.5)]";"[]"
182;0.0128829479218;1;0;"[(365.5, 16.5)]";"[]"
183;0.00886607170105;1;0;"[(367.5, 10.5)]";"[]"
184;0.0121200084686;1;0;"[(366.5, 8.5)]";"[]"
185;0.0382158756256;1;0;"[(466.5, 93.5)]";"[]"
186;0.00767493247986;1;0;"[(368.5, 4.5)]";"[]"
187;0.033812046051;1;0;"[(204.5, 67.5)]";"[]"
188;0.0376191139221;1;0;"[(470.5, 77.5)]";"[]"
189;0.0372970104218;1;0;"[(469.5, 72.5)]";"[]"
190;0.0363998413086;2;0;"[(204.5, 53.5), (468.5, 69.5)]";"[]"
191;0.0380148887634;2;0;"[(468.5, 65.5), (203.5, 50.5)]";"[]"
192;0.0374209880829;2;0;"[(204.5, 47.5), (470.5, 62.5)]";"[]"
193;0.479645967484;2;0;"[(204.5, 47.5), (470.5, 62.5)]";"[]"
194;0.0292520523071;1;0;"[(204.5, 40.5)]";"[]"
195;0.0399827957153;2;0;"[(471.5, 53.5), (207.5, 37.5)]";"[]"
196;0.479309082031;2;0;"[(471.5, 53.5), (207.5, 37.5)]";"[]"
197;0.028785943985;1;0;"[(475.5, 50.5)]";"[]"
198;0.0215559005737;1;0;"[(478.5, 46.5)]";"[]"
199;0.0191059112549;2;0;"[(479.5, 45.5), (212.5, 30.5)]";"[]"
200;0.0289659500122;2;0;"[(480.5, 47.5), (215.5, 30.5)]";"[]"
201;0.428303003311;2;0;"[(480.5, 47.5), (215.5, 30.5)]";"[]"
202;0.0188729763031;2;0;"[(482.5, 39.5), (216.5, 24.5)]";"[]"
203;0.0265109539032;2;0;"[(483.5, 38.5), (215.5, 22.5)]";"[]"
204;0.0351591110229;2;0;"[(219.5, 20.5), (485.5, 35.5)]";"[]"
205;0.0354330539703;2;0;"[(485.5, 31.5), (220.5, 18.5)]";"[]"
206;0.483225107193;2;0;"[(485.5, 31.5), (220.5, 18.5)]";"[]"
207;0.0249149799347;1;0;"[(484.5, 29.5)]";"[]"
208;0.474695205688;1;0;"[(484.5, 29.5)]";"[]"
209;0.026426076889;2;0;"[(211.5, 8.5), (478.5, 25.5)]";"[]"
210;0.0312850475311;1;0;"[(475.5, 23.5)]";"[]"
211;0.0306708812714;1;0;"[(472.5, 20.5)]";"[]"
212;0.475773096085;1;0;"[(472.5, 20.5)]";"[]"
213;0.0250301361084;1;0;"[(469.5, 18.5)]";"[]"
214;0.0340890884399;1;0;"[(468.5, 17.5)]";"[]"
215;0.0337769985199;1;0;"[(466.5, 16.5)]";"[]"
216;0.0342679023743;1;0;"[(466.5, 16.5)]";"[]"
217;0.0220730304718;1;0;"[(462.5, 14.5)]";"[]"
218;0.0182271003723;1;0;"[(460.5, 13.5)]";"[]"
219;0.0247268676758;1;0;"[(460.5, 13.5)]";"[]"
220;0.0332849025726;1;0;"[(457.5, 14.5)]";"[]"
221;0.0333127975464;1;0;"[(456.5, 15.5)]";"[]"
222;0.0214860439301;1;0;"[(457.5, 12.5)]";"[]"
223;0.0296909809113;1;0;"[(456.5, 12.5)]";"[]"
224;0.0330119132996;1;0;"[(455.5, 8.5)]";"[]"
225;0.0346019268036;1;0;"[(452.5, 9.5)]";"[]"
226;0.0225548744202;1;0;"[(454.5, 8.5)]";"[]"
227;0.0304980278015;1;0;"[(456.5, 8.5)]";"[]"
228;0.394912004471;1;0;"[(456.5, 8.5)]";"[]"
229;0.0259869098663;1;0;"[(679.5, 157.5)]";"[]"
230;0.463753938675;1;0;"[(679.5, 157.5)]";"[]"
231;0.450015068054;1;0;"[(679.5, 157.5)]";"[]"
232;0.00928401947021;1;0;"[(365.5, 3.5)]";"[]"
233;0.432863950729;1;0;"[(365.5, 3.5)]";"[]"
234;0.0236840248108;2;0;"[(683.5, 160.5), (465.5, 10.5)]";"[]"
235;0.0187621116638;1;0;"[(465.5, 8.5)]";"[]"
236;0.00895500183105;1;0;"[(366.5, 7.5)]";"[]"
237;0.0119440555573;1;0;"[(365.5, 8.5)]";"[]"
238;0.0122919082642;1;0;"[(364.5, 8.5)]";"[]"
239;0.476049900055;1;0;"[(364.5, 8.5)]";"[]"
240;0.425858020782;1;0;"[(364.5, 8.5)]";"[]"
241;0.00871396064758;1;0;"[(364.5, 10.5)]";"[]"
242;0.00733804702759;1;0;"[(363.5, 14.5)]";"[]"
243;0.00637292861938;1;0;"[(361.5, 17.5)]";"[]"
244;0.351702928543;1;0;"[(361.5, 17.5)]";"[]"
245;0.355009794235;1;0;"[(361.5, 17.5)]";"[]"
246;0.00866794586182;2;0;"[(98.5, 9.5), (363.5, 23.5)]";"[]"
247;0.336311817169;2;0;"[(98.5, 9.5), (363.5, 23.5)]";"[]"
248;0.335781097412;2;0;"[(98.5, 9.5), (363.5, 23.5)]";"[]"
249;0.00891900062561;1;0;"[(362.5, 29.5)]";"[]"
250;0.00888180732727;1;0;"[(361.5, 28.5)]";"[]"
251;0.0126519203186;1;0;"[(361.5, 25.5)]";"[]"
252;0.0128700733185;1;0;"[(93.5, 14.5)]";"[]"
253;0.00845193862915;1;0;"[(357.5, 29.5)]";"[]"
254;0.0125892162323;1;0;"[(357.5, 25.5)]";"[]"
255;0.00833606719971;1;0;"[(89.5, 13.5)]";"[]"
256;0.00693392753601;2;0;"[(89.5, 12.5), (356.5, 23.5)]";"[]"
257;0.0100238323212;2;0;"[(89.5, 11.5), (356.5, 22.5)]";"[]"
258;0.0153849124908;1;0;"[(88.5, 10.5)]";"[]"
259;0.0119330883026;1;0;"[(87.5, 9.5)]";"[]"
260;0.0121099948883;2;0;"[(351.5, 23.5), (86.5, 10.5)]";"[]"
261;0.0121259689331;2;0;"[(352.5, 25.5), (87.5, 12.5)]";"[]"
262;0.388336181641;2;0;"[(352.5, 25.5), (87.5, 12.5)]";"[]"
263;0.3556599617;2;0;"[(352.5, 25.5), (87.5, 12.5)]";"[]"
264;0.352231025696;2;0;"[(352.5, 25.5), (87.5, 12.5)]";"[]"
265;0.00957202911377;1;0;"[(90.5, 19.5)]";"[]"
266;0.0127720832825;1;0;"[(87.5, 23.5)]";"[]"
267;0.379338979721;1;0;"[(87.5, 23.5)]";"[]"
268;0.00861001014709;2;0;"[(355.5, 45.5), (91.5, 34.5)]";"[]"
269;0.0119669437408;1;0;"[(93.5, 40.5)]";"[]"
270;0.0126230716705;2;0;"[(94.5, 48.5), (356.5, 60.5)]";"[]"
271;0.00830888748169;2;0;"[(358.5, 70.5), (95.5, 57.5)]";"[]"
272;0.0109488964081;2;0;"[(359.5, 76.5), (96.5, 65.5)]";"[]"
273;0.393069028854;2;0;"[(359.5, 76.5), (96.5, 65.5)]";"[]"
274;0.00908303260803;2;0;"[(93.5, 79.5), (354.5, 91.5)]";"[]"
275;0.0115170478821;1;0;"[(93.5, 87.5)]";"[]"
276;0.0111677646637;2;0;"[(93.5, 95.5), (355.5, 105.5)]";"[]"
277;0.0124318599701;1;0;"[(355.5, 112.5)]";"[]"
278;0.0123069286346;2;0;"[(354.5, 115.5), (94.5, 104.5)]";"[]"
279;0.0122570991516;1;0;"[(354.5, 119.5)]";"[]"
280;0.0120799541473;1;0;"[(354.5, 125.5)]";"[]"
281;0.0122368335724;1;0;"[(95.5, 117.5)]";"[]"
282;0.0122950077057;1;0;"[(353.5, 133.5)]";"[]"
283;0.0125079154968;2;0;"[(352.5, 137.5), (94.5, 125.5)]";"[]"
284;0.0127711296082;2;0;"[(353.5, 140.5), (95.5, 128.5)]";"[]"
285;0.0123500823975;2;0;"[(95.5, 130.5), (354.5, 142.5)]";"[]"
286;0.0124680995941;2;0;"[(353.5, 144.5), (95.5, 130.5)]";"[]"
287;0.0124580860138;1;0;"[(354.5, 143.5)]";"[]"
288;0.012305021286;2;0;"[(356.5, 142.5), (98.5, 130.5)]";"[]"
289;0.0124568939209;1;0;"[(97.5, 130.5)]";"[]"
290;0.0124440193176;1;0;"[(360.5, 145.5)]";"[]"
291;0.0121810436249;1;0;"[(364.5, 144.5)]";"[]"
292;0.0123908519745;1;0;"[(365.5, 143.5)]";"[]"
293;0.0119228363037;1;0;"[(110.5, 131.5)]";"[]"
294;0.0124690532684;2;0;"[(368.5, 145.5), (111.5, 134.5)]";"[]"
295;0.0124661922455;2;0;"[(368.5, 149.5), (111.5, 136.5)]";"[]"
296;0.0121557712555;2;0;"[(111.5, 139.5), (367.5, 152.5)]";"[]"
297;0.0120210647583;1;0;"[(366.5, 155.5)]";"[]"
298;0.0124928951263;1;0;"[(112.5, 144.5)]";"[]"
299;0.0123507976532;2;0;"[(368.5, 155.5), (112.5, 144.5)]";"[]"
300;0.0124599933624;1;0;"[(370.5, 156.5)]";"[]"
301;0.00824594497681;2;0;"[(371.5, 159.5), (116.5, 145.5)]";"[]"
302;0.0124452114105;2;0;"[(368.5, 160.5), (113.5, 147.5)]";"[]"
303;0.0124711990356;2;0;"[(366.5, 160.5), (112.5, 146.5)]";"[]"
304;0.0123090744019;1;0;"[(113.5, 147.5)]";"[]"
305;0.0122950077057;2;0;"[(368.5, 160.5), (112.5, 146.5)]";"[]"
306;0.0124909877777;1;0;"[(110.5, 145.5)]";"[]"
307;0.0123040676117;1;0;"[(365.5, 158.5)]";"[]"
308;0.0125858783722;2;0;"[(366.5, 158.5), (110.5, 144.5)]";"[]"
309;0.0105772018433;2;0;"[(111.5, 142.5), (366.5, 158.5)]";"[]"
310;0.00778007507324;2;0;"[(364.5, 158.5), (107.5, 142.5)]";"[]"
311;0.0120129585266;1;0;"[(364.5, 154.5)]";"[]"
312;0.0124838352203;1;0;"[(367.5, 153.5)]";"[]"
313;0.0123021602631;2;0;"[(370.5, 154.5), (114.5, 137.5)]";"[]"
314;0.0124218463898;1;0;"[(369.5, 154.5)]";"[]"
315;0.0123229026794;1;0;"[(114.5, 141.5)]";"[]"
316;0.012955904007;2;0;"[(370.5, 158.5), (113.5, 142.5)]";"[]"
317;0.00843405723572;1;0;"[(372.5, 158.5)]";"[]"
318;0.0118129253387;2;0;"[(373.5, 157.5), (120.5, 142.5)]";"[]"
319;0.011843919754;2;0;"[(374.5, 157.5), (119.5, 142.5)]";"[]"
320;0.0119950771332;2;0;"[(373.5, 160.5), (118.5, 144.5)]";"[]"
321;0.0114488601685;1;0;"[(375.5, 163.5)]";"[]"
322;0.0124518871307;2;0;"[(374.5, 165.5), (120.5, 149.5)]";"[]"
323;0.0126659870148;2;0;"[(121.5, 151.5), (376.5, 167.5)]";"[]"
324;0.0125820636749;1;0;"[(378.5, 170.5)]";"[]"
325;0.00845098495483;1;0;"[(379.5, 170.5)]";"[]"
326;0.0101518630981;1;0;"[(381.5, 172.5)]";"[]"
327;0.0104331970215;2;0;"[(131.5, 160.5), (383.5, 176.5)]";"[]"
328;0.00793409347534;2;0;"[(385.5, 181.5), (132.5, 164.5)]";"[]"
329;0.0102438926697;1;0;"[(388.5, 183.5)]";"[]"
330;0.00779891014099;1;0;"[(392.5, 188.5)]";"[]"
331;0.484795093536;1;0;"[(392.5, 188.5)]";"[]"
332;0.0084969997406;2;0;"[(403.5, 200.5), (152.5, 184.5)]";"[]"
333;0.0117309093475;2;0;"[(150.5, 187.5), (406.5, 202.5)]";"[]"
334;0.00858020782471;2;0;"[(406.5, 206.5), (154.5, 190.5)]";"[]"
335;0.0117170810699;1;0;"[(408.5, 206.5)]";"[]"
336;0.0116000175476;2;0;"[(413.5, 205.5), (161.5, 191.5)]";"[]"
337;0.0079779624939;1;0;"[(415.5, 205.5)]";"[]"
338;0.0127780437469;2;0;"[(164.5, 189.5), (415.5, 205.5)]";"[]"
339;0.0122618675232;2;0;"[(418.5, 202.5), (166.5, 187.5)]";"[]"
340;0.0084969997406;1;0;"[(417.5, 202.5)]";"[]"
341;0.012619972229;1;0;"[(417.5, 197.5)]";"[]"
342;0.0121278762817;2;0;"[(416.5, 196.5), (166.5, 183.5)]";"[]"
343;0.0127501487732;2;0;"[(416.5, 194.5), (164.5, 181.5)]";"[]"
344;0.011992931366;1;0;"[(415.5, 193.5)]";"[]"
345;0.00869607925415;2;0;"[(415.5, 191.5), (163.5, 177.5)]";"[]"
346;0.01251912117;1;0;"[(164.5, 174.5)]";"[]"
347;0.00864386558533;2;0;"[(409.5, 179.5), (160.5, 166.5)]";"[]"
348;0.0121340751648;2;0;"[(405.5, 172.5), (154.5, 158.5)]";"[]"
349;0.00859904289246;1;0;"[(407.5, 164.5)]";"[]"
350;0.01265001297;2;0;"[(405.5, 160.5), (155.5, 145.5)]";"[]"
351;0.00865197181702;1;0;"[(404.5, 154.5)]";"[]"
352;0.0123090744019;1;0;"[(403.5, 151.5)]";"[]"
353;0.0123808383942;1;0;"[(401.5, 155.5)]";"[]"
354;0.0125560760498;2;0;"[(401.5, 153.5), (152.5, 140.5)]";"[]"
355;0.0126349925995;2;0;"[(399.5, 153.5), (150.5, 139.5)]";"[]"
356;0.0128288269043;1;0;"[(402.5, 151.5)]";"[]"
357;0.0123488903046;1;0;"[(403.5, 150.5)]";"[]"
358;0.0123589038849;1;0;"[(402.5, 148.5)]";"[]"
359;0.0125041007996;2;0;"[(399.5, 148.5), (151.5, 134.5)]";"[]"
360;0.012542963028;2;0;"[(399.5, 149.5), (149.5, 134.5)]";"[]"
361;0.00871086120605;2;0;"[(396.5, 147.5), (147.5, 133.5)]";"[]"
362;0.0118520259857;1;0;"[(396.5, 146.5)]";"[]"
363;0.0122430324554;1;0;"[(396.5, 144.5)]";"[]"
364;0.0125761032104;1;0;"[(393.5, 142.5)]";"[]"
365;0.0126900672913;1;0;"[(391.5, 139.5)]";"[]"
366;0.0126869678497;1;0;"[(387.5, 138.5)]";"[]"
367;0.0129461288452;1;0;"[(138.5, 118.5)]";"[]"
368;0.00845885276794;2;0;"[(390.5, 128.5), (141.5, 114.5)]";"[]"
369;0.516286849976;2;0;"[(390.5, 128.5), (141.5, 114.5)]";"[]"
370;0.0086669921875;1;0;"[(390.5, 126.5)]";"[]"
371;0.0123310089111;1;0;"[(390.5, 126.5)]";"[]"
372;0.0119729042053;1;0;"[(389.5, 128.5)]";"[]"
373;0.00824904441833;1;0;"[(390.5, 130.5)]";"[]"
374;0.0124261379242;1;0;"[(391.5, 130.5)]";"[]"
375;0.0126819610596;2;0;"[(390.5, 135.5), (140.5, 120.5)]";"[]"
376;0.0124590396881;2;0;"[(391.5, 134.5), (141.5, 119.5)]";"[]"
377;0.0126190185547;2;0;"[(393.5, 132.5), (142.5, 118.5)]";"[]"
378;0.00822305679321;1;0;"[(395.5, 133.5)]";"[]"
379;0.0126760005951;2;0;"[(395.5, 137.5), (143.5, 121.5)]";"[]"
380;0.0122640132904;1;0;"[(398.5, 140.5)]";"[]"
381;0.0123610496521;2;0;"[(399.5, 140.5), (151.5, 127.5)]";"[]"
382;0.00836801528931;2;0;"[(401.5, 143.5), (153.5, 128.5)]";"[]"
383;0.00686192512512;2;0;"[(398.5, 145.5), (149.5, 129.5)]";"[]"
384;0.00996494293213;1;0;"[(398.5, 142.5)]";"[]"
385;0.00773501396179;1;0;"[(397.5, 139.5)]";"[]"
386;0.0120050907135;2;0;"[(401.5, 135.5), (152.5, 123.5)]";"[]"
387;0.0120170116425;2;0;"[(151.5, 120.5), (400.5, 132.5)]";"[]"
388;0.0119218826294;1;0;"[(396.5, 129.5)]";"[]"
389;0.0121529102325;2;0;"[(396.5, 122.5), (146.5, 110.5)]";"[]"
390;0.012139081955;1;0;"[(396.5, 119.5)]";"[]"
391;0.529122829437;1;0;"[(396.5, 119.5)]";"[]"
392;0.00833296775818;1;0;"[(152.5, 97.5)]";"[]"
393;0.00696802139282;1;0;"[(399.5, 106.5)]";"[]"
394;0.507236003876;1;0;"[(399.5, 106.5)]";"[]"
395;0.00867104530334;1;0;"[(401.5, 101.5)]";"[]"
396;0.0124838352203;2;0;"[(402.5, 99.5), (155.5, 85.5)]";"[]"
397;0.0123710632324;1;0;"[(403.5, 95.5)]";"[]"
398;0.0124220848083;1;0;"[(157.5, 80.5)]";"[]"
399;0.00847196578979;1;0;"[(406.5, 93.5)]";"[]"
400;0.469693899155;1;0;"[(406.5, 93.5)]";"[]"
401;0.00930404663086;1;0;"[(404.5, 97.5)]";"[]"
402;0.0133049488068;1;0;"[(405.5, 98.5)]";"[]"
403;0.00882983207703;1;0;"[(405.5, 102.5)]";"[]"
404;0.00722408294678;2;0;"[(405.5, 102.5), (157.5, 90.5)]";"[]"
405;0.00982713699341;2;0;"[(404.5, 101.5), (155.5, 89.5)]";"[]"
406;0.0110349655151;2;0;"[(402.5, 102.5), (156.5, 91.5)]";"[]"
407;0.509740114212;2;0;"[(402.5, 102.5), (156.5, 91.5)]";"[]"
408;0.0109059810638;1;0;"[(401.5, 103.5)]";"[]"
409;0.0129790306091;1;0;"[(402.5, 101.5)]";"[]"
410;0.00916695594788;1;0;"[(401.5, 101.5)]";"[]"
411;0.0129821300507;1;0;"[(401.5, 101.5)]";"[]"
412;0.012363910675;2;0;"[(400.5, 101.5), (151.5, 89.5)]";"[]"
413;0.00888395309448;1;0;"[(400.5, 99.5)]";"[]"
414;0.00736999511719;2;0;"[(400.5, 97.5), (151.5, 85.5)]";"[]"
415;0.00639986991882;1;0;"[(403.5, 93.5)]";"[]"
416;0.532485961914;1;0;"[(403.5, 93.5)]";"[]"
417;0.00889801979065;2;0;"[(405.5, 87.5), (157.5, 77.5)]";"[]"
418;0.0126118659973;1;0;"[(404.5, 87.5)]";"[]"
419;0.0125670433044;1;0;"[(406.5, 83.5)]";"[]"
420;0.00891780853271;1;0;"[(405.5, 79.5)]";"[]"
421;0.00726294517517;2;0;"[(404.5, 78.5), (157.5, 66.5)]";"[]"
422;0.0107629299164;1;0;"[(406.5, 75.5)]";"[]"
423;0.00819897651672;2;0;"[(156.5, 63.5), (406.5, 76.5)]";"[]"
424;0.0128819942474;1;0;"[(406.5, 73.5)]";"[]"
425;0.00858283042908;1;0;"[(403.5, 73.5)]";"[]"
426;0.0128948688507;2;0;"[(403.5, 74.5), (154.5, 61.5)]";"[]"
427;0.0126240253448;1;0;"[(399.5, 73.5)]";"[]"
428;0.0128180980682;1;0;"[(400.5, 70.5)]";"[]"
429;0.0126259326935;2;0;"[(151.5, 58.5), (400.5, 69.5)]";"[]"
430;0.00891208648682;2;0;"[(154.5, 60.5), (402.5, 71.5)]";"[]"
431;0.00701189041138;1;0;"[(402.5, 72.5)]";"[]"
432;0.0110518932343;2;0;"[(401.5, 77.5), (153.5, 66.5)]";"[]"
433;0.0126750469208;2;0;"[(403.5, 81.5), (154.5, 71.5)]";"[]"
434;0.00855898857117;1;0;"[(404.5, 85.5)]";"[]"
435;0.00713801383972;1;0;"[(403.5, 88.5)]";"[]"
436;0.0107510089874;1;0;"[(403.5, 90.5)]";"[]"
437;0.0114259719849;1;0;"[(400.5, 93.5)]";"[]"
438;0.0124881267548;1;0;"[(399.5, 92.5)]";"[]"
