ann_cir;frameno;red_tp;green_tp;red_fp;green_fp;red_fn;green_fn;Frame;rfp_con;gfp_con;color
2;0;2;0;0;0;0;0;True;0;0;0
2;20;1;0;0;0;0;0;True;0;0;0
2;40;1;0;0;0;0;0;True;0;0;0
2;60;0;0;1;0;0;0;False;0;0;0
2;80;2;0;0;0;0;0;True;0;0;0
2;100;2;0;0;0;0;0;True;0;0;0
2;120;2;0;0;0;0;0;True;0;0;0
2;140;2;0;0;0;0;0;True;0;0;0
2;160;2;0;0;0;0;0;True;0;0;0
2;180;2;0;0;0;0;0;True;0;0;0
2;200;2;0;0;0;0;0;True;0;0;0
2;220;2;0;0;0;0;0;True;0;0;0
2;240;2;0;0;0;0;0;True;0;0;0
2;260;2;0;0;0;0;0;True;0;0;0
2;280;2;0;0;0;0;0;True;0;0;0
2;300;2;0;0;0;0;0;True;0;0;0
2;320;2;0;0;0;0;0;True;0;0;0
2;340;2;0;0;0;0;0;True;0;0;0
2;360;2;0;0;0;0;0;True;0;0;0
2;380;2;0;0;0;0;0;True;0;0;0
2;400;2;0;0;0;0;0;True;0;0;0
2;420;2;0;0;0;0;0;True;0;0;0
2;440;2;0;0;0;0;0;True;0;0;0
2;460;2;0;0;0;0;0;True;0;0;0
2;480;0;2;0;0;0;0;True;0;0;1
2;500;0;2;0;0;0;0;True;0;0;1
2;520;0;1;0;0;0;0;True;0;0;1
2;540;0;2;0;0;0;0;True;0;0;1
2;560;0;2;0;0;0;0;True;0;0;1
2;580;0;1;0;0;0;0;True;0;0;1
2;600;0;2;0;0;0;0;True;0;0;1
2;620;0;2;0;0;0;0;True;0;0;1
2;640;0;2;0;0;0;0;True;0;0;1
2;660;0;2;0;0;0;0;True;0;0;1
2;680;0;1;0;0;0;0;True;0;0;1
2;700;0;2;0;0;0;0;True;0;0;1
1;720;0;1;0;0;0;0;True;0;0;1
1;740;0;1;0;0;0;0;True;0;0;1
2;760;0;1;0;0;0;0;True;0;0;1
1;780;0;1;0;0;0;0;True;0;0;1
1;800;0;1;0;0;0;0;True;0;0;1
1;820;0;1;0;0;0;0;True;0;0;1
1;840;0;1;0;0;0;0;True;0;0;1
1;860;0;1;0;0;0;0;True;0;0;1
1;880;0;0;0;0;0;1;False;0;0;1
1;900;0;1;0;0;0;0;True;0;0;1
1;920;0;1;0;0;0;0;True;0;0;1
2;1180;2;0;0;0;0;0;True;0;0;0
2;1200;2;0;0;0;0;0;True;0;0;0
2;1220;1;0;0;0;0;0;True;0;0;0
2;1240;2;0;0;0;0;0;True;0;0;0
2;1260;1;0;0;0;0;0;True;0;0;0
2;1280;1;0;0;0;0;0;True;0;0;0
2;1300;1;0;0;0;0;0;True;0;0;0
2;1320;2;0;0;0;0;0;True;0;0;0
2;1340;2;0;0;0;0;0;True;0;0;0
2;1360;2;0;0;0;0;0;True;0;0;0
2;1380;2;0;0;0;0;0;True;0;0;0
2;1400;2;0;0;0;0;0;True;0;0;0
2;1420;2;0;0;0;0;0;True;0;0;0
2;1440;2;0;0;0;0;0;True;0;0;0
2;1460;1;0;0;0;0;0;True;0;0;0
2;1480;2;0;0;0;0;0;True;0;0;0
2;1500;1;0;0;0;0;0;True;0;0;0
2;1520;2;0;0;0;0;0;True;0;0;0
2;1540;1;0;0;0;0;0;True;0;0;0
2;1560;2;0;0;0;0;0;True;0;0;0
2;1580;2;0;0;0;0;0;True;0;0;0
2;1600;1;0;0;0;0;0;True;0;0;0
2;1620;2;0;0;0;0;0;True;0;0;0
2;1640;1;0;0;0;0;0;True;0;0;0
2;1660;1;0;0;0;0;0;True;0;0;0
2;1680;1;0;0;0;0;0;True;0;0;0
2;1700;1;0;0;0;0;0;True;0;0;0
2;1720;1;0;0;0;0;0;True;0;0;0
2;1740;2;0;0;0;0;0;True;0;0;0
2;1760;2;0;0;0;0;0;True;0;0;0
2;1780;2;0;0;0;0;0;True;0;0;0
2;1800;1;0;0;0;0;0;True;0;0;0
2;1820;1;0;0;0;0;0;True;0;0;0
2;1840;2;0;0;0;0;0;True;0;0;0
2;1860;2;0;0;0;0;0;True;0;0;0
2;1880;1;0;0;0;0;0;True;0;0;0
2;1900;2;0;0;0;0;0;True;0;0;0
2;1920;2;0;0;0;0;0;True;0;0;0
2;1940;1;0;0;0;0;0;True;0;0;0
2;1960;2;0;0;0;0;0;True;0;0;0
2;1980;2;0;0;0;0;0;True;0;0;0
2;2000;1;0;0;0;0;0;True;0;0;0
2;2020;1;0;0;0;0;0;True;0;0;0
2;2040;1;0;0;0;0;0;True;0;0;0
2;2060;1;0;0;0;0;0;True;0;0;0
2;2080;2;0;0;0;0;0;True;0;0;0
2;2100;0;2;0;0;0;0;True;0;0;1
2;2120;0;1;0;0;0;0;True;0;0;1
2;2140;0;1;0;0;0;0;True;0;0;1
2;2160;0;1;0;0;0;0;True;0;0;1
2;2180;0;1;0;0;0;0;True;0;0;1
2;2200;0;2;0;0;0;0;True;0;0;1
2;2220;0;1;0;0;0;0;True;0;0;1
2;2240;0;2;0;0;0;0;True;0;0;1
2;2260;0;2;0;0;0;0;True;0;0;1
2;2280;0;2;0;0;0;0;True;0;0;1
2;2300;0;2;0;0;0;0;True;0;0;1
2;2320;0;1;0;0;0;0;True;0;0;1
2;2340;0;2;0;0;0;0;True;0;0;1
2;2360;0;2;0;0;0;0;True;0;0;1
2;2380;0;2;0;0;0;0;True;0;0;1
1;2400;0;1;0;0;0;0;True;0;0;1
1;2420;0;1;0;0;0;0;True;0;0;1
2;2440;0;2;0;0;0;0;True;0;0;1
2;2460;0;1;0;0;0;0;True;0;0;1
1;2480;0;1;0;0;0;0;True;0;0;1
1;2500;0;1;0;0;0;0;True;0;0;1
1;2520;0;1;0;0;0;0;True;0;0;1
1;2540;0;1;0;0;0;0;True;0;0;1
1;2560;0;1;0;0;0;0;True;0;0;1
1;2580;0;1;0;0;0;0;True;0;0;1
1;2600;0;1;0;0;0;0;True;0;0;1
1;2620;0;1;1;0;0;0;True;0;0;1
1;2640;0;1;0;0;0;0;True;0;0;1
1;2660;0;1;0;0;0;0;True;0;0;1
2;2960;1;0;0;0;0;0;True;0;0;0
2;2980;1;0;0;0;0;0;True;0;0;0
2;3000;1;0;0;0;0;0;True;0;0;0
2;3020;2;0;0;0;0;0;True;0;0;0
2;3040;2;0;0;0;0;0;True;0;0;0
2;3060;2;0;0;0;0;0;True;0;0;0
2;3080;2;0;0;0;0;0;True;0;0;0
2;3100;2;0;0;0;0;0;True;0;0;0
2;3120;2;0;0;0;0;0;True;0;0;0
2;3140;2;0;0;0;0;0;True;0;0;0
2;3160;2;0;0;0;0;0;True;0;0;0
2;3180;2;0;0;0;0;0;True;0;0;0
2;3200;0;0;1;0;0;0;False;0;0;0
2;3220;2;0;0;0;0;0;True;0;0;0
2;3240;2;0;0;0;0;0;True;0;0;0
2;3260;2;0;0;0;0;0;True;0;0;0
2;3280;2;0;0;0;0;0;True;0;0;0
2;3300;2;0;0;0;0;0;True;0;0;0
2;3320;2;0;0;0;0;0;True;0;0;0
2;3340;2;0;0;0;0;0;True;0;0;0
2;3360;2;0;0;0;0;0;True;0;0;0
2;3380;1;0;0;0;0;0;True;0;0;0
2;3400;2;0;0;0;0;0;True;0;0;0
2;3420;2;0;0;0;0;0;True;0;0;0
2;3440;1;0;0;0;0;0;True;0;0;0
2;3460;2;0;0;0;0;0;True;0;0;0
2;3480;0;0;1;0;0;0;False;0;0;1
2;3500;0;0;0;0;0;2;False;0;0;1
2;3520;0;0;0;0;0;2;False;0;0;1
2;3540;0;0;0;0;0;2;False;0;0;1
2;3560;0;0;1;0;0;0;False;0;0;1
2;3580;0;0;2;0;0;0;False;0;0;1
2;3600;0;0;0;0;0;2;False;0;0;1
2;3620;0;1;0;0;0;0;True;0;0;1
2;3640;0;1;0;0;0;0;True;0;0;1
2;3660;0;1;0;0;0;0;True;0;0;1
2;3680;0;1;0;0;0;0;True;0;0;1
2;3700;0;2;0;0;0;0;True;0;0;1
2;3720;0;2;0;0;0;0;True;0;0;1
2;3740;0;1;0;0;0;0;True;0;0;1
2;3760;0;1;0;0;0;0;True;0;0;1
2;3780;0;1;0;0;0;0;True;0;0;1
2;3800;0;1;0;0;0;0;True;0;0;1
2;3820;0;2;0;0;0;0;True;0;0;1
2;3840;0;2;0;0;0;0;True;0;0;1
