frameno;frametime;radious;cir_pos;color
1515;0.119120121002;"[]";"[]";"[]"
1516;0.113922119141;"[]";"[]";"[]"
1517;0.116822957993;"[]";"[]";"[]"
1518;0.0887830257416;"[]";"[]";"[]"
1519;0.105540037155;"[6.6708322]";"[(536.5, 420.5)]";"[0]"
1520;0.105988025665;"[]";"[]";"[]"
1521;0.11349105835;"[]";"[]";"[]"
1522;0.0890889167786;"[]";"[]";"[]"
1523;0.11109995842;"[5.7008772]";"[(1066.5, 363.5)]";"[1]"
1524;0.101759910583;"[]";"[]";"[]"
1525;0.116425037384;"[]";"[]";"[]"
1526;0.109091997147;"[]";"[]";"[]"
1527;0.107537031174;"[5.7008772]";"[(1076.5, 363.5)]";"[1]"
1528;0.0942959785461;"[5.7008772]";"[(1078.5, 362.5)]";"[1]"
1529;0.118863105774;"[5.7008772]";"[(1081.5, 360.5)]";"[1]"
1530;0.110343933105;"[6.6708322]";"[(1845.5, 940.5)]";"[0]"
1531;0.092159986496;"[5.7008772]";"[(1088.5, 360.5)]";"[1]"
1532;0.119354009628;"[5.7008772]";"[(1091.5, 360.5)]";"[1]"
1533;0.11713886261;"[6.041523, 5.7008772]";"[(865.5, 574.5), (1096.5, 361.5)]";"[0, 1]"
1534;0.108731985092;"[5.7008772]";"[(1100.5, 361.5)]";"[1]"
1535;0.106967926025;"[5.7008772]";"[(1104.5, 362.5)]";"[1]"
1536;0.110812902451;"[]";"[]";"[]"
1537;0.111884832382;"[5.7008772]";"[(1117.5, 363.5)]";"[1]"
1538;0.108006954193;"[5.7008772]";"[(1123.5, 361.5)]";"[1]"
1539;0.111331224442;"[5.7008772, 5.7008772]";"[(1406.5, 546.5), (1132.5, 360.5)]";"[0, 1]"
1540;0.123020172119;"[5.7008772]";"[(1142.5, 358.5)]";"[1]"
1541;0.114787101746;"[5.7008772]";"[(1155.5, 355.5)]";"[1]"
1542;0.117527961731;"[5.7008772]";"[(1171.5, 353.5)]";"[1]"
1543;0.11257815361;"[5.7008772]";"[(1181.5, 349.5)]";"[1]"
1544;0.117604017258;"[5.7008772]";"[(1191.5, 348.5)]";"[1]"
1545;0.111989021301;"[5.7008772]";"[(1198.5, 347.5)]";"[1]"
1546;0.11554813385;"[5.7008772]";"[(1206.5, 347.5)]";"[1]"
1547;0.0955460071564;"[5.7008772]";"[(1219.5, 347.5)]";"[1]"
1548;0.10137796402;"[5.7008772]";"[(1233.5, 346.5)]";"[1]"
1549;0.096451997757;"[5.7008772]";"[(1247.5, 346.5)]";"[1]"
1550;0.109782934189;"[5.7008772]";"[(1260.5, 343.5)]";"[1]"
1551;0.114283084869;"[5.7008772]";"[(1272.5, 336.5)]";"[1]"
1552;0.105766057968;"[5.7008772]";"[(1283.5, 333.5)]";"[1]"
1553;0.110337018967;"[5.7008772]";"[(1292.5, 327.5)]";"[1]"
1554;0.11505818367;"[5.7008772]";"[(1303.5, 321.5)]";"[1]"
1555;0.120292901993;"[5.7008772]";"[(1316.5, 317.5)]";"[1]"
1556;0.113278150558;"[6.6708322]";"[(1331.5, 314.5)]";"[1]"
1557;0.0887188911438;"[5.7008772]";"[(1346.5, 310.5)]";"[1]"
1558;0.118163108826;"[5.7008772]";"[(1361.5, 312.5)]";"[1]"
1559;0.105143070221;"[5.7008772]";"[(1376.5, 315.5)]";"[1]"
1560;0.0887959003448;"[5.7008772]";"[(1393.5, 320.5)]";"[1]"
1561;0.101203918457;"[]";"[]";"[]"
