frameno;frametime;radious;cir_pos;color
0;0.143497943878;"[7.905694]";"[(629.5, 279.5)]";"[0]"
1;0.0883281230927;"[6.041523, 7.7781744, 6.6708322]";"[(629.5, 281.5), (371.5, 265.5), (839.5, 422.5)]";"[0, 0, 0]"
2;0.0857758522034;"[6.6708322]";"[(628.5, 281.5)]";"[0]"
3;0.0870168209076;"[6.6708322, 5.7008772]";"[(625.5, 281.5), (836.5, 425.5)]";"[0, 0]"
4;0.1137778759;"[6.3639612, 5.7008772]";"[(625.5, 281.5), (362.5, 267.5)]";"[0, 0]"
5;0.0898990631104;"[7.905694, 6.6708322]";"[(623.5, 281.5), (364.5, 265.5)]";"[0, 0]"
6;0.088944196701;"[6.041523, 6.6708322, 7.6485291]";"[(625.5, 279.5), (364.5, 264.5), (247.5, 516.5)]";"[0, 0, 0]"
7;0.105213880539;"[6.6708322]";"[(624.5, 280.5)]";"[0]"
8;0.0858061313629;"[5.7008772, 5.7008772]";"[(623.5, 280.5), (361.5, 265.5)]";"[0, 0]"
9;0.0867581367493;"[7.3824115, 5.7008772]";"[(622.5, 281.5), (359.5, 265.5)]";"[0, 0]"
10;0.0872061252594;"[7.905694, 6.9641943]";"[(621.5, 280.5), (362.5, 265.5)]";"[0, 0]"
11;0.0867149829865;"[7.7781744, 8.8600225]";"[(621.5, 279.5), (278.5, 528.5)]";"[0, 0]"
12;0.08656001091;"[6.6708322, 6.6708322]";"[(622.5, 277.5), (362.5, 260.5)]";"[0, 0]"
13;0.10569691658;"[6.9641943]";"[(621.5, 275.5)]";"[0]"
14;0.0912818908691;"[6.5192022]";"[(620.5, 273.5)]";"[0]"
15;0.109787940979;"[5.7008772]";"[(623.5, 268.5)]";"[0]"
16;0.108784914017;"[6.041523]";"[(623.5, 268.5)]";"[0]"
17;0.112970113754;"[6.6708322, 5.7008772]";"[(622.5, 270.5), (359.5, 253.5)]";"[0, 0]"
18;0.0962498188019;"[6.3639612]";"[(623.5, 273.5)]";"[0]"
19;0.108743190765;"[6.6708322, 7.6485291]";"[(622.5, 271.5), (363.5, 255.5)]";"[0, 0]"
20;0.106967926025;"[6.9641943]";"[(622.5, 276.5)]";"[0]"
21;0.105072975159;"[6.6708322]";"[(619.5, 277.5)]";"[0]"
22;0.0942101478577;"[6.3639612, 7.1063352]";"[(620.5, 280.5), (360.5, 264.5)]";"[0, 0]"
23;0.115131855011;"[5.7008772, 6.6708322]";"[(359.5, 267.5), (620.5, 285.5)]";"[0, 0]"
24;0.10135102272;"[5.7008772, 6.041523, 9.5131493]";"[(357.5, 267.5), (618.5, 285.5), (241.5, 516.5)]";"[0, 0, 0]"
25;0.0933661460876;"[7.7781744, 6.6708322]";"[(620.5, 288.5), (358.5, 269.5)]";"[0, 0]"
26;0.106371879578;"[6.6708322]";"[(618.5, 290.5)]";"[0]"
27;0.130044937134;"[6.5192022, 6.6708322, 6.6708322]";"[(613.5, 288.5), (822.5, 434.5), (352.5, 268.5)]";"[0, 0, 0]"
