frameno;frametime;recpoint;cir_pos;color
1769;0.00954389572144;"[313, 164, 865, 404]";"[(742, 292), (491, 279)]";"[1, 1]"
1770;0.00936698913574;"[313, 164, 865, 404]";"[(742, 291)]";"[1]"
1771;0.103959083557;"[311, 165, 863, 405]";"[(742, 291)]";"[1]"
1772;0.0507869720459;"[309, 166, 861, 406]";"[(400, 502)]";"[0]"
1773;0.0570611953735;"[47, 383, 759, 623]";"[(744, 295)]";"[1]"
1774;0.0359477996826;"[224, 0, 799, 240]";"[(744, 295), (493, 282)]";"[1, 1]"
1775;0.0174820423126;"[299, 162, 790, 415]";"[(748, 295)]";"[1]"
1776;0.0181641578674;"[299, 162, 790, 415]";"[(752, 293)]";"[1]"
1777;0.0227620601654;"[299, 160, 790, 413]";"[(753, 293), (503, 281)]";"[1, 1]"
1778;0.0126910209656;"[300, 158, 791, 411]";"[(751, 294), (501, 281)]";"[1, 1]"
1779;0.022047996521;"[299, 157, 790, 410]";"[(749, 296), (498, 283)]";"[1, 1]"
1780;0.00964283943176;"[297, 157, 788, 410]";"[(744, 298)]";"[1]"
1781;0.019623041153;"[296, 156, 787, 409]";"[(743, 299), (492, 285)]";"[1, 1]"
1782;0.0308449268341;"[296, 156, 787, 409]";"[(745, 297)]";"[1]"
1783;0.012552022934;"[297, 156, 788, 409]";"[(748, 294), (497, 282)]";"[1, 1]"
1784;0.0117499828339;"[298, 157, 789, 410]";"[(747, 293), (496, 280)]";"[1, 1]"
1785;0.0142159461975;"[301, 157, 792, 410]";"[(746, 289)]";"[1]"
1786;0.0157880783081;"[304, 156, 795, 409]";"[(745, 287), (494, 274)]";"[1, 1]"
1787;0.0114300251007;"[307, 156, 798, 409]";"[(742, 287)]";"[1]"
1788;0.00839114189148;"[309, 156, 800, 409]";"[(742, 285)]";"[1]"
1789;0.0166339874268;"[310, 156, 801, 409]";"[(743, 285)]";"[1]"
1790;0.00781393051147;"[311, 155, 802, 408]";"[(744, 285)]";"[1]"
1791;0.0143389701843;"[311, 155, 802, 408]";"[(745, 285), (494, 273)]";"[1, 1]"
1792;0.016252040863;"[311, 154, 802, 407]";"[(747, 287), (496, 273)]";"[1, 1]"
1793;0.0153510570526;"[311, 153, 802, 406]";"[(752, 286), (500, 274)]";"[1, 1]"
1794;0.00933718681335;"[311, 154, 802, 407]";"[(756, 285)]";"[1]"
