frameno;frametime;filtertime;radious;cir_pos;color
1551;0.106347084045;0.00143885612488;"[5.7008772]";"[(835, 817)]";"[0]"
1552;0.114156961441;0.0014340877533;"[5.7008772]";"[(835, 809)]";"[0]"
1553;0.116625070572;0.00149178504944;"[5.7008772]";"[(836, 803)]";"[0]"
1554;0.0999279022217;0.00139284133911;"[5.7008772]";"[(835, 793)]";"[0]"
1555;0.117180109024;0.00147318840027;"[5.7008772]";"[(835, 776)]";"[0]"
1556;0.13089299202;0.00155305862427;"[5.7008772]";"[(834, 753)]";"[0]"
1557;0.119095802307;-1;"[]";"[]";"[]"
1558;0.118599891663;0.00143814086914;"[5.7008772]";"[(835, 721)]";"[0]"
1559;0.123584985733;0.00232100486755;"[5.7008772]";"[(835, 711)]";"[0]"
1560;0.135801792145;0.00156092643738;"[5.7008772]";"[(833, 703)]";"[0]"
1561;0.119210004807;0.00147795677185;"[5.7008772]";"[(832, 697)]";"[0]"
1562;0.133683919907;0.00152397155762;"[5.7008772]";"[(833, 693)]";"[0]"
1563;0.101104974747;0.00132989883423;"[5.7008772]";"[(833, 685)]";"[0]"
1564;0.119705915451;0.00143885612488;"[5.7008772]";"[(833, 677)]";"[0]"
1565;0.118834018707;-1;"[]";"[]";"[]"
1566;0.103517055511;0.00139403343201;"[5.7008772]";"[(833, 651)]";"[0]"
1567;0.0975999832153;0.00135278701782;"[5.7008772]";"[(834, 631)]";"[0]"
1568;0.101624011993;-1;"[]";"[]";"[]"
1569;0.11659693718;0.00159001350403;"[5.7008772]";"[(834, 598)]";"[0]"
1570;0.115372180939;-1;"[]";"[]";"[]"
1571;0.121160030365;-1;"[]";"[]";"[]"
1572;0.0979070663452;0.00136280059814;"[5.7008772]";"[(828, 549)]";"[0]"
1573;0.11709690094;-1;"[]";"[]";"[]"
1574;0.128264904022;-1;"[]";"[]";"[]"
1575;0.0933108329773;-1;"[]";"[]";"[]"
1576;0.125540018082;0.0015070438385;"[5.7008772]";"[(827, 482)]";"[0]"
1577;0.124415874481;0.00158905982971;"[5.7008772]";"[(830, 467)]";"[0]"
1578;0.117569923401;0.00146794319153;"[5.7008772]";"[(831, 454)]";"[0]"
1579;0.106472969055;0.00143790245056;"[5.7008772]";"[(832, 445)]";"[0]"
1580;0.114367008209;-1;"[]";"[]";"[]"
1581;0.133480787277;0.00157284736633;"[5.7008772]";"[(829, 425)]";"[0]"
1582;0.103885889053;0.00168490409851;"[5.7008772, 6.6708322]";"[(609, 400), (829, 420)]";"[0, 0]"
1583;0.11837887764;0.00148010253906;"[5.7008772]";"[(831, 405)]";"[0]"
1584;0.123136043549;0.00186014175415;"[5.7008772]";"[(833, 391)]";"[0]"
1585;0.106401920319;0.00218796730042;"[6.6708322]";"[(837, 380)]";"[0]"
1586;0.117952108383;0.00155186653137;"[5.7008772]";"[(836, 376)]";"[0]"
1587;0.129096984863;0.00155305862427;"[5.7008772]";"[(834, 375)]";"[0]"
1588;0.123719930649;0.00150203704834;"[5.7008772]";"[(834, 371)]";"[0]"
1589;0.129167795181;0.00151491165161;"[5.7008772]";"[(836, 369)]";"[0]"
1590;0.109908103943;0.00144290924072;"[5.7008772]";"[(837, 371)]";"[0]"
1591;0.101636171341;0.00135207176208;"[5.7008772]";"[(838, 372)]";"[0]"
1592;0.0936830043793;0.00134897232056;"[5.7008772]";"[(839, 375)]";"[0]"
1593;0.118119001389;-1;"[]";"[]";"[]"
1594;0.118674039841;0.00152397155762;"[5.7008772]";"[(841, 376)]";"[0]"
1595;0.121141910553;0.00155401229858;"[5.7008772]";"[(845, 376)]";"[0]"
1596;0.0949029922485;0.0013530254364;"[5.7008772]";"[(846, 377)]";"[0]"
1597;0.111112117767;0.00141882896423;"[5.7008772]";"[(847, 377)]";"[0]"
1598;0.117079973221;0.00154519081116;"[5.7008772]";"[(850, 378)]";"[0]"
1599;0.119675159454;0.00153803825378;"[5.7008772]";"[(854, 379)]";"[0]"
1600;0.100415945053;0.00128293037415;"[5.7008772, 5.7008772]";"[(858, 379), (642, 362)]";"[0, 0]"
1601;0.093043088913;0.00136399269104;"[5.7008772]";"[(861, 379)]";"[0]"
1602;0.124352931976;0.00156712532043;"[5.7008772]";"[(864, 381)]";"[0]"
1603;0.117604017258;0.00154995918274;"[5.7008772]";"[(868, 379)]";"[0]"
1604;0.0966391563416;0.0013439655304;"[5.7008772]";"[(872, 379)]";"[0]"
1605;0.118845939636;0.00142693519592;"[5.7008772]";"[(877, 379)]";"[0]"
1606;0.0981440544128;0.00133585929871;"[5.7008772]";"[(881, 378)]";"[0]"
1607;0.116724967957;0.00154900550842;"[5.7008772]";"[(887, 379)]";"[0]"
1608;0.12422990799;0.00156998634338;"[5.7008772]";"[(893, 379)]";"[0]"
1609;0.127257108688;-1;"[]";"[]";"[]"
1610;0.0949409008026;0.0013279914856;"[5.7008772]";"[(905, 378)]";"[0]"
1611;0.0937149524689;0.00135111808777;"[5.7008772]";"[(912, 379)]";"[0]"
1612;0.112835884094;0.0014660358429;"[5.7008772]";"[(918, 379)]";"[0]"
1613;0.134899139404;0.00163793563843;"[5.7008772]";"[(926, 381)]";"[0]"
1614;0.134310007095;0.00247311592102;"[5.7008772, 7.905694]";"[(934, 382), (1799, 573)]";"[0, 0]"
1615;0.117156028748;0.00146293640137;"[5.7008772]";"[(943, 381)]";"[0]"
1616;0.121778011322;0.00154399871826;"[5.7008772]";"[(953, 381)]";"[0]"
1617;0.132616043091;0.00154590606689;"[5.7008772]";"[(962, 381)]";"[0]"
1618;0.0919048786163;-1;"[]";"[]";"[]"
1619;0.121763944626;0.00149202346802;"[5.7008772]";"[(980, 383)]";"[0]"
1620;0.109129905701;0.00189089775085;"[6.6708322]";"[(988, 384)]";"[0]"
1621;0.114737987518;0.00189208984375;"[6.6708322]";"[(1001, 384)]";"[0]"
1622;0.104104995728;0.00138878822327;"[5.7008772]";"[(1010, 385)]";"[0]"
1623;0.115942001343;0.00144791603088;"[5.7008772]";"[(1020, 386)]";"[0]"
1624;0.110437870026;0.00142383575439;"[5.7008772]";"[(1030, 386)]";"[0]"
1625;0.120805025101;0.00140714645386;"[5.7008772, 5.7008772]";"[(1040, 387), (829, 373)]";"[0, 0]"
1626;0.113600969315;0.00150394439697;"[5.7008772]";"[(1048, 388)]";"[0]"
1627;0.118488788605;0.00184798240662;"[5.7008772]";"[(1057, 386)]";"[0]"
1628;0.122209072113;0.00150299072266;"[5.7008772]";"[(1063, 384)]";"[0]"
1629;0.13606595993;0.00164794921875;"[5.7008772]";"[(1075, 381)]";"[0]"
1630;0.0948510169983;0.00134992599487;"[5.7008772]";"[(1089, 380)]";"[0]"
1631;0.122243881226;0.00151586532593;"[5.7008772]";"[(1099, 379)]";"[0]"
1632;0.127993106842;0.0014750957489;"[5.7008772]";"[(901, 365)]";"[0]"
1633;0.0953431129456;0.00134491920471;"[5.7008772]";"[(1121, 378)]";"[0]"
1634;0.122335910797;0.0014820098877;"[5.7008772]";"[(1132, 377)]";"[0]"
1635;0.122120857239;0.00154900550842;"[5.7008772]";"[(1143, 377)]";"[0]"
1636;0.105452060699;0.00142812728882;"[5.7008772]";"[(1152, 377)]";"[0]"
1637;0.11177110672;0.00145483016968;"[5.7008772]";"[(1159, 375)]";"[0]"
1638;0.0957310199738;0.00137996673584;"[5.7008772]";"[(1167, 373)]";"[0]"
1639;0.123234987259;0.00227212905884;"[5.7008772, 5.7008772]";"[(1174, 373), (963, 361)]";"[0, 0]"
1640;0.118769884109;0.00152206420898;"[5.7008772]";"[(1183, 372)]";"[0]"
1641;0.121175765991;0.0014910697937;"[5.7008772]";"[(1190, 376)]";"[0]"
1642;0.121384859085;0.0015652179718;"[5.7008772]";"[(1195, 378)]";"[0]"
1643;0.0940492153168;0.00135707855225;"[5.7008772]";"[(1200, 379)]";"[0]"
1644;0.12367606163;0.00156188011169;"[5.7008772]";"[(1206, 379)]";"[0]"
1645;0.0921931266785;0.00135278701782;"[5.7008772]";"[(1211, 379)]";"[0]"
1646;0.120726823807;0.00154495239258;"[5.7008772]";"[(1215, 379)]";"[0]"
1647;0.138650894165;0.00164818763733;"[5.7008772]";"[(1219, 379)]";"[0]"
1648;0.0926280021667;0.00134897232056;"[5.7008772]";"[(1222, 379)]";"[0]"
1649;0.111655950546;0.00188899040222;"[6.6708322]";"[(1220, 379)]";"[0]"
1650;0.123011112213;0.00155901908875;"[5.7008772]";"[(1216, 380)]";"[0]"
1651;0.121362924576;-1;"[]";"[]";"[]"
1652;0.127506017685;0.00154089927673;"[5.7008772]";"[(1202, 381)]";"[0]"
1653;0.129241943359;0.00162982940674;"[5.7008772]";"[(1190, 379)]";"[0]"
1654;0.127207040787;0.00149297714233;"[5.7008772]";"[(1177, 377)]";"[0]"
1655;0.131375074387;-1;"[]";"[]";"[]"
1656;0.120485067368;0.00142812728882;"[5.7008772]";"[(1140, 375)]";"[0]"
1657;0.122008085251;0.00151896476746;"[5.7008772]";"[(1120, 376)]";"[0]"
1658;0.124351024628;0.00154399871826;"[5.7008772]";"[(1099, 377)]";"[0]"
1659;0.0926139354706;-1;"[]";"[]";"[]"
1660;0.0996921062469;0.00136804580688;"[5.7008772]";"[(1060, 384)]";"[0]"
1661;0.116376876831;0.0014910697937;"[5.7008772]";"[(1039, 387)]";"[0]"
1662;0.11919093132;0.00183606147766;"[5.7008772]";"[(1019, 388)]";"[0]"
1663;0.122555971146;0.00279712677002;"[5.7008772]";"[(1002, 389)]";"[0]"
1664;0.121543884277;0.00154089927673;"[5.7008772]";"[(986, 388)]";"[0]"
1665;0.0965299606323;0.00252199172974;"[5.7008772]";"[(971, 388)]";"[0]"
1666;0.10760307312;-1;"[]";"[]";"[]"
1667;0.115636825562;0.00230693817139;"[5.7008772]";"[(934, 388)]";"[0]"
1668;0.119348049164;0.00184607505798;"[6.6708322]";"[(915, 386)]";"[0]"
1669;0.115052938461;0.00148487091064;"[5.7008772]";"[(894, 386)]";"[0]"
1670;0.125833034515;0.00162100791931;"[5.7008772]";"[(873, 384)]";"[0]"
1671;0.130454063416;0.00161409378052;"[5.7008772]";"[(855, 383)]";"[0]"
1672;0.125764131546;0.00152015686035;"[5.7008772]";"[(834, 380)]";"[0]"
1673;0.132558107376;0.0015721321106;"[5.7008772, 5.7008772]";"[(591, 352), (812, 379)]";"[0, 0]"
1674;0.126950979233;0.00152707099915;"[5.7008772]";"[(791, 376)]";"[0]"
1675;0.126062870026;0.00154519081116;"[5.7008772]";"[(774, 374)]";"[0]"
1676;0.121601819992;0.00154304504395;"[5.7008772]";"[(758, 371)]";"[0]"
1677;0.126675128937;0.00147891044617;"[5.7008772, 6.041523]";"[(744, 367), (914, 498)]";"[0, 0]"
1678;0.120252132416;0.00155591964722;"[5.7008772]";"[(732, 365)]";"[0]"
1679;0.125375986099;0.00153923034668;"[5.7008772]";"[(723, 363)]";"[0]"
1680;0.107037067413;0.00143790245056;"[5.7008772]";"[(713, 362)]";"[0]"
1681;0.108264923096;-1;"[]";"[]";"[]"
1682;0.121159076691;0.00141596794128;"[5.7008772, 5.7008772]";"[(689, 364), (459, 337)]";"[0, 0]"
1683;0.124193906784;0.00148010253906;"[5.7008772, 5.7008772]";"[(674, 366), (443, 338)]";"[0, 0]"
1684;0.106845140457;0.00148105621338;"[5.7008772]";"[(661, 367)]";"[0]"
1685;0.130687952042;0.001620054245;"[5.7008772]";"[(652, 369)]";"[0]"
1686;0.116726875305;0.0015709400177;"[5.7008772]";"[(644, 371)]";"[0]"
1687;0.100654840469;0.00144982337952;"[5.7008772]";"[(639, 372)]";"[0]"
1688;0.10933804512;0.00147104263306;"[5.7008772]";"[(635, 374)]";"[0]"
1689;0.0997178554535;0.00143814086914;"[5.7008772]";"[(631, 373)]";"[0]"
1690;0.117733955383;0.00151300430298;"[5.7008772, 5.7008772]";"[(398, 343), (631, 370)]";"[0, 0]"
1691;0.119657039642;-1;"[]";"[]";"[]"
1692;0.121773958206;0.00186991691589;"[6.6708322]";"[(629, 373)]";"[0]"
1693;0.114673137665;0.00149893760681;"[5.7008772]";"[(631, 370)]";"[0]"
1694;0.101744890213;0.001384973526;"[5.7008772]";"[(631, 369)]";"[0]"
1695;0.119249820709;0.00148701667786;"[5.7008772]";"[(632, 372)]";"[0]"
1696;0.120455026627;0.00149607658386;"[5.7008772]";"[(636, 367)]";"[0]"
1697;0.110496044159;-1;"[]";"[]";"[]"
1698;0.129091978073;0.00200700759888;"[6.6708322]";"[(653, 366)]";"[0]"
1699;0.121125936508;0.00154614448547;"[5.7008772]";"[(660, 367)]";"[0]"
1700;0.121816158295;0.00157594680786;"[5.7008772]";"[(665, 366)]";"[0]"
1701;0.111348152161;0.001384973526;"[5.7008772, 5.7008772]";"[(671, 363), (443, 339)]";"[0, 0]"
1702;0.0953290462494;0.00128793716431;"[5.7008772, 5.7008772]";"[(677, 357), (450, 333)]";"[0, 0]"
1703;0.100532054901;0.00143313407898;"[5.7008772]";"[(680, 346)]";"[0]"
1704;0.0983908176422;0.00129318237305;"[5.7008772, 6.6708322]";"[(681, 337), (454, 313)]";"[0, 0]"
1705;0.099552154541;-1;"[]";"[]";"[]"
1706;0.105355024338;0.00151300430298;"[5.7008772, 5.7008772]";"[(690, 329), (463, 303)]";"[0, 0]"
1707;0.11523604393;0.0015721321106;"[5.7008772]";"[(698, 329)]";"[0]"
1708;0.116234064102;-1;"[]";"[]";"[]"
1709;0.103568077087;0.00139212608337;"[5.7008772]";"[(710, 339)]";"[0]"
1710;0.110700845718;0.00143909454346;"[5.7008772]";"[(713, 345)]";"[0]"
1711;0.110399961472;0.00147891044617;"[5.7008772]";"[(715, 353)]";"[0]"
1712;0.116967916489;-1;"[]";"[]";"[]"
1713;0.121458053589;0.00148296356201;"[5.7008772]";"[(722, 367)]";"[0]"
1714;0.134730100632;0.00161504745483;"[5.7008772]";"[(730, 367)]";"[0]"
1715;0.112544059753;0.00148916244507;"[5.7008772]";"[(732, 363)]";"[0]"
1716;0.124260902405;-1;"[]";"[]";"[]"
1717;0.120797872543;0.00168895721436;"[5.7008772]";"[(727, 351)]";"[0]"
1718;0.122478961945;0.0015070438385;"[5.7008772]";"[(723, 341)]";"[0]"
1719;0.127776145935;0.00155997276306;"[5.7008772]";"[(722, 328)]";"[0]"
1720;0.12899684906;0.00154185295105;"[5.7008772]";"[(722, 323)]";"[0]"
1721;0.115876913071;-1;"[]";"[]";"[]"
1722;0.113127946854;0.00145888328552;"[5.7008772]";"[(722, 316)]";"[0]"
1723;0.0932500362396;0.0013689994812;"[5.7008772]";"[(722, 319)]";"[0]"
1724;0.122943162918;0.00155711174011;"[5.7008772]";"[(722, 323)]";"[0]"
1725;0.106148004532;-1;"[]";"[]";"[]"
1726;0.115309000015;0.00140905380249;"[6.6708322, 6.041523]";"[(721, 324), (496, 304)]";"[0, 0]"
1727;0.119389057159;0.00143694877625;"[6.5192022, 5.7008772]";"[(721, 326), (495, 305)]";"[0, 0]"
1728;0.116685152054;0.00152802467346;"[5.7008772]";"[(722, 329)]";"[0]"
1729;0.121449947357;0.00152993202209;"[5.7008772]";"[(717, 331)]";"[0]"
1730;0.128232002258;0.00153493881226;"[5.7008772]";"[(711, 329)]";"[0]"
1731;0.0934550762177;0.00136494636536;"[5.7008772]";"[(486, 306)]";"[0]"
1732;0.121871948242;0.00196695327759;"[6.6708322]";"[(719, 328)]";"[0]"
1733;0.11887717247;-1;"[]";"[]";"[]"
1734;0.120404005051;0.00189900398254;"[6.6708322]";"[(737, 336)]";"[0]"
1735;0.131238937378;0.00153994560242;"[5.7008772]";"[(747, 339)]";"[0]"
1736;0.110616922379;0.00134611129761;"[5.7008772]";"[(756, 342)]";"[0]"
1737;0.0954070091248;0.00130891799927;"[5.7008772, 5.7008772]";"[(756, 344), (534, 323)]";"[0, 0]"
1738;0.10964679718;-1;"[]";"[]";"[]"
1739;0.115468978882;0.00147199630737;"[5.7008772]";"[(763, 349)]";"[0]"
1740;0.114010095596;0.00142908096313;"[5.7008772]";"[(768, 349)]";"[0]"
1741;0.127814054489;0.00158786773682;"[5.7008772]";"[(768, 351)]";"[0]"
1742;0.119182109833;0.00155782699585;"[5.7008772]";"[(765, 351)]";"[0]"
1743;0.1181640625;0.00144696235657;"[5.7008772]";"[(761, 352)]";"[0]"
1744;0.118639945984;0.00151395797729;"[5.7008772]";"[(759, 354)]";"[0]"
1745;0.116698980331;0.00143504142761;"[5.7008772]";"[(760, 357)]";"[0]"
1746;0.123790025711;0.00154900550842;"[5.7008772]";"[(762, 363)]";"[0]"
1747;0.143456935883;0.00159883499146;"[5.7008772]";"[(763, 368)]";"[0]"
1748;0.132332086563;0.00157904624939;"[5.7008772]";"[(758, 368)]";"[0]"
1749;0.120101928711;-1;"[]";"[]";"[]"
1750;0.0951540470123;0.00134515762329;"[5.7008772]";"[(744, 363)]";"[0]"
1751;0.119791984558;0.00147104263306;"[5.7008772]";"[(736, 359)]";"[0]"
1752;0.120270967484;0.00156211853027;"[5.7008772]";"[(732, 357)]";"[0]"
1753;0.0944797992706;0.00135707855225;"[5.7008772]";"[(736, 356)]";"[0]"
1754;0.0987179279327;0.00127482414246;"[5.7008772, 5.7008772]";"[(744, 357), (521, 342)]";"[0, 0]"
1755;0.0957229137421;0.00163316726685;"[5.7008772]";"[(750, 359)]";"[0]"
1756;0.0977940559387;0.00139403343201;"[5.7008772]";"[(754, 359)]";"[0]"
1757;0.10795712471;0.00144791603088;"[5.7008772]";"[(757, 359)]";"[0]"
1758;0.112843990326;-1;"[]";"[]";"[]"
1759;0.101613044739;0.00129103660583;"[5.7008772]";"[(765, 367)]";"[0]"
1760;0.113738059998;0.00143599510193;"[5.7008772]";"[(772, 367)]";"[0]"
1761;0.11825799942;0.00142478942871;"[5.7008772]";"[(775, 365)]";"[0]"
1762;0.129237174988;0.00156402587891;"[5.7008772]";"[(775, 365)]";"[0]"
1763;0.0954210758209;0.00139093399048;"[5.7008772]";"[(771, 365)]";"[0]"
1764;0.114197969437;-1;"[]";"[]";"[]"
1765;0.110466003418;-1;"[]";"[]";"[]"
1766;0.121476173401;-1;"[]";"[]";"[]"
1767;0.114609956741;0.00149202346802;"[5.7008772]";"[(764, 367)]";"[0]"
1768;0.121424198151;0.00153994560242;"[5.7008772]";"[(761, 368)]";"[0]"
1769;0.10729598999;0.00135588645935;"[5.7008772]";"[(758, 371)]";"[0]"
1770;0.101013898849;0.00135588645935;"[5.7008772]";"[(751, 374)]";"[0]"
1771;0.109308004379;0.0014328956604;"[5.7008772]";"[(744, 379)]";"[0]"
1772;0.115474939346;-1;"[]";"[]";"[]"
1773;0.124884843826;-1;"[]";"[]";"[]"
1774;0.0942220687866;0.00136113166809;"[5.7008772]";"[(751, 387)]";"[0]"
1775;0.125194072723;-1;"[]";"[]";"[]"
1776;0.103777885437;0.00130009651184;"[5.7008772, 5.7008772]";"[(738, 385), (515, 365)]";"[0, 0]"
1777;0.0978739261627;0.00131702423096;"[5.7008772]";"[(733, 381)]";"[0]"
1778;0.116132974625;-1;"[]";"[]";"[]"
1779;0.108231067657;-1;"[]";"[]";"[]"
1780;0.103839874268;0.00134682655334;"[5.7008772]";"[(723, 375)]";"[0]"
1781;0.0979881286621;0.00129199028015;"[6.3639612, 5.7008772]";"[(496, 350), (719, 373)]";"[0, 0]"
1782;0.118084907532;0.00139307975769;"[5.7008772]";"[(714, 369)]";"[0]"
1783;0.133910894394;0.00146293640137;"[5.7008772]";"[(709, 366)]";"[0]"
1784;0.114921092987;0.00147390365601;"[5.7008772]";"[(706, 365)]";"[0]"
1785;0.118373155594;0.00146484375;"[5.7008772]";"[(706, 367)]";"[0]"
1786;0.119193077087;0.0014910697937;"[5.7008772]";"[(709, 369)]";"[0]"
1787;0.10425901413;0.00143218040466;"[5.7008772]";"[(711, 371)]";"[0]"
1788;0.12659406662;0.00155186653137;"[5.7008772]";"[(714, 373)]";"[0]"
1789;0.115476846695;0.0014910697937;"[5.7008772]";"[(714, 376)]";"[0]"
1790;0.130182027817;0.00149583816528;"[5.7008772, 5.7008772]";"[(714, 378), (489, 353)]";"[0, 0]"
1791;0.108121871948;0.00183701515198;"[6.5192022]";"[(713, 378)]";"[0]"
1792;0.099555015564;0.00134801864624;"[5.7008772]";"[(717, 378)]";"[0]"
1793;0.0926198959351;-1;"[]";"[]";"[]"
1794;0.117110013962;0.00149393081665;"[5.7008772]";"[(716, 380)]";"[0]"
1795;0.107470989227;-1;"[]";"[]";"[]"
1796;0.11972784996;0.00177192687988;"[5.7008772]";"[(502, 352)]";"[0]"
1797;0.139619112015;0.00201606750488;"[5.7008772, 6.5192022]";"[(727, 372), (504, 349)]";"[0, 0]"
1798;0.119793891907;0.00153303146362;"[5.7008772]";"[(724, 367)]";"[0]"
1799;0.133213996887;0.00153803825378;"[5.7008772]";"[(720, 363)]";"[0]"
1800;0.0968949794769;0.00133895874023;"[5.7008772]";"[(495, 336)]";"[0]"
1801;0.121089935303;0.00154685974121;"[5.7008772]";"[(725, 361)]";"[0]"
1802;0.118285894394;0.00156092643738;"[5.7008772]";"[(727, 363)]";"[0]"
1803;0.109756946564;0.00144600868225;"[5.7008772]";"[(730, 366)]";"[0]"
1804;0.116626977921;0.00138592720032;"[5.7008772, 5.7008772]";"[(511, 343), (1708, 602)]";"[0, 0]"
1805;0.128643035889;0.00154495239258;"[5.7008772]";"[(739, 366)]";"[0]"
1806;0.124221086502;0.00156092643738;"[5.7008772]";"[(1686, 601)]";"[0]"
1807;0.098709821701;0.00168299674988;"[5.7008772]";"[(738, 361)]";"[0]"
1808;0.0955519676208;0.00133204460144;"[5.7008772]";"[(735, 358)]";"[0]"
1809;0.100921869278;0.00259804725647;"[5.7008772]";"[(734, 356)]";"[0]"
1810;0.0948729515076;0.00136494636536;"[5.7008772]";"[(737, 352)]";"[0]"
1811;0.0952849388123;0.00131011009216;"[5.7008772, 5.7008772]";"[(732, 346), (1614, 580)]";"[0, 0]"
1812;0.126076936722;0.00184512138367;"[5.7008772, 5.7008772]";"[(730, 341), (1600, 575)]";"[0, 0]"
1813;0.114611148834;0.00149297714233;"[5.7008772]";"[(1583, 573)]";"[0]"
1814;0.120578050613;0.00153398513794;"[5.7008772]";"[(731, 336)]";"[0]"
1815;0.118195056915;-1;"[]";"[]";"[]"
1816;0.119848012924;0.00171709060669;"[6.6708322, 5.7008772]";"[(735, 340), (1554, 575)]";"[0, 0]"
1817;0.108844041824;0.00145483016968;"[5.7008772]";"[(737, 342)]";"[0]"
1818;0.0967950820923;0.00130200386047;"[5.7008772]";"[(739, 345)]";"[0]"
1819;0.108370065689;0.00138902664185;"[5.7008772]";"[(744, 350)]";"[0]"
1820;0.113510847092;0.00143003463745;"[5.7008772, 6.041523]";"[(752, 353), (530, 328)]";"[0, 0]"
1821;0.117332935333;0.00144600868225;"[5.7008772]";"[(540, 330)]";"[0]"
1822;0.124801874161;0.00154304504395;"[5.7008772]";"[(770, 353)]";"[0]"
1823;0.126854896545;0.00229287147522;"[5.7008772]";"[(774, 352)]";"[0]"
1824;0.113664150238;0.00172591209412;"[5.7008772]";"[(776, 351)]";"[0]"
1825;0.102613925934;0.00145483016968;"[5.7008772]";"[(780, 355)]";"[0]"
1826;0.114473819733;0.00185990333557;"[5.7008772, 6.6708322]";"[(783, 357), (1486, 592)]";"[0, 0]"
1827;0.099799156189;0.00134801864624;"[5.7008772]";"[(787, 360)]";"[0]"
1828;0.112706899643;0.00182199478149;"[5.7008772]";"[(793, 366)]";"[0]"
1829;0.119156837463;0.00147008895874;"[5.7008772, 5.7008772]";"[(800, 375), (579, 350)]";"[0, 0]"
1830;0.121937990189;0.00156617164612;"[5.7008772]";"[(805, 384)]";"[0]"
1831;0.112371921539;-1;"[]";"[]";"[]"
1832;0.118275880814;0.00153803825378;"[5.7008772]";"[(803, 391)]";"[0]"
1833;0.0973019599915;-1;"[]";"[]";"[]"
1834;0.109730005264;-1;"[]";"[]";"[]"
1835;0.118067026138;0.00142097473145;"[5.7008772]";"[(581, 381)]";"[0]"
1836;0.137771844864;0.00167393684387;"[5.7008772]";"[(798, 417)]";"[0]"
1837;0.136105060577;0.00153613090515;"[5.7008772, 5.7008772]";"[(797, 434), (1378, 668)]";"[0, 0]"
1838;0.130370855331;0.00146698951721;"[5.7008772, 5.7008772]";"[(805, 464), (587, 441)]";"[0, 0]"
1839;0.123663902283;0.00148296356201;"[5.7008772, 5.7008772]";"[(811, 494), (1373, 722)]";"[0, 0]"
1840;0.118778944016;0.00148296356201;"[5.7008772]";"[(817, 519)]";"[0]"
1841;0.12415099144;0.00154590606689;"[5.7008772]";"[(818, 545)]";"[0]"
1842;0.13024187088;0.00161600112915;"[5.7008772]";"[(812, 564)]";"[0]"
1843;0.107656955719;0.00141596794128;"[5.7008772]";"[(806, 577)]";"[0]"
1844;0.108072042465;0.00145411491394;"[5.7008772]";"[(583, 566)]";"[0]"
1845;0.12332201004;0.00152492523193;"[5.7008772]";"[(802, 597)]";"[0]"
1846;0.131090164185;-1;"[]";"[]";"[]"
1847;0.0968549251556;0.00130891799927;"[5.7008772]";"[(800, 623)]";"[0]"
1848;0.123177051544;0.00155401229858;"[5.7008772]";"[(799, 637)]";"[0]"
1849;0.0954542160034;0.00135707855225;"[5.7008772]";"[(797, 651)]";"[0]"
1850;0.0990839004517;0.00134587287903;"[5.7008772]";"[(797, 664)]";"[0]"
1851;0.111191034317;0.00146198272705;"[5.7008772]";"[(798, 674)]";"[0]"
1852;0.112995147705;0.0014910697937;"[5.7008772]";"[(799, 683)]";"[0]"
1853;0.125488042831;0.00153613090515;"[5.7008772]";"[(802, 691)]";"[0]"
1854;0.143507003784;0.00165796279907;"[5.7008772]";"[(803, 697)]";"[0]"
1855;0.111593961716;0.00142502784729;"[5.7008772]";"[(801, 702)]";"[0]"
1856;0.10111117363;0.00138401985168;"[5.7008772]";"[(799, 708)]";"[0]"
1857;0.10059595108;0.00146484375;"[5.7008772]";"[(800, 714)]";"[0]"
1858;0.115224123001;0.00145816802979;"[5.7008772]";"[(797, 719)]";"[0]"
1859;0.0944538116455;0.00137710571289;"[5.7008772]";"[(799, 736)]";"[0]"
1860;0.104692935944;0.00140714645386;"[5.7008772]";"[(798, 745)]";"[0]"
1861;0.109018802643;-1;"[]";"[]";"[]"
1862;0.105994939804;0.0014500617981;"[5.7008772]";"[(793, 773)]";"[0]"
1863;0.0976841449738;0.00165510177612;"[5.7008772]";"[(791, 785)]";"[0]"
1864;0.103228092194;0.00193786621094;"[6.6708322]";"[(787, 798)]";"[0]"
1865;0.124058008194;0.00156879425049;"[5.7008772]";"[(784, 813)]";"[0]"
1866;0.144665002823;-1;"[]";"[]";"[]"
1867;0.115840911865;0.00144386291504;"[5.7008772]";"[(775, 834)]";"[0]"
1868;0.121629953384;0.00140190124512;"[5.7008772]";"[(767, 849)]";"[0]"
1869;0.118728876114;-1;"[]";"[]";"[]"
1870;0.119114875793;0.00157594680786;"[5.7008772]";"[(749, 883)]";"[0]"
1871;0.0976371765137;0.00134611129761;"[5.7008772]";"[(743, 901)]";"[0]"
1872;0.105120897293;0.00145506858826;"[5.7008772]";"[(740, 913)]";"[0]"
1873;0.112996101379;0.00141000747681;"[5.7008772, 5.7008772]";"[(739, 921), (513, 901)]";"[0, 0]"
1874;0.118939876556;0.00287699699402;"[5.7008772]";"[(738, 927)]";"[0]"
1875;0.117129087448;0.00147199630737;"[5.7008772]";"[(736, 929)]";"[0]"
1876;0.0923869609833;0.00134301185608;"[5.7008772]";"[(734, 929)]";"[0]"
1877;0.110526800156;0.00192403793335;"[6.6708322]";"[(734, 919)]";"[0]"
1878;0.12372303009;-1;"[]";"[]";"[]"
1879;0.0936710834503;-1;"[]";"[]";"[]"
1880;0.0905330181122;-1;"[]";"[]";"[]"
