frameno;frametime;filtertime;radious;cir_pos;color
2530;0.0986490249634;0.00136089324951;"[5.7008772]";"[(698, 252)]";"[1]"
2531;0.0909390449524;0.00137591362;"[5.7008772]";"[(686, 248)]";"[1]"
2532;0.0987720489502;0.00135493278503;"[5.7008772]";"[(667, 244)]";"[1]"
2533;0.0929179191589;-1;"[]";"[]";"[]"
2534;0.121195077896;0.00147199630737;"[5.7008772, 6.3639612]";"[(655, 243), (415, 222)]";"[1, 1]"
2535;0.11611700058;0.00161695480347;"[5.7008772]";"[(661, 245)]";"[1]"
2536;0.130167007446;0.00151991844177;"[5.7008772]";"[(668, 247)]";"[1]"
2537;0.111629962921;0.00145101547241;"[5.7008772]";"[(675, 248)]";"[1]"
2538;0.119209051132;0.00149297714233;"[5.7008772, 5.7008772]";"[(678, 252), (439, 231)]";"[1, 1]"
2539;0.113151073456;0.00150299072266;"[5.7008772]";"[(682, 262)]";"[1]"
2540;0.117611885071;0.00153088569641;"[5.7008772]";"[(696, 267)]";"[1]"
2541;0.117368936539;0.00150918960571;"[5.7008772]";"[(704, 259)]";"[1]"
2542;0.0900428295135;-1;"[]";"[]";"[]"
2543;0.116008996964;-1;"[]";"[]";"[]"
2544;0.121705055237;0.00153207778931;"[5.7008772]";"[(696, 231)]";"[1]"
2545;0.114861011505;0.0014910697937;"[5.7008772]";"[(697, 225)]";"[1]"
2546;0.120867967606;0.00155210494995;"[5.7008772]";"[(696, 219)]";"[1]"
2547;0.0911130905151;0.00133490562439;"[5.7008772]";"[(694, 219)]";"[1]"
2548;0.11674618721;0.00156092643738;"[5.7008772]";"[(692, 224)]";"[1]"
2549;0.122277021408;0.00154805183411;"[5.7008772]";"[(694, 229)]";"[1]"
2550;0.132961034775;0.00154685974121;"[5.7008772]";"[(696, 234)]";"[1]"
2551;0.119759082794;0.00153803825378;"[5.7008772]";"[(698, 235)]";"[1]"
2552;0.121520996094;-1;"[]";"[]";"[]"
2553;0.117171049118;0.00149583816528;"[5.7008772]";"[(694, 237)]";"[1]"
2554;0.116729974747;0.00197815895081;"[6.6708322]";"[(693, 240)]";"[1]"
2555;0.126810073853;0.0015561580658;"[5.7008772]";"[(696, 249)]";"[1]"
2556;0.115963935852;-1;"[]";"[]";"[]"
2557;0.124028921127;0.0015549659729;"[5.7008772]";"[(697, 274)]";"[1]"
2558;0.119653940201;0.00154900550842;"[5.7008772]";"[(689, 269)]";"[1]"
2559;0.0938310623169;0.00173997879028;"[6.6708322]";"[(687, 266)]";"[1]"
2560;0.11807513237;0.00152397155762;"[5.7008772]";"[(690, 267)]";"[1]"
2561;0.119853019714;0.0015389919281;"[5.7008772]";"[(692, 254)]";"[1]"
2562;0.144361019135;0.00162100791931;"[5.7008772, 6.041523]";"[(692, 242), (448, 217)]";"[1, 1]"
2563;0.130997896194;0.00163292884827;"[5.7008772]";"[(685, 235)]";"[1]"
2564;0.0938360691071;0.00138115882874;"[5.7008772]";"[(680, 234)]";"[1]"
2565;0.117916107178;0.00151395797729;"[5.7008772]";"[(678, 243)]";"[1]"
2566;0.117204904556;0.00145506858826;"[5.7008772]";"[(683, 256)]";"[1]"
2567;0.112323999405;0.00148296356201;"[5.7008772]";"[(692, 265)]";"[1]"
2568;0.11438202858;0.00146007537842;"[5.7008772]";"[(701, 269)]";"[1]"
2569;0.117686986923;-1;"[]";"[]";"[]"
2570;0.0969831943512;0.00135111808777;"[5.7008772]";"[(695, 271)]";"[1]"
2571;0.118756055832;0.00149512290955;"[5.7008772]";"[(445, 248)]";"[1]"
2572;0.119891881943;0.00154495239258;"[5.7008772]";"[(696, 270)]";"[1]"
2573;0.143309116364;0.00216817855835;"[5.7008772]";"[(715, 283)]";"[1]"
2574;0.123899936676;0.00155115127563;"[5.7008772]";"[(736, 293)]";"[1]"
2575;0.104232788086;0.0013530254364;"[5.7008772]";"[(753, 298)]";"[1]"
2576;0.117051124573;-1;"[]";"[]";"[]"
2577;0.122980833054;0.0014660358429;"[6.3639612]";"[(501, 256)]";"[1]"
2578;0.121194124222;-1;"[]";"[]";"[]"
2579;0.115245103836;0.00155901908875;"[5.7008772]";"[(715, 228)]";"[1]"
2580;0.112958908081;0.00145101547241;"[5.7008772, 5.7008772]";"[(726, 219), (476, 195)]";"[1, 1]"
2581;0.1094789505;0.00152492523193;"[5.7008772]";"[(744, 223)]";"[1]"
2582;0.097846031189;0.00145506858826;"[5.7008772]";"[(750, 232)]";"[1]"
2583;0.10556602478;0.00143694877625;"[5.7008772]";"[(743, 245)]";"[1]"
2584;0.113316059113;0.00149583816528;"[5.7008772]";"[(727, 251)]";"[1]"
2585;0.105097055435;0.00143504142761;"[5.7008772]";"[(713, 255)]";"[1]"
2586;0.12156701088;0.0015881061554;"[5.7008772]";"[(698, 256)]";"[1]"
2587;0.111982107162;0.00144600868225;"[5.7008772]";"[(680, 260)]";"[1]"
2588;0.100894927979;0.0013689994812;"[5.7008772]";"[(664, 265)]";"[1]"
2589;0.118220090866;0.00151014328003;"[5.7008772]";"[(642, 262)]";"[1]"
2590;0.114548921585;0.00145602226257;"[5.7008772, 5.7008772]";"[(630, 260), (369, 231)]";"[1, 1]"
2591;0.120784044266;0.00150895118713;"[5.7008772, 5.7008772]";"[(630, 256), (369, 229)]";"[1, 1]"
2592;0.103522062302;0.00142383575439;"[6.041523]";"[(635, 245)]";"[1]"
2593;0.0987629890442;0.00129079818726;"[5.7008772, 6.3639612]";"[(633, 235), (374, 211)]";"[1, 1]"
2594;0.112910985947;0.00147891044617;"[5.7008772]";"[(624, 229)]";"[1]"
2595;0.119507789612;-1;"[]";"[]";"[]"
2596;0.132416009903;0.00159811973572;"[5.7008772]";"[(606, 239)]";"[1]"
2597;0.13396692276;-1;"[]";"[]";"[]"
2598;0.130414962769;0.00193309783936;"[5.7008772, 6.5192022]";"[(613, 255), (351, 230)]";"[1, 1]"
2599;0.113476037979;0.00143003463745;"[6.5192022, 6.041523]";"[(616, 262), (355, 237)]";"[1, 1]"
2600;0.125824928284;0.00150585174561;"[5.7008772]";"[(617, 268)]";"[1]"
2601;0.117974042892;0.00152993202209;"[5.7008772]";"[(616, 269)]";"[1]"
2602;0.128069877625;-1;"[]";"[]";"[]"
2603;0.101631879807;0.00137305259705;"[5.7008772]";"[(375, 260)]";"[1]"
2604;0.108031988144;-1;"[]";"[]";"[]"
2605;0.122263908386;0.001384973526;"[5.7008772]";"[(676, 280)]";"[1]"
2606;0.0929510593414;0.00136685371399;"[5.7008772]";"[(685, 271)]";"[1]"
2607;0.113670110703;0.00232100486755;"[5.7008772]";"[(680, 257)]";"[1]"
2608;0.118268966675;-1;"[]";"[]";"[]"
2609;0.105706930161;-1;"[]";"[]";"[]"
2610;0.1173350811;0.00146007537842;"[5.7008772, 6.3639612]";"[(675, 222), (410, 198)]";"[1, 1]"
2611;0.126692056656;0.00157713890076;"[5.7008772]";"[(686, 229)]";"[1]"
2612;0.120461940765;-1;"[]";"[]";"[]"
2613;0.119524002075;-1;"[]";"[]";"[]"
2614;0.104621887207;0.00133490562439;"[5.7008772]";"[(689, 259)]";"[1]"
2615;0.132254123688;0.00192093849182;"[5.7008772, 6.5192022]";"[(686, 267), (426, 239)]";"[1, 1]"
2616;0.120786905289;0.00146198272705;"[5.7008772]";"[(684, 273)]";"[1]"
2617;0.113640785217;0.00138902664185;"[6.041523]";"[(691, 275)]";"[1]"
2618;0.136723995209;0.00151109695435;"[5.7008772, 6.3639612]";"[(695, 271), (435, 241)]";"[1, 1]"
2619;0.140704870224;0.00242781639099;"[5.7008772, 5.7008772]";"[(515, 779), (681, 255)]";"[0, 1]"
2620;0.143205165863;0.00153803825378;"[5.7008772]";"[(668, 238)]";"[1]"
2621;0.100823879242;0.0014591217041;"[6.3639612]";"[(670, 230)]";"[1]"
2622;0.103632926941;0.00152111053467;"[5.7008772]";"[(679, 225)]";"[1]"
2623;0.120747089386;0.00153613090515;"[5.7008772]";"[(684, 224)]";"[1]"
2624;0.106961011887;-1;"[]";"[]";"[]"
2625;0.127475976944;-1;"[]";"[]";"[]"
2626;0.105884075165;0.00139594078064;"[5.7008772]";"[(679, 236)]";"[1]"
2627;0.107348203659;0.00144386291504;"[5.7008772]";"[(683, 245)]";"[1]"
2628;0.119746208191;-1;"[]";"[]";"[]"
2629;0.102822065353;0.00172400474548;"[6.6708322]";"[(690, 261)]";"[1]"
2630;0.104017019272;0.00168800354004;"[6.5192022, 6.6708322]";"[(698, 267), (434, 246)]";"[1, 1]"
2631;0.131500959396;0.00165200233459;"[5.7008772]";"[(702, 269)]";"[1]"
2632;0.135061979294;-1;"[]";"[]";"[]"
2633;0.105495929718;0.00154495239258;"[5.7008772]";"[(714, 268)]";"[1]"
2634;0.143498182297;-1;"[]";"[]";"[]"
2635;0.135311841965;-1;"[]";"[]";"[]"
2636;0.135128974915;0.00160694122314;"[5.7008772]";"[(728, 215)]";"[1]"
2637;0.13196015358;-1;"[]";"[]";"[]"
2638;0.131644964218;0.001629114151;"[5.7008772]";"[(749, 213)]";"[1]"
2639;0.136662006378;0.00165104866028;"[6.041523]";"[(763, 219)]";"[1]"
2640;0.112133026123;0.00141477584839;"[5.7008772]";"[(773, 231)]";"[1]"
2641;0.124686002731;0.00154113769531;"[5.7008772]";"[(777, 249)]";"[1]"
2642;0.105926036835;0.00147414207458;"[6.041523]";"[(779, 267)]";"[1]"
2643;0.107409954071;0.00136685371399;"[5.7008772]";"[(784, 284)]";"[1]"
2644;0.116904973984;0.00164699554443;"[5.7008772]";"[(785, 301)]";"[1]"
2645;0.138972997665;0.00165295600891;"[5.7008772]";"[(785, 316)]";"[1]"
2646;0.106157064438;0.00145101547241;"[5.7008772]";"[(786, 323)]";"[1]"
2647;0.126704931259;-1;"[]";"[]";"[]"
2648;0.125404119492;0.00154709815979;"[5.7008772]";"[(775, 340)]";"[1]"
2649;0.106436014175;0.00141501426697;"[5.7008772]";"[(759, 343)]";"[1]"
2650;0.117559909821;0.00184893608093;"[6.6708322]";"[(743, 343)]";"[1]"
2651;0.138093948364;0.0019679069519;"[6.5192022]";"[(740, 344)]";"[1]"
2652;0.131690979004;-1;"[]";"[]";"[]"
2653;0.102612018585;0.001797914505;"[6.5192022]";"[(746, 344)]";"[1]"
2654;0.135622024536;0.00204205513;"[6.6708322]";"[(749, 352)]";"[1]"
2655;0.124470949173;-1;"[]";"[]";"[]"
2656;0.104903936386;-1;"[]";"[]";"[]"
2657;0.115430116653;0.0018630027771;"[6.6708322]";"[(744, 416)]";"[1]"
2658;0.108864784241;-1;"[]";"[]";"[]"
2659;0.108548164368;0.00179481506348;"[6.6708322]";"[(742, 450)]";"[1]"
2660;0.137334108353;-1;"[]";"[]";"[]"
2661;0.127441167831;0.00142192840576;"[5.7008772]";"[(747, 482)]";"[1]"
2662;0.111618041992;0.00247192382812;"[6.6708322]";"[(746, 499)]";"[1]"
2663;0.10564494133;0.00172209739685;"[6.5192022]";"[(747, 514)]";"[1]"
2664;0.122759103775;0.00136089324951;"[5.7008772]";"[(758, 537)]";"[1]"
2665;0.152200937271;0.00182008743286;"[6.6708322]";"[(771, 560)]";"[1]"
2666;0.124507904053;-1;"[]";"[]";"[]"
2667;0.121165037155;-1;"[]";"[]";"[]"
2668;0.136667013168;-1;"[]";"[]";"[]"
2669;0.0996530056;0.00181889533997;"[6.6708322]";"[(804, 573)]";"[1]"
2670;0.136109113693;0.00171899795532;"[5.7008772]";"[(801, 567)]";"[1]"
2671;0.107041120529;0.00151801109314;"[5.7008772]";"[(805, 569)]";"[1]"
2672;0.130984067917;0.00179004669189;"[5.7008772]";"[(813, 577)]";"[1]"
2673;0.105412006378;0.00187301635742;"[6.6708322]";"[(817, 590)]";"[1]"
2674;0.110154151917;0.00135612487793;"[5.7008772]";"[(813, 601)]";"[1]"
2675;0.129952907562;-1;"[]";"[]";"[]"
2676;0.110316991806;0.00144195556641;"[5.7008772]";"[(806, 623)]";"[1]"
2677;0.122271060944;0.00173187255859;"[5.7008772]";"[(808, 628)]";"[1]"
2678;0.119635820389;0.00155997276306;"[5.7008772]";"[(808, 639)]";"[1]"
2679;0.117092847824;0.0014820098877;"[5.7008772]";"[(807, 653)]";"[1]"
2680;0.105783939362;0.00140404701233;"[5.7008772]";"[(799, 657)]";"[1]"
2681;0.103667974472;0.00185585021973;"[6.5192022]";"[(790, 652)]";"[1]"
2682;0.107001066208;0.00187301635742;"[6.6708322]";"[(792, 642)]";"[1]"
2683;0.104430913925;-1;"[]";"[]";"[]"
2684;0.141505002975;-1;"[]";"[]";"[]"
2685;0.133241176605;0.00139999389648;"[5.7008772]";"[(784, 653)]";"[1]"
2686;0.147192955017;0.00203800201416;"[6.6708322]";"[(778, 673)]";"[1]"
2687;0.130708932877;0.00240588188171;"[5.7008772, 7.905694]";"[(780, 691), (501, 673)]";"[1, 1]"
2688;0.123497962952;0.0022189617157;"[5.7008772, 7.905694]";"[(785, 704), (513, 689)]";"[1, 1]"
2689;0.114464044571;-1;"[]";"[]";"[]"
2690;0.130109786987;-1;"[]";"[]";"[]"
2691;0.120419025421;0.00180506706238;"[6.6708322]";"[(792, 757)]";"[1]"
2692;0.116813898087;0.00227284431458;"[6.6708322]";"[(794, 780)]";"[1]"
2693;0.130179166794;0.0042359828949;"[6.041523, 7.905694]";"[(797, 801), (515, 783)]";"[1, 1]"
2694;0.122565031052;-1;"[]";"[]";"[]"
2695;0.11298584938;0.00297498703003;"[7.3824115]";"[(807, 822)]";"[1]"
2696;0.113130092621;-1;"[]";"[]";"[]"
2697;0.109541893005;0.00374102592468;"[7.7781744]";"[(789, 809)]";"[1]"
2698;0.104876041412;0.0017569065094;"[6.6708322]";"[(774, 804)]";"[1]"
2699;0.112454891205;0.00139904022217;"[6.041523]";"[(779, 807)]";"[1]"
2700;0.111259937286;0.00173997879028;"[5.7008772, 6.6708322]";"[(1031, 938), (803, 816)]";"[0, 1]"
2701;0.119486808777;0.00195407867432;"[6.5192022]";"[(828, 829)]";"[1]"
2702;0.107340097427;-1;"[]";"[]";"[]"
2703;0.126777887344;-1;"[]";"[]";"[]"
2704;0.114358901978;0.00177097320557;"[7.1063352]";"[(821, 867)]";"[1]"
2705;0.105875968933;-1;"[]";"[]";"[]"
2706;0.11128783226;0.00179886817932;"[6.5192022]";"[(830, 904)]";"[1]"
2707;0.0983180999756;0.00135588645935;"[6.3639612]";"[(836, 923)]";"[1]"
2708;0.103037118912;0.00275111198425;"[7.7781744]";"[(838, 933)]";"[1]"
2709;0.113988876343;0.00135803222656;"[6.6708322]";"[(824, 936)]";"[1]"
2710;0.102566003799;0.00223016738892;"[7.7781744]";"[(803, 952)]";"[1]"
2711;0.124287843704;0.00194191932678;"[6.5192022]";"[(780, 956)]";"[1]"
2712;0.130202054977;0.00196886062622;"[7.3824115]";"[(758, 941)]";"[1]"
2713;0.151670217514;0.00203394889832;"[6.5192022]";"[(735, 913)]";"[1]"
2714;0.124415874481;0.00201201438904;"[7.3824115]";"[(724, 892)]";"[1]"
2715;0.108677148819;0.00225496292114;"[7.905694]";"[(731, 858)]";"[1]"
2716;0.106771945953;0.00188207626343;"[6.6708322]";"[(742, 832)]";"[1]"
2717;0.106673002243;0.00357890129089;"[6.5192022]";"[(743, 821)]";"[1]"
2718;0.109374046326;0.00218105316162;"[7.6485291, 8.276473]";"[(735, 809), (447, 787)]";"[1, 1]"
2719;0.109982967377;-1;"[]";"[]";"[]"
2720;0.0998809337616;0.00169801712036;"[7.3824115]";"[(736, 780)]";"[1]"
2721;0.093700170517;0.00216889381409;"[7.905694]";"[(741, 765)]";"[1]"
2722;0.118412971497;0.00188112258911;"[6.6708322]";"[(740, 744)]";"[1]"
2723;0.116722822189;0.00187301635742;"[7.1063352]";"[(731, 723)]";"[1]"
2724;0.112632989883;0.00173497200012;"[6.5192022]";"[(720, 702)]";"[1]"
2725;0.121669054031;0.00192093849182;"[6.6708322]";"[(711, 679)]";"[1]"
2726;0.118141889572;0.00135517120361;"[6.3639612]";"[(719, 654)]";"[1]"
2727;0.117673873901;0.002286195755;"[6.6708322, 7.6485291]";"[(735, 631), (442, 615)]";"[1, 1]"
2728;0.0978949069977;0.00174903869629;"[6.6708322]";"[(753, 608)]";"[1]"
2729;0.104079008102;-1;"[]";"[]";"[]"
2730;0.113279104233;0.0018630027771;"[6.5192022]";"[(749, 564)]";"[1]"
2731;0.118978977203;-1;"[]";"[]";"[]"
2732;0.126525878906;-1;"[]";"[]";"[]"
2733;0.135839939117;-1;"[]";"[]";"[]"
2734;0.128893136978;0.00197887420654;"[7.3824115]";"[(733, 486)]";"[1]"
2735;0.104542016983;-1;"[]";"[]";"[]"
2736;0.116682052612;0.00142478942871;"[7.6485291]";"[(422, 450)]";"[1]"
2737;0.115014791489;0.00180101394653;"[6.6708322]";"[(712, 458)]";"[1]"
2738;0.108765125275;0.00174808502197;"[6.6708322]";"[(710, 446)]";"[1]"
2739;0.099760055542;0.00208711624146;"[7.5166483]";"[(711, 430)]";"[1]"
2740;0.12416601181;0.00221300125122;"[7.6485291]";"[(711, 417)]";"[1]"
2741;0.103549003601;0.00239896774292;"[7.5166483]";"[(700, 401)]";"[1]"
2742;0.111509799957;0.00227308273315;"[7.6485291]";"[(679, 365)]";"[1]"
2743;0.118922948837;0.00188207626343;"[6.6708322]";"[(670, 320)]";"[1]"
2744;0.114530086517;0.00182700157166;"[6.9641943]";"[(669, 290)]";"[1]"
2745;0.124332904816;0.00218892097473;"[6.6708322]";"[(664, 263)]";"[1]"
2746;0.146463871002;0.00312185287476;"[6.9641943]";"[(658, 222)]";"[1]"
2747;0.104749917984;0.00259613990784;"[7.5166483]";"[(651, 187)]";"[1]"
2748;0.0976300239563;0.00212502479553;"[7.6485291]";"[(644, 158)]";"[1]"
2749;0.0995151996613;0.00223302841187;"[7.6485291]";"[(647, 139)]";"[1]"
2750;0.151891946793;0.00391602516174;"[7.1063352]";"[(656, 131)]";"[1]"
2751;0.123296976089;0.00184917449951;"[7.6485291, 7.1063352]";"[(665, 136), (340, 101)]";"[1, 1]"
2752;0.114412069321;0.00193309783936;"[6.9641943]";"[(668, 142)]";"[1]"
2753;0.121598005295;0.0014910697937;"[8.5146933, 6.041523]";"[(344, 115), (666, 152)]";"[1, 1]"
2754;0.110556125641;0.00224709510803;"[7.6485291]";"[(668, 149)]";"[1]"
2755;0.122002124786;0.00240302085876;"[7.5166483]";"[(676, 144)]";"[1]"
2756;0.115658044815;0.0022439956665;"[7.905694]";"[(690, 135)]";"[1]"
2757;0.0984869003296;0.00222182273865;"[7.6485291]";"[(710, 118)]";"[1]"
2758;0.104171991348;0.00400304794312;"[7.6485291]";"[(724, 106)]";"[1]"
2759;0.0947859287262;0.00182890892029;"[7.1063352]";"[(730, 93)]";"[1]"
2760;0.117483139038;0.00237798690796;"[7.905694]";"[(729, 80)]";"[1]"
2761;0.0959479808807;0.00243496894836;"[7.7781744]";"[(728, 71)]";"[1]"
2762;0.130802869797;0.00257182121277;"[7.905694]";"[(734, 73)]";"[1]"
2763;0.124701023102;0.00236701965332;"[7.7781744]";"[(742, 87)]";"[1]"
2764;0.120743989944;0.00198101997375;"[7.1063352]";"[(748, 108)]";"[1]"
2765;0.101656198502;0.0022029876709;"[7.6485291]";"[(753, 136)]";"[1]"
2766;0.0973119735718;0.00165605545044;"[6.6708322]";"[(756, 164)]";"[1]"
2767;0.0934278964996;0.00167298316956;"[6.5192022, 6.6708322]";"[(1810, 504), (758, 186)]";"[0, 1]"
2768;0.10941696167;0.00180697441101;"[6.5192022]";"[(762, 201)]";"[1]"
2769;0.097424030304;0.00136804580688;"[6.3639612]";"[(763, 216)]";"[1]"
2770;0.13373708725;0.00200581550598;"[6.6708322]";"[(766, 231)]";"[1]"
2771;0.122390031815;0.0020489692688;"[6.6708322]";"[(760, 237)]";"[1]"
2772;0.118952989578;-1;"[]";"[]";"[]"
2773;0.127104043961;0.00248599052429;"[7.6485291]";"[(745, 219)]";"[1]"
2774;0.102449893951;0.00181007385254;"[7.1063352]";"[(749, 213)]";"[1]"
2775;0.111078977585;0.00225710868835;"[7.5166483]";"[(746, 211)]";"[1]"
2776;0.133100032806;0.00189900398254;"[5.7008772, 6.9641943]";"[(1835, 497), (740, 218)]";"[0, 1]"
2777;0.111516952515;0.00222587585449;"[7.6485291]";"[(742, 227)]";"[1]"
2778;0.127098083496;0.00154805183411;"[6.041523]";"[(755, 237)]";"[1]"
2779;0.12403512001;0.00249886512756;"[7.5166483]";"[(784, 249)]";"[1]"
2780;0.115711927414;0.00243592262268;"[7.7781744]";"[(822, 261)]";"[1]"
2781;0.128078937531;0.00253009796143;"[7.6485291]";"[(856, 273)]";"[1]"
2782;0.0991520881653;0.00177216529846;"[6.5192022]";"[(882, 288)]";"[1]"
2783;0.139260053635;0.00276207923889;"[7.5166483]";"[(903, 312)]";"[1]"
2784;0.102972984314;0.00229692459106;"[8.276473]";"[(926, 327)]";"[1]"
2785;0.107853889465;0.00273513793945;"[6.6708322, 8.5146933]";"[(1823, 380), (955, 340)]";"[0, 1]"
2786;0.113780021667;0.0023341178894;"[7.6485291]";"[(981, 341)]";"[1]"
2787;0.123422861099;-1;"[]";"[]";"[]"
2788;0.110482931137;0.00340008735657;"[7.905694]";"[(1026, 312)]";"[1]"
2789;0.110617160797;0.00257992744446;"[7.905694]";"[(1053, 304)]";"[1]"
2790;0.116897106171;0.00228404998779;"[7.5166483]";"[(1076, 295)]";"[1]"
2791;0.106261014938;0.00221991539001;"[7.6485291]";"[(1098, 287)]";"[1]"
2792;0.097541809082;0.00230383872986;"[7.5166483]";"[(1125, 282)]";"[1]"
2793;0.100281000137;0.00219702720642;"[7.6485291]";"[(1155, 281)]";"[1]"
2794;0.107969999313;0.00272297859192;"[8.5146933]";"[(1184, 284)]";"[1]"
2795;0.109413146973;-1;"[]";"[]";"[]"
2796;0.097706079483;0.00180101394653;"[6.6708322]";"[(1509, 432)]";"[0]"
2797;0.105362892151;0.00300002098083;"[8.5146933]";"[(1248, 316)]";"[1]"
2798;0.120179891586;0.00192904472351;"[6.6708322]";"[(1273, 330)]";"[1]"
2799;0.125241994858;0.00304102897644;"[8.5146933]";"[(1304, 351)]";"[1]"
2800;0.0934879779816;0.00268602371216;"[8.7464275]";"[(1330, 362)]";"[1]"
2801;0.0961480140686;0.00222492218018;"[7.905694]";"[(1354, 369)]";"[1]"
2802;0.138432025909;0.0025851726532;"[7.7781744]";"[(1385, 379)]";"[1]"
2803;0.14160990715;0.00320816040039;"[8.6313381]";"[(1405, 385)]";"[1]"
2804;0.0966758728027;0.00269794464111;"[9.1923885]";"[(1418, 391)]";"[1]"
2805;0.0943739414215;0.00217986106873;"[8.276473]";"[(1433, 393)]";"[1]"
2806;0.093425989151;0.00218987464905;"[7.6485291]";"[(1446, 398)]";"[1]"
2807;0.111945152283;0.00290608406067;"[8.6313381]";"[(1461, 394)]";"[1]"
2808;0.0950081348419;0.00262403488159;"[9.3005381]";"[(1480, 383)]";"[1]"
2809;0.124154090881;0.00286316871643;"[8.8600225]";"[(1500, 370)]";"[1]"
2810;0.110705137253;0.00265502929688;"[8.7464275]";"[(1524, 362)]";"[1]"
2811;0.100576877594;0.00262999534607;"[8.6313381]";"[(1550, 364)]";"[1]"
2812;0.110816955566;0.00285696983337;"[9.1923885]";"[(1576, 374)]";"[1]"
2813;0.0979540348053;0.00218605995178;"[7.7781744]";"[(1597, 381)]";"[1]"
2814;0.10139799118;0.00256395339966;"[5.7008772]";"[(63, 489)]";"[0]"
2815;0.114378929138;0.00279188156128;"[5.7008772, 8.5146933]";"[(91, 491), (1640, 400)]";"[0, 1]"
2816;0.103365182877;0.0026421546936;"[8.8600225]";"[(1664, 405)]";"[1]"
2817;0.115240097046;0.0027060508728;"[5.7008772]";"[(146, 502)]";"[0]"
2818;0.113522052765;0.00192093849182;"[6.6708322]";"[(1721, 396)]";"[1]"
2819;0.102550029755;0.00227999687195;"[7.905694]";"[(1740, 372)]";"[1]"
2820;0.100499868393;0.002681016922;"[9.1923885]";"[(1758, 354)]";"[1]"
2821;0.115355014801;0.00337910652161;"[5.7008772]";"[(211, 461)]";"[0]"
2822;0.0970959663391;0.00322699546814;"[9.5131493]";"[(1752, 335)]";"[1]"
2823;0.108977079391;0.00287318229675;"[5.7008772, 8.6313381, 8.5146933]";"[(178, 447), (1733, 328), (133, 593)]";"[0, 1, 1]"
2824;0.122889041901;0.00294494628906;"[5.7008772]";"[(166, 444)]";"[0]"
2825;0.126044988632;0.00287413597107;"[5.7008772, 8.7464275]";"[(163, 446), (1722, 330)]";"[0, 1]"
2826;0.124585866928;0.0022439956665;"[5.7008772, 7.905694]";"[(159, 446), (1720, 337)]";"[0, 1]"
2827;0.0942730903625;0.00279307365417;"[8.7464275]";"[(1704, 351)]";"[1]"
2828;0.120844841003;0.00347995758057;"[5.7008772, 9.5131493]";"[(118, 438), (1683, 361)]";"[0, 1]"
2829;0.114504098892;0.0033540725708;"[5.7008772, 9.5131493]";"[(84, 429), (1655, 369)]";"[0, 1]"
2830;0.100766897202;0.00264382362366;"[5.7008772]";"[(51, 423)]";"[0]"
2831;0.0992610454559;0.00263786315918;"[5.7008772, 8.7464275]";"[(21, 421), (1605, 390)]";"[0, 1]"
2832;0.100485086441;0.00223898887634;"[7.7781744]";"[(1581, 399)]";"[1]"
2833;0.109561920166;0.002925157547;"[9.3005381]";"[(1547, 407)]";"[1]"
2834;0.104183197021;0.00235605239868;"[7.7781744]";"[(1497, 403)]";"[1]"
2835;0.119840860367;-1;"[]";"[]";"[]"
2836;0.116770982742;-1;"[]";"[]";"[]"
2837;0.106734037399;0.00316715240479;"[8.6313381]";"[(1388, 397)]";"[1]"
2838;0.11862206459;0.00293302536011;"[8.6313381]";"[(1354, 390)]";"[1]"
2839;0.13480591774;0.00183606147766;"[9.1923885, 7.3824115]";"[(1316, 384), (985, 371)]";"[1, 1]"
2840;0.096107006073;0.0025999546051;"[8.6313381]";"[(1286, 374)]";"[1]"
2841;0.105301856995;0.00281500816345;"[8.7464275, 7.905694]";"[(1275, 373), (947, 359)]";"[1, 1]"
2842;0.115884065628;0.00360298156738;"[8.7464275]";"[(1268, 374)]";"[1]"
2843;0.109404802322;-1;"[]";"[]";"[]"
2844;0.100023031235;0.00263285636902;"[9.1923885]";"[(1255, 380)]";"[1]"
2845;0.117166996002;0.0028989315033;"[8.7464275]";"[(1256, 383)]";"[1]"
2846;0.112961053848;0.00398302078247;"[8.7464275]";"[(1261, 388)]";"[1]"
2847;0.102329969406;0.00283718109131;"[8.6313381]";"[(1262, 390)]";"[1]"
2848;0.104661941528;0.00276684761047;"[5.7008772, 8.6313381]";"[(1569, 537), (1253, 385)]";"[0, 1]"
2849;0.10037112236;0.00264501571655;"[8.6313381]";"[(1239, 366)]";"[1]"
2850;0.114477872849;0.00279092788696;"[9.3005381]";"[(1229, 343)]";"[1]"
2851;0.111939907074;0.00273108482361;"[6.6708322, 8.6313381]";"[(1532, 477), (1217, 327)]";"[0, 1]"
2852;0.110105991364;0.00273609161377;"[8.6313381]";"[(1205, 319)]";"[1]"
2853;0.121439933777;0.00419402122498;"[5.7008772, 9.3005381]";"[(1495, 467), (1184, 319)]";"[0, 1]"
2854;0.118017196655;0.0041561126709;"[8.6313381]";"[(1154, 319)]";"[1]"
2855;0.124433994293;0.00231313705444;"[7.905694]";"[(1129, 319)]";"[1]"
2856;0.103883981705;0.00232696533203;"[7.6485291]";"[(1109, 319)]";"[1]"
2857;0.099739074707;0.00220584869385;"[7.7781744]";"[(1095, 323)]";"[1]"
2858;0.123935937881;0.00372290611267;"[8.5146933]";"[(1073, 333)]";"[1]"
2859;0.131829977036;0.0028669834137;"[8.6313381]";"[(1064, 340)]";"[1]"
