frameno;frametime;radious;cir_pos;color
653;0.127137899399;"[6.6708322]";"[(721.5, 207.5)]";"[0]"
654;0.140248060226;"[5.7008772, 6.5192022]";"[(721.5, 205.5), (468.5, 195.5)]";"[0, 0]"
655;0.118921041489;"[6.5192022, 6.5192022, 5.7008772]";"[(720.5, 200.5), (466.5, 192.5), (931.5, 341.5)]";"[0, 0, 0]"
656;0.0922491550446;"[6.6708322, 5.7008772]";"[(466.5, 191.5), (719.5, 201.5)]";"[0, 0]"
657;0.119129180908;"[6.6708322]";"[(466.5, 189.5)]";"[0]"
658;0.0939748287201;"[5.7008772, 5.7008772]";"[(720.5, 197.5), (931.5, 335.5)]";"[0, 0]"
659;0.115679979324;"[6.6708322]";"[(718.5, 193.5)]";"[0]"
660;0.128311157227;"[6.6708322, 7.1063352]";"[(464.5, 180.5), (719.5, 189.5)]";"[0, 0]"
661;0.0972630977631;"[]";"[]";"[]"
662;0.0999341011047;"[6.9641943]";"[(717.5, 183.5)]";"[0]"
663;0.120879888535;"[6.041523]";"[(717.5, 181.5)]";"[0]"
664;0.126490116119;"[5.7008772]";"[(717.5, 176.5)]";"[0]"
665;0.123375892639;"[5.7008772]";"[(717.5, 172.5)]";"[0]"
666;0.125050067902;"[6.041523]";"[(717.5, 169.5)]";"[0]"
667;0.122252941132;"[6.5192022, 5.7008772]";"[(716.5, 163.5), (458.5, 152.5)]";"[0, 0]"
668;0.0993268489838;"[6.6708322, 5.7008772]";"[(460.5, 147.5), (717.5, 159.5)]";"[0, 0]"
669;0.113952875137;"[6.3639612]";"[(714.5, 155.5)]";"[0]"
670;0.117671012878;"[6.6708322]";"[(713.5, 149.5)]";"[0]"
671;0.121398925781;"[6.6708322, 5.7008772]";"[(456.5, 129.5), (713.5, 138.5)]";"[0, 0]"
672;0.118448019028;"[6.6708322, 6.041523]";"[(452.5, 123.5), (713.5, 135.5)]";"[0, 0]"
673;0.0987498760223;"[5.7008772, 6.9641943]";"[(452.5, 119.5), (712.5, 130.5)]";"[0, 0]"
674;0.125955104828;"[6.6708322, 7.3824115]";"[(450.5, 116.5), (711.5, 127.5)]";"[0, 0]"
675;0.128624916077;"[6.6708322]";"[(709.5, 119.5)]";"[0]"
676;0.121934890747;"[7.1063352, 5.7008772]";"[(707.5, 113.5), (448.5, 101.5)]";"[0, 0]"
677;0.121552944183;"[6.5192022, 6.6708322]";"[(705.5, 109.5), (447.5, 97.5)]";"[0, 0]"
678;0.119256973267;"[6.6708322]";"[(704.5, 107.5)]";"[0]"
