frameno;frametime;recpoint;cir_pos;color
1168;0.0517010688782;"[63, 822, 644, 1062]";"[(226, 499)]";"[0]"
1169;0.0468602180481;"[64, 811, 645, 1051]";"[(226, 499)]";"[0]"
1170;0.0568869113922;"[64, 797, 645, 1037]";"[(226, 499)]";"[0]"
1171;0.0531389713287;"[64, 783, 645, 1023]";"[(226, 499)]";"[0]"
1172;0.0422990322113;"[65, 769, 646, 1009]";"[(226, 499)]";"[0]"
1173;0.0441000461578;"[65, 752, 646, 992]";"[(226, 499)]";"[0]"
1174;0.0655801296234;"[65, 734, 646, 974]";"[(226, 499)]";"[0]"
1175;0.0626859664917;"[65, 704, 646, 944]";"[(226, 499)]";"[0]"
1176;0.0644750595093;"[66, 686, 647, 926]";"[(226, 499)]";"[0]"
1177;0.0720920562744;"[66, 668, 647, 908]";"[(226, 499)]";"[0]"
1178;0.0844969749451;"[66, 652, 647, 892]";"[(226, 499)]";"[0]"
1179;0.0565540790558;"[66, 649, 647, 889]";"[(226, 499)]";"[0]"
1180;0.0677919387817;"[67, 647, 648, 887]";"[(226, 499)]";"[0]"
1181;0.0621678829193;"[67, 645, 648, 885]";"[(226, 499)]";"[0]"
1182;0.0610358715057;"[67, 652, 648, 892]";"[(226, 499)]";"[0]"
1183;0.0636458396912;"[67, 659, 648, 899]";"[(226, 499)]";"[0]"
1184;0.0667519569397;"[67, 670, 648, 910]";"[(226, 499)]";"[0]"
1185;0.0528519153595;"[67, 692, 648, 932]";"[(226, 499)]";"[0]"
1186;0.0624840259552;"[68, 711, 649, 951]";"[(226, 499)]";"[0]"
1187;0.0692529678345;"[68, 728, 649, 968]";"[(226, 499)]";"[0]"
1188;0.0657858848572;"[68, 732, 649, 972]";"[(226, 499)]";"[0]"
1189;0.0749509334564;"[68, 736, 649, 976]";"[(226, 499)]";"[0]"
1190;0.0722920894623;"[68, 739, 649, 979]";"[(226, 499)]";"[0]"
1191;0.071298122406;"[68, 737, 649, 977]";"[(226, 499)]";"[0]"
1192;0.0591878890991;"[68, 734, 649, 974]";"[(226, 499)]";"[0]"
1193;0.0474951267242;"[68, 732, 649, 972]";"[(226, 499)]";"[0]"
1194;0.0603249073029;"[69, 726, 650, 966]";"[(226, 499)]";"[0]"
1195;0.0718469619751;"[69, 721, 650, 961]";"[(226, 499)]";"[0]"
1196;0.0737988948822;"[69, 716, 650, 956]";"[(226, 499)]";"[0]"
1197;0.0523080825806;"[69, 710, 650, 950]";"[(226, 499)]";"[0]"
1198;0.053692817688;"[69, 703, 650, 943]";"[(226, 499)]";"[0]"
1199;0.0464081764221;"[69, 699, 650, 939]";"[(226, 499)]";"[0]"
1200;0.0587449073792;"[69, 699, 650, 939]";"[(226, 499)]";"[0]"
1201;0.0515170097351;"[69, 699, 650, 939]";"[(226, 499)]";"[0]"
1202;0.0508110523224;"[69, 698, 650, 938]";"[(226, 499)]";"[0]"
1203;0.0542268753052;"[69, 692, 650, 932]";"[(226, 499)]";"[0]"
1204;0.0596239566803;"[69, 687, 650, 927]";"[(226, 499)]";"[0]"
1205;0.0508449077606;"[70, 684, 651, 924]";"[(226, 499)]";"[0]"
1206;0.0590620040894;"[70, 687, 651, 927]";"[(226, 499)]";"[0]"
1207;0.0673689842224;"[70, 690, 651, 930]";"[(226, 499)]";"[0]"
1208;0.067501783371;"[70, 694, 651, 934]";"[(226, 499)]";"[0]"
1209;0.0628621578217;"[70, 698, 651, 938]";"[(226, 499)]";"[0]"
1210;0.0665948390961;"[70, 702, 651, 942]";"[(226, 499)]";"[0]"
1211;0.0483410358429;"[70, 704, 651, 944]";"[(226, 499)]";"[0]"
1212;0.0542190074921;"[70, 705, 651, 945]";"[(226, 499)]";"[0]"
1213;0.0525739192963;"[70, 705, 651, 945]";"[(226, 499)]";"[0]"
1214;0.0561900138855;"[70, 706, 651, 946]";"[(226, 499)]";"[0]"
1215;0.0478148460388;"[70, 708, 651, 948]";"[(226, 499)]";"[0]"
1216;0.0613789558411;"[70, 710, 651, 950]";"[(226, 499)]";"[0]"
1217;0.0605838298798;"[70, 712, 651, 952]";"[(226, 499)]";"[0]"
1218;0.0444848537445;"[70, 714, 651, 954]";"[(226, 499)]";"[0]"
1219;0.0434391498566;"[70, 717, 651, 957]";"[(226, 499)]";"[0]"
1220;0.0594489574432;"[70, 718, 651, 958]";"[(226, 499)]";"[0]"
1221;0.0582370758057;"[70, 717, 651, 957]";"[(226, 499)]";"[0]"
1222;0.0479998588562;"[70, 715, 651, 955]";"[(226, 499)]";"[0]"
1223;0.0662400722504;"[70, 713, 651, 953]";"[(226, 499)]";"[0]"
1224;0.0652599334717;"[70, 711, 651, 951]";"[(226, 499)]";"[0]"
1225;0.057774066925;"[70, 709, 651, 949]";"[(226, 499)]";"[0]"
1226;0.0552010536194;"[70, 709, 651, 949]";"[(226, 499)]";"[0]"
1227;0.0791909694672;"[70, 712, 651, 952]";"[(226, 499)]";"[0]"
1228;0.0678040981293;"[70, 714, 651, 954]";"[(226, 499)]";"[0]"
1229;0.0462520122528;"[70, 714, 651, 954]";"[(226, 499)]";"[0]"
1230;0.067626953125;"[70, 709, 651, 949]";"[(226, 499)]";"[0]"
1231;0.0714280605316;"[70, 704, 651, 944]";"[(226, 499)]";"[0]"
1232;0.0700581073761;"[70, 700, 651, 940]";"[(226, 499)]";"[0]"
1233;0.0538721084595;"[70, 695, 651, 935]";"[(226, 499)]";"[0]"
1234;0.0558319091797;"[70, 689, 651, 929]";"[(226, 499)]";"[0]"
1235;0.0575129985809;"[70, 690, 651, 930]";"[(226, 499)]";"[0]"
1236;0.0561180114746;"[70, 695, 651, 935]";"[(226, 499)]";"[0]"
1237;0.0545620918274;"[70, 700, 651, 940]";"[(226, 499)]";"[0]"
1238;0.0555920600891;"[70, 703, 651, 943]";"[(226, 499)]";"[0]"
1239;0.0590889453888;"[70, 705, 651, 945]";"[(226, 499)]";"[0]"
1240;0.0573589801788;"[70, 707, 651, 947]";"[(226, 499)]";"[0]"
1241;0.0650570392609;"[70, 699, 651, 939]";"[(226, 499)]";"[0]"
1242;0.0653221607208;"[70, 683, 651, 923]";"[(226, 499)]";"[0]"
1243;0.0585050582886;"[70, 667, 651, 907]";"[(226, 499)]";"[0]"
1244;0.0585210323334;"[70, 658, 651, 898]";"[(226, 499)]";"[0]"
1245;0.0566890239716;"[70, 653, 651, 893]";"[(226, 499)]";"[0]"
1246;0.0585470199585;"[70, 647, 651, 887]";"[(226, 499)]";"[0]"
1247;0.0590419769287;"[70, 653, 651, 893]";"[(226, 499)]";"[0]"
1248;0.0556049346924;"[70, 665, 651, 905]";"[(226, 499)]";"[0]"
1249;0.0637781620026;"[70, 677, 651, 917]";"[(226, 499)]";"[0]"
1250;0.0469360351562;"[70, 683, 651, 923]";"[(226, 499)]";"[0]"
1251;0.063668012619;"[70, 688, 651, 928]";"[(226, 499)]";"[0]"
1252;0.0649819374084;"[70, 693, 651, 933]";"[(226, 499)]";"[0]"
1253;0.0786669254303;"[70, 693, 651, 933]";"[(226, 499)]";"[0]"
1254;0.0829920768738;"[70, 693, 651, 933]";"[(226, 499)]";"[0]"
1255;0.0579650402069;"[70, 692, 651, 932]";"[(226, 499)]";"[0]"
1256;0.0579040050507;"[70, 692, 651, 932]";"[(226, 499)]";"[0]"
1257;0.0537629127502;"[70, 692, 651, 932]";"[(226, 499)]";"[0]"
1258;0.0566248893738;"[70, 692, 651, 932]";"[(226, 499)]";"[0]"
1259;0.0600187778473;"[70, 694, 651, 934]";"[(226, 499)]";"[0]"
1260;0.0472660064697;"[70, 698, 651, 938]";"[(226, 499)]";"[0]"
1261;0.0602009296417;"[70, 702, 651, 942]";"[(226, 499)]";"[0]"
1262;0.0462520122528;"[69, 704, 650, 944]";"[(226, 499)]";"[0]"
1263;0.0594890117645;"[69, 706, 650, 946]";"[(226, 499)]";"[0]"
1264;0.049751996994;"[69, 708, 650, 948]";"[(226, 499)]";"[0]"
1265;0.0615711212158;"[69, 710, 650, 950]";"[(226, 499)]";"[0]"
1266;0.0677349567413;"[69, 713, 650, 953]";"[(226, 499)]";"[0]"
1267;0.0642120838165;"[69, 715, 650, 955]";"[(226, 499)]";"[0]"
1268;0.0615081787109;"[69, 711, 650, 951]";"[(226, 499)]";"[0]"
1269;0.0626509189606;"[69, 705, 650, 945]";"[(226, 499)]";"[0]"
1270;0.0793900489807;"[70, 699, 651, 939]";"[(226, 499)]";"[0]"
1271;0.078378200531;"[70, 701, 651, 941]";"[(226, 499)]";"[0]"
1272;0.075709104538;"[70, 702, 651, 942]";"[(226, 499)]";"[0]"
1273;0.0701699256897;"[70, 704, 651, 944]";"[(226, 499)]";"[0]"
1274;0.054811000824;"[70, 708, 651, 948]";"[(226, 499)]";"[0]"
1275;0.0452558994293;"[70, 713, 651, 953]";"[(226, 499)]";"[0]"
1276;0.0581810474396;"[70, 718, 651, 958]";"[(226, 499)]";"[0]"
1277;0.0457038879395;"[70, 719, 651, 959]";"[(226, 499)]";"[0]"
1278;0.0573439598083;"[70, 719, 651, 959]";"[(226, 499)]";"[0]"
1279;0.0687520503998;"[70, 720, 651, 960]";"[(226, 499)]";"[0]"
1280;0.072890996933;"[70, 715, 651, 955]";"[(226, 499)]";"[0]"
1281;0.0725119113922;"[70, 710, 651, 950]";"[(226, 499)]";"[0]"
1282;0.0637640953064;"[70, 705, 651, 945]";"[(226, 499)]";"[0]"
1283;0.0618560314178;"[70, 701, 651, 941]";"[(226, 499)]";"[0]"
1284;0.0598909854889;"[70, 696, 651, 936]";"[(226, 499)]";"[0]"
1285;0.0469040870667;"[70, 689, 651, 929]";"[(226, 499)]";"[0]"
1286;0.0652050971985;"[70, 683, 651, 923]";"[(226, 499)]";"[0]"
1287;0.0494511127472;"[70, 678, 651, 918]";"[(226, 499)]";"[0]"
1288;0.0479578971863;"[70, 674, 651, 914]";"[(226, 499)]";"[0]"
1289;0.0468661785126;"[70, 669, 651, 909]";"[(226, 499)]";"[0]"
1290;0.063413143158;"[70, 665, 651, 905]";"[(226, 499)]";"[0]"
1291;0.0490660667419;"[70, 661, 651, 901]";"[(226, 499)]";"[0]"
1292;0.0617101192474;"[70, 659, 651, 899]";"[(226, 499)]";"[0]"
1293;0.074334859848;"[70, 656, 651, 896]";"[(226, 499)]";"[0]"
1294;0.0775680541992;"[70, 653, 651, 893]";"[(226, 499)]";"[0]"
1295;0.0831739902496;"[70, 652, 651, 892]";"[(226, 499)]";"[0]"
1296;0.0850610733032;"[70, 650, 651, 890]";"[(226, 499)]";"[0]"
1297;0.0807020664215;"[70, 649, 651, 889]";"[(226, 499)]";"[0]"
1298;0.0800349712372;"[70, 649, 651, 889]";"[(226, 499)]";"[0]"
1299;0.0817458629608;"[70, 648, 651, 888]";"[(226, 499)]";"[0]"
1300;0.0839951038361;"[69, 647, 650, 887]";"[(226, 499)]";"[0]"
1301;0.0522799491882;"[70, 644, 651, 884]";"[(226, 499)]";"[0]"
1302;0.0689520835876;"[70, 641, 651, 881]";"[(226, 499)]";"[0]"
1303;0.067314863205;"[70, 638, 651, 878]";"[(226, 499)]";"[0]"
1304;0.0679421424866;"[70, 634, 651, 874]";"[(226, 499)]";"[0]"
1305;0.0507490634918;"[70, 629, 651, 869]";"[(226, 499)]";"[0]"
1306;0.0618062019348;"[70, 625, 651, 865]";"[(226, 499)]";"[0]"
1307;0.0663511753082;"[70, 620, 651, 860]";"[(226, 499)]";"[0]"
1308;0.0772008895874;"[70, 614, 651, 854]";"[(226, 499)]";"[0]"
1309;0.0724058151245;"[70, 609, 651, 849]";"[(226, 499)]";"[0]"
1310;0.0509080886841;"[70, 599, 651, 839]";"[(226, 499)]";"[0]"
1311;0.065080165863;"[70, 590, 651, 830]";"[(226, 499)]";"[0]"
1312;0.0735831260681;"[70, 580, 651, 820]";"[(226, 499)]";"[0]"
1313;0.0760109424591;"[70, 582, 651, 822]";"[(226, 499)]";"[0]"
1314;0.0817039012909;"[70, 583, 651, 823]";"[(226, 499)]";"[0]"
1315;0.0740599632263;"[70, 592, 651, 832]";"[(226, 499)]";"[0]"
1316;0.0511479377747;"[70, 604, 651, 844]";"[(226, 499)]";"[0]"
1317;0.0630989074707;"[70, 616, 651, 856]";"[(226, 499)]";"[0]"
1318;0.0643789768219;"[70, 621, 651, 861]";"[(226, 499)]";"[0]"
1319;0.0671720504761;"[70, 621, 651, 861]";"[(226, 499)]";"[0]"
1320;0.0637559890747;"[70, 620, 651, 860]";"[(226, 499)]";"[0]"
1321;0.0584869384766;"[70, 622, 651, 862]";"[(226, 499)]";"[0]"
1322;0.0619819164276;"[70, 627, 651, 867]";"[(226, 499)]";"[0]"
1323;0.0564658641815;"[70, 632, 651, 872]";"[(226, 499)]";"[0]"
1324;0.0598409175873;"[70, 638, 651, 878]";"[(226, 499)]";"[0]"
1325;0.0527219772339;"[70, 639, 651, 879]";"[(226, 499)]";"[0]"
1326;0.0523200035095;"[70, 640, 651, 880]";"[(226, 499)]";"[0]"
1327;0.0689809322357;"[70, 638, 651, 878]";"[(226, 499)]";"[0]"
1328;0.0498418807983;"[70, 633, 651, 873]";"[(226, 499)]";"[0]"
1329;0.0684359073639;"[70, 629, 651, 869]";"[(226, 499)]";"[0]"
1330;0.0490670204163;"[70, 625, 651, 865]";"[(226, 499)]";"[0]"
1331;0.0481519699097;"[70, 623, 651, 863]";"[(226, 499)]";"[0]"
1332;0.0622549057007;"[70, 622, 651, 862]";"[(226, 499)]";"[0]"
1333;0.0569739341736;"[70, 624, 651, 864]";"[(226, 499)]";"[0]"
1334;0.0576021671295;"[70, 629, 651, 869]";"[(226, 499)]";"[0]"
1335;0.0556619167328;"[69, 634, 650, 874]";"[(226, 499)]";"[0]"
1336;0.0567622184753;"[69, 657, 650, 897]";"[(226, 499)]";"[0]"
1337;0.056834936142;"[69, 677, 650, 917]";"[(226, 499)]";"[0]"
1338;0.0468289852142;"[69, 696, 650, 936]";"[(226, 499)]";"[0]"
1339;0.0582489967346;"[69, 705, 650, 945]";"[(226, 499)]";"[0]"
1340;0.0677781105042;"[69, 705, 650, 945]";"[(226, 499)]";"[0]"
1341;0.0644521713257;"[69, 706, 650, 946]";"[(226, 499)]";"[0]"
1342;0.0476181507111;"[69, 710, 650, 950]";"[(226, 499)]";"[0]"
1343;0.0548408031464;"[69, 721, 650, 961]";"[(226, 499)]";"[0]"
1344;0.0609929561615;"[69, 732, 650, 972]";"[(226, 499)]";"[0]"
1345;0.0424859523773;"[69, 745, 650, 985]";"[(226, 499)]";"[0]"
1346;0.0450668334961;"[69, 747, 650, 987]";"[(226, 499)]";"[0]"
1347;0.0574679374695;"[69, 749, 650, 989]";"[(226, 499)]";"[0]"
1348;0.0639688968658;"[69, 750, 650, 990]";"[(226, 499)]";"[0]"
1349;0.0695450305939;"[69, 747, 650, 987]";"[(226, 499)]";"[0]"
1350;0.0694048404694;"[69, 743, 650, 983]";"[(226, 499)]";"[0]"
1351;0.0774459838867;"[69, 730, 650, 970]";"[(226, 499)]";"[0]"
1352;0.0473458766937;"[69, 720, 650, 960]";"[(226, 499)]";"[0]"
1353;0.0612609386444;"[69, 710, 650, 950]";"[(226, 499)]";"[0]"
1354;0.0543820858002;"[69, 707, 650, 947]";"[(226, 499)]";"[0]"
1355;0.0572049617767;"[69, 706, 650, 946]";"[(226, 499)]";"[0]"
1356;0.0556211471558;"[69, 705, 650, 945]";"[(226, 499)]";"[0]"
1357;0.0646917819977;"[69, 708, 650, 948]";"[(226, 499)]";"[0]"
1358;0.0491609573364;"[69, 715, 650, 955]";"[(226, 499)]";"[0]"
1359;0.0513091087341;"[69, 722, 650, 962]";"[(226, 499)]";"[0]"
1360;0.0425879955292;"[69, 725, 650, 965]";"[(226, 499)]";"[0]"
1361;0.0552151203156;"[69, 728, 650, 968]";"[(226, 499)]";"[0]"
1362;0.0672338008881;"[69, 731, 650, 971]";"[(226, 499)]";"[0]"
1363;0.0705981254578;"[69, 737, 650, 977]";"[(226, 499)]";"[0]"
1364;0.0559039115906;"[69, 744, 650, 984]";"[(226, 499)]";"[0]"
1365;0.0525770187378;"[69, 752, 650, 992]";"[(226, 499)]";"[0]"
1366;0.0491440296173;"[69, 752, 650, 992]";"[(226, 499)]";"[0]"
1367;0.0689089298248;"[69, 751, 650, 991]";"[(226, 499)]";"[0]"
1368;0.0601010322571;"[69, 750, 650, 990]";"[(226, 499)]";"[0]"
1369;0.0623800754547;"[69, 755, 650, 995]";"[(226, 499)]";"[0]"
1370;0.0603320598602;"[69, 761, 650, 1001]";"[(226, 499)]";"[0]"
1371;0.0695509910583;"[69, 767, 650, 1007]";"[(226, 499)]";"[0]"
1372;0.0493609905243;"[69, 765, 650, 1005]";"[(226, 499)]";"[0]"
1373;0.0408098697662;"[69, 763, 650, 1003]";"[(226, 499)]";"[0]"
1374;0.0418388843536;"[69, 761, 650, 1001]";"[(226, 499)]";"[0]"
1375;0.0613539218903;"[69, 756, 650, 996]";"[(226, 499)]";"[0]"
1376;0.0496411323547;"[69, 752, 650, 992]";"[(226, 499)]";"[0]"
1377;0.0504631996155;"[69, 747, 650, 987]";"[(226, 499)]";"[0]"
1378;0.0529999732971;"[69, 741, 650, 981]";"[(226, 499)]";"[0]"
1379;0.0483720302582;"[69, 741, 650, 981]";"[(226, 499)]";"[0]"
1380;0.0670619010925;"[69, 741, 650, 981]";"[(226, 499)]";"[0]"
1381;0.0439748764038;"[69, 745, 650, 985]";"[(226, 499)]";"[0]"
1382;0.0534930229187;"[69, 748, 650, 988]";"[(226, 499)]";"[0]"
1383;0.0605549812317;"[69, 751, 650, 991]";"[(226, 499)]";"[0]"
1384;0.0605552196503;"[69, 754, 650, 994]";"[(226, 499)]";"[0]"
1385;0.0645160675049;"[69, 756, 650, 996]";"[(226, 499)]";"[0]"
1386;0.0499730110168;"[69, 759, 650, 999]";"[(226, 499)]";"[0]"
1387;0.0631589889526;"[69, 762, 650, 1002]";"[(226, 499)]";"[0]"
1388;0.057275056839;"[69, 765, 650, 1005]";"[(226, 499)]";"[0]"
1389;0.0508131980896;"[69, 768, 650, 1008]";"[(226, 499)]";"[0]"
1390;0.0596740245819;"[69, 773, 650, 1013]";"[(226, 499)]";"[0]"
1391;0.0672829151154;"[69, 778, 650, 1018]";"[(226, 499)]";"[0]"
1392;0.049800157547;"[69, 785, 650, 1025]";"[(226, 499)]";"[0]"
1393;0.0520179271698;"[69, 782, 650, 1022]";"[(226, 499)]";"[0]"
1394;0.0506098270416;"[69, 780, 650, 1020]";"[(226, 499)]";"[0]"
1395;0.0426540374756;"[69, 778, 650, 1018]";"[(226, 499)]";"[0]"
1396;0.0419180393219;"[69, 780, 650, 1020]";"[(226, 499)]";"[0]"
1397;0.0523679256439;"[69, 781, 650, 1021]";"[(226, 499)]";"[0]"
1398;0.0397338867188;"[69, 788, 650, 1028]";"[(226, 499)]";"[0]"
1399;0.0563721656799;"[69, 793, 650, 1033]";"[(226, 499)]";"[0]"
1400;0.0617909431458;"[69, 799, 650, 1039]";"[(226, 499)]";"[0]"
1401;0.0380868911743;"[69, 803, 650, 1043]";"[(226, 499)]";"[0]"
1402;0.0555229187012;"[69, 802, 650, 1042]";"[(226, 499)]";"[0]"
1403;0.0629160404205;"[69, 802, 650, 1042]";"[(226, 499)]";"[0]"
1404;0.0670709609985;"[69, 802, 650, 1042]";"[(226, 499)]";"[0]"
1405;0.0687379837036;"[69, 803, 650, 1043]";"[(226, 499)]";"[0]"
1406;0.0668339729309;"[69, 805, 650, 1045]";"[(226, 499)]";"[0]"
1407;0.0692319869995;"[69, 806, 650, 1046]";"[(226, 499)]";"[0]"
1408;0.0673351287842;"[69, 809, 650, 1049]";"[(226, 499)]";"[0]"
1409;0.0591330528259;"[69, 812, 650, 1052]";"[(226, 499)]";"[0]"
1410;0.058837890625;"[69, 816, 650, 1056]";"[(226, 499)]";"[0]"
1411;0.0408728122711;"[69, 817, 650, 1057]";"[(226, 499)]";"[0]"
1412;0.0477700233459;"[69, 819, 650, 1059]";"[(226, 499)]";"[0]"
1413;0.0529510974884;"[69, 820, 650, 1060]";"[(226, 499)]";"[0]"
1414;0.0527341365814;"[69, 825, 650, 1065]";"[(226, 499)]";"[0]"
1415;0.0489971637726;"[69, 829, 650, 1069]";"[(226, 499)]";"[0]"
1416;0.0533649921417;"[69, 832, 650, 1072]";"[(226, 499)]";"[0]"
1417;0.0394279956818;"[69, 835, 650, 1075]";"[(226, 499)]";"[0]"
1418;0.0510940551758;"[69, 837, 650, 1077]";"[(226, 499)]";"[0]"
1419;0.0548219680786;"[69, 838, 650, 1078]";"[(226, 499)]";"[0]"
1420;0.0597729682922;"[69, 835, 650, 1075]";"[(226, 499)]";"[0]"
1421;0.040552854538;"[69, 833, 650, 1073]";"[(226, 499)]";"[0]"
1422;0.0533390045166;"[69, 830, 650, 1070]";"[(226, 499)]";"[0]"
1423;0.0437648296356;"[69, 824, 650, 1064]";"[(226, 499)]";"[0]"
1424;0.042699098587;"[69, 818, 650, 1058]";"[(226, 499)]";"[0]"
1425;0.0562160015106;"[69, 815, 650, 1055]";"[(226, 499)]";"[0]"
1426;0.0632448196411;"[69, 813, 650, 1053]";"[(226, 499)]";"[0]"
1427;0.0583529472351;"[69, 811, 650, 1051]";"[(226, 499)]";"[0]"
1428;0.060436964035;"[69, 808, 650, 1048]";"[(226, 499)]";"[0]"
1429;0.0618331432343;"[69, 802, 650, 1042]";"[(226, 499)]";"[0]"
1430;0.0641529560089;"[69, 797, 650, 1037]";"[(226, 499)]";"[0]"
1431;0.0442700386047;"[69, 796, 650, 1036]";"[(226, 499)]";"[0]"
1432;0.0592799186707;"[69, 802, 650, 1042]";"[(226, 499)]";"[0]"
1433;0.063148021698;"[69, 808, 650, 1048]";"[(226, 499)]";"[0]"
1434;0.0666348934174;"[69, 813, 650, 1053]";"[(226, 499)]";"[0]"
1435;0.0602700710297;"[69, 818, 650, 1058]";"[(226, 499)]";"[0]"
1436;0.0664200782776;"[69, 823, 650, 1063]";"[(226, 499)]";"[0]"
1437;0.0614850521088;"[69, 827, 650, 1067]";"[(226, 499)]";"[0]"
1438;0.0660760402679;"[69, 834, 650, 1074]";"[(226, 499)]";"[0]"
1439;0.0647928714752;"[69, 840, 650, 1080]";"[(226, 499)]";"[0]"
1440;0.0608098506927;"[69, 845, 650, 1080]";"[(226, 499)]";"[0]"
1441;0.045511007309;"[69, 854, 650, 1080]";"[(226, 499)]";"[0]"
1442;0.049831867218;"[69, 863, 650, 1080]";"[(226, 499)]";"[0]"
1443;0.0487928390503;"[69, 864, 650, 1080]";"[(226, 499)]";"[0]"
1444;0.0527470111847;"[69, 860, 650, 1080]";"[(226, 499)]";"[0]"
1445;0.0543310642242;"[69, 856, 650, 1080]";"[(226, 499)]";"[0]"
1446;0.055999994278;"[69, 852, 650, 1080]";"[(226, 499)]";"[0]"
1447;0.0397169589996;"[70, 845, 651, 1080]";"[(226, 499)]";"[0]"
1448;0.0490248203278;"[70, 838, 651, 1078]";"[(226, 499)]";"[0]"
1449;0.0579731464386;"[70, 829, 651, 1069]";"[(226, 499)]";"[0]"
1450;0.056079864502;"[70, 815, 651, 1055]";"[(226, 499)]";"[0]"
1451;0.0559258460999;"[70, 802, 651, 1042]";"[(226, 499)]";"[0]"
1452;0.0550601482391;"[70, 795, 651, 1035]";"[(226, 499)]";"[0]"
1453;0.0411269664764;"[70, 785, 651, 1025]";"[(226, 499)]";"[0]"
1454;0.0528118610382;"[70, 774, 651, 1014]";"[(226, 499)]";"[0]"
1455;0.0638680458069;"[70, 767, 651, 1007]";"[(226, 499)]";"[0]"
1456;0.0705268383026;"[70, 754, 651, 994]";"[(226, 499)]";"[0]"
1457;0.0709598064423;"[70, 742, 651, 982]";"[(226, 499)]";"[0]"
1458;0.0694999694824;"[70, 733, 651, 973]";"[(226, 499)]";"[0]"
1459;0.0604870319366;"[70, 722, 651, 962]";"[(226, 499)]";"[0]"
1460;0.0608448982239;"[70, 712, 651, 952]";"[(226, 499)]";"[0]"
1461;0.0724020004272;"[70, 709, 651, 949]";"[(226, 499)]";"[0]"
1462;0.056538105011;"[70, 705, 651, 945]";"[(226, 499)]";"[0]"
1463;0.0663681030273;"[70, 702, 651, 942]";"[(226, 499)]";"[0]"
1464;0.0587391853333;"[70, 700, 651, 940]";"[(226, 499)]";"[0]"
1465;0.0468368530273;"[70, 697, 651, 937]";"[(226, 499)]";"[0]"
1466;0.0615808963776;"[70, 695, 651, 935]";"[(226, 499)]";"[0]"
1467;0.0636239051819;"[70, 694, 651, 934]";"[(226, 499)]";"[0]"
1468;0.0624439716339;"[70, 694, 651, 934]";"[(226, 499)]";"[0]"
1469;0.0516428947449;"[70, 693, 651, 933]";"[(226, 499)]";"[0]"
1470;0.0458250045776;"[70, 694, 651, 934]";"[(226, 499)]";"[0]"
1471;0.0699150562286;"[70, 694, 651, 934]";"[(226, 499)]";"[0]"
1472;0.0317928791046;"[70, 695, 651, 935]";"[(723, 609)]";"[0]"
1473;0.0328950881958;"[202, 0, 798, 240]";"[(801, 266)]";"[0]"
1474;0.0877301692963;"[177, 149, 797, 389]";"[(801, 266)]";"[0]"
1475;0.0162658691406;"[175, 152, 795, 392]";"[(587, 237)]";"[0]"
1476;0.0469689369202;"[176, 146, 796, 386]";"[(812, 267)]";"[0]"
1477;0.0462851524353;"[217, 147, 800, 387]";"[(812, 266)]";"[0]"
1478;0.0502607822418;"[176, 146, 800, 386]";"[(817, 265)]";"[0]"
1479;0.0422639846802;"[222, 153, 800, 393]";"[(817, 265)]";"[0]"
1480;0.0428459644318;"[176, 152, 800, 392]";"[(817, 265)]";"[0]"
1481;0.0289440155029;"[222, 151, 800, 391]";"[(820, 263)]";"[0]"
1482;0.0415821075439;"[179, 148, 800, 388]";"[(819, 262)]";"[0]"
1483;0.0878019332886;"[221, 149, 800, 389]";"[(819, 262)]";"[0]"
1484;0.0254690647125;"[221, 154, 800, 394]";"[(817, 259)]";"[0]"
1485;0.0684199333191;"[177, 138, 800, 378]";"[(817, 259)]";"[0]"
1486;0.0479471683502;"[177, 141, 800, 381]";"[(816, 256)]";"[0]"
1487;0.0470910072327;"[220, 139, 800, 379]";"[(816, 254)]";"[0]"
1488;0.0421879291534;"[177, 134, 800, 374]";"[(815, 252)]";"[0]"
1489;0.0468530654907;"[219, 132, 800, 372]";"[(815, 251)]";"[0]"
1490;0.0476310253143;"[177, 131, 800, 371]";"[(816, 251)]";"[0]"
1491;0.0305449962616;"[219, 131, 799, 371]";"[(818, 251)]";"[0]"
1492;0.026741027832;"[179, 131, 799, 371]";"[(816, 250)]";"[0]"
1493;0.0372569561005;"[217, 130, 799, 370]";"[(814, 251)]";"[0]"
1494;0.0482912063599;"[177, 131, 799, 371]";"[(815, 253)]";"[0]"
1495;0.030385017395;"[218, 133, 799, 373]";"[(816, 253)]";"[0]"
1496;0.0134260654449;"[178, 133, 799, 373]";"[(591, 223)]";"[0]"
1497;0.0275719165802;"[177, 132, 798, 372]";"[(813, 255)]";"[0]"
1498;0.0598709583282;"[215, 135, 798, 375]";"[(813, 255)]";"[0]"
1499;0.0121569633484;"[215, 134, 798, 374]";"[(585, 226)]";"[0]"
1500;0.0869679450989;"[215, 134, 798, 374]";"[(585, 226)]";"[0]"
1501;0.0321547985077;"[215, 134, 798, 374]";"[(807, 257)]";"[0]"
1502;0.0404281616211;"[173, 138, 800, 378]";"[(805, 257)]";"[0]"
1503;0.0446891784668;"[212, 143, 799, 383]";"[(801, 257)]";"[0]"
1504;0.0123898983002;"[169, 143, 799, 383]";"[(571, 227)]";"[0]"
1505;0.0801858901978;"[169, 148, 799, 388]";"[(571, 227)]";"[0]"
1506;0.0268840789795;"[167, 154, 797, 394]";"[(796, 259)]";"[0]"
