frameno;frametime;recpoint;cir_pos;color
0;0.143115997314;"[]";"[(629, 279)]";"[0]"
1;0.0115051269531;"[110, 160, 800, 400]";"[(629, 281), (371, 265)]";"[0, 0]"
2;0.0092990398407;"[109, 189, 799, 429]";"[(629, 281)]";"[0]"
3;0.0868020057678;"[108, 223, 798, 463]";"[(629, 281)]";"[0]"
4;0.0177781581879;"[108, 258, 798, 498]";"[(623, 282)]";"[0]"
5;0.0397889614105;"[108, 271, 798, 511]";"[(364, 265)]";"[0]"
6;0.00945687294006;"[50, 35, 800, 275]";"[(364, 264)]";"[0]"
7;0.0360939502716;"[50, 43, 800, 283]";"[(624, 280)]";"[0]"
8;0.0176379680634;"[105, 160, 800, 400]";"[(361, 264)]";"[0]"
9;0.0186281204224;"[105, 160, 800, 400]";"[(622, 283), (359, 265)]";"[0, 0]"
10;0.0214450359344;"[105, 160, 800, 400]";"[(362, 265)]";"[0]"
11;0.0177099704742;"[105, 160, 800, 400]";"[(622, 279)]";"[0]"
12;0.0172848701477;"[105, 160, 800, 400]";"[(622, 277)]";"[0]"
13;0.0174980163574;"[105, 160, 800, 400]";"[(621, 275)]";"[0]"
14;0.021812915802;"[105, 160, 800, 400]";"[(620, 273), (361, 255)]";"[0, 0]"
15;0.101022005081;"[105, 160, 800, 400]";"[(620, 273), (361, 255)]";"[0, 0]"
16;0.102132081985;"[105, 160, 800, 400]";"[(620, 273), (361, 255)]";"[0, 0]"
17;0.0207350254059;"[105, 160, 800, 400]";"[(622, 270), (359, 253)]";"[0, 0]"
18;0.0998551845551;"[105, 160, 800, 400]";"[(622, 270), (359, 253)]";"[0, 0]"
19;0.0219948291779;"[105, 160, 800, 400]";"[(362, 255)]";"[0]"
20;0.0124180316925;"[105, 159, 800, 399]";"[(622, 276)]";"[0]"
21;0.018602848053;"[105, 159, 800, 399]";"[(619, 277)]";"[0]"
22;0.0136268138885;"[105, 159, 800, 399]";"[(360, 264)]";"[0]"
23;0.0191009044647;"[105, 160, 800, 400]";"[(360, 267), (620, 285)]";"[0, 0]"
24;0.0175271034241;"[105, 160, 800, 400]";"[(357, 267)]";"[0]"
25;0.0227799415588;"[105, 175, 800, 415]";"[(620, 288), (358, 269)]";"[0, 0]"
26;0.0118930339813;"[105, 178, 800, 418]";"[(617, 291)]";"[0]"
27;0.0129458904266;"[105, 174, 800, 414]";"[(614, 287), (352, 268)]";"[0, 0]"
28;0.0168080329895;"[105, 171, 800, 411]";"[(346, 263), (610, 283)]";"[0, 0]"
29;0.0195949077606;"[105, 177, 800, 417]";"[(605, 281), (341, 259)]";"[0, 0]"
30;0.0186438560486;"[104, 182, 799, 422]";"[(341, 258)]";"[0]"
31;0.100822925568;"[104, 185, 799, 425]";"[(341, 258)]";"[0]"
32;0.0172231197357;"[104, 173, 799, 413]";"[(609, 280)]";"[0]"
33;0.0229239463806;"[104, 160, 799, 400]";"[(611, 279), (350, 259)]";"[0, 0]"
34;0.0138149261475;"[104, 160, 799, 400]";"[(355, 267)]";"[0]"
35;0.0114939212799;"[104, 159, 799, 399]";"[(355, 272)]";"[0]"
36;0.00899291038513;"[104, 158, 799, 398]";"[(621, 297)]";"[0]"
37;0.0155057907104;"[104, 157, 799, 397]";"[(366, 289)]";"[0]"
38;0.0182998180389;"[104, 158, 799, 398]";"[(631, 310)]";"[0]"
39;0.0228188037872;"[104, 158, 799, 398]";"[(380, 302)]";"[0]"
40;0.0138230323792;"[104, 159, 799, 399]";"[(386, 311), (645, 327)]";"[0, 0]"
41;0.0101289749146;"[103, 160, 798, 400]";"[(646, 328)]";"[0]"
42;0.00905203819275;"[103, 172, 798, 412]";"[(644, 329)]";"[0]"
43;0.0156149864197;"[102, 187, 797, 427]";"[(640, 330), (384, 315)]";"[0, 0]"
44;0.0162401199341;"[102, 216, 797, 456]";"[(629, 307)]";"[0]"
45;0.0217909812927;"[102, 245, 797, 485]";"[(374, 286)]";"[0]"
46;0.0214059352875;"[101, 260, 796, 500]";"[(638, 297), (379, 280)]";"[0, 0]"
47;0.0198268890381;"[100, 265, 795, 505]";"[(641, 291)]";"[0]"
48;0.0194501876831;"[99, 270, 794, 510]";"[(643, 291)]";"[0]"
49;0.0232059955597;"[97, 252, 792, 492]";"[(639, 289), (377, 270)]";"[0, 0]"
50;0.0198631286621;"[96, 239, 791, 479]";"[(633, 287), (375, 267)]";"[0, 0]"
51;0.0204610824585;"[96, 225, 791, 465]";"[(364, 264)]";"[0]"
52;0.0219261646271;"[96, 221, 791, 461]";"[(621, 281), (358, 261)]";"[0, 0]"
53;0.0214910507202;"[97, 228, 792, 468]";"[(617, 279), (354, 258)]";"[0, 0]"
54;0.0182740688324;"[99, 235, 794, 475]";"[(616, 280)]";"[0]"
55;0.0216751098633;"[99, 244, 794, 484]";"[(623, 285), (364, 263)]";"[0, 0]"
56;0.109292984009;"[100, 269, 795, 509]";"[(623, 285), (364, 263)]";"[0, 0]"
57;0.0646421909332;"[100, 294, 795, 534]";"[(364, 270)]";"[0]"
58;0.0179769992828;"[50, 40, 800, 280]";"[(366, 267)]";"[0]"
59;0.0814940929413;"[50, 144, 800, 384]";"[(366, 267)]";"[0]"
60;0.0479590892792;"[50, 266, 800, 506]";"[(376, 266)]";"[0]"
61;0.0123658180237;"[50, 163, 800, 403]";"[(639, 287)]";"[0]"
62;0.0241010189056;"[50, 190, 800, 430]";"[(643, 285), (386, 267)]";"[0, 0]"
63;0.0145950317383;"[50, 217, 800, 457]";"[(647, 287), (389, 267)]";"[0, 0]"
64;0.0215818881989;"[50, 236, 800, 476]";"[(388, 265), (649, 285)]";"[0, 0]"
65;0.100120067596;"[50, 174, 800, 414]";"[(388, 265), (649, 285)]";"[0, 0]"
66;0.0197269916534;"[49, 113, 799, 353]";"[(377, 258), (635, 281)]";"[0, 0]"
67;0.0179162025452;"[48, 30, 798, 270]";"[(370, 257)]";"[0]"
68;0.0131011009216;"[49, 30, 799, 270]";"[(364, 255)]";"[0]"
69;0.0162889957428;"[50, 29, 800, 269]";"[(359, 253)]";"[0]"
70;0.0418348312378;"[50, 29, 800, 269]";"[(621, 279)]";"[0]"
71;0.058700799942;"[102, 159, 800, 399]";"[(829, 427)]";"[0]"
72;0.0944149494171;"[308, 297, 800, 537]";"[(829, 427)]";"[0]"
73;0.04856300354;"[308, 295, 800, 535]";"[(364, 260)]";"[0]"
74;0.0447781085968;"[46, 0, 673, 240]";"[(364, 260)]";"[0]"
75;0.0350849628448;"[43, 0, 670, 240]";"[(625, 289), (366, 267)]";"[0, 0]"
76;0.0113968849182;"[245, 147, 744, 409]";"[(623, 294), (364, 272)]";"[0, 0]"
77;0.0143802165985;"[244, 147, 743, 409]";"[(363, 275)]";"[0]"
78;0.0154249668121;"[243, 147, 742, 409]";"[(624, 297)]";"[0]"
79;0.0157520771027;"[244, 151, 743, 413]";"[(624, 299)]";"[0]"
80;0.0916430950165;"[245, 166, 744, 428]";"[(624, 299)]";"[0]"
81;0.0172898769379;"[246, 182, 745, 444]";"[(624, 297)]";"[0]"
82;0.0182690620422;"[246, 181, 745, 443]";"[(360, 275)]";"[0]"
83;0.0198409557343;"[247, 171, 746, 433]";"[(624, 298), (363, 276)]";"[0, 0]"
84;0.0196051597595;"[247, 161, 746, 423]";"[(623, 299), (364, 277)]";"[0, 0]"
85;0.0963170528412;"[247, 160, 746, 422]";"[(623, 299), (364, 277)]";"[0, 0]"
86;0.0179431438446;"[247, 163, 746, 425]";"[(627, 297), (366, 277)]";"[0, 0]"
87;0.0181150436401;"[247, 167, 746, 429]";"[(368, 277)]";"[0]"
88;0.0112071037292;"[247, 163, 746, 425]";"[(627, 299)]";"[0]"
89;0.0154941082001;"[247, 157, 746, 419]";"[(630, 302)]";"[0]"
90;0.0156030654907;"[247, 151, 746, 413]";"[(631, 309)]";"[0]"
91;0.0186009407043;"[247, 151, 746, 413]";"[(377, 295)]";"[0]"
92;0.0937449932098;"[247, 150, 746, 412]";"[(377, 295)]";"[0]"
93;0.0184891223907;"[245, 150, 744, 412]";"[(382, 300)]";"[0]"
94;0.0195689201355;"[244, 149, 743, 411]";"[(642, 322), (384, 303)]";"[0, 0]"
95;0.091068983078;"[244, 158, 743, 420]";"[(642, 322), (384, 303)]";"[0, 0]"
96;0.090500831604;"[244, 167, 743, 429]";"[(642, 322), (384, 303)]";"[0, 0]"
97;0.0168161392212;"[245, 192, 744, 454]";"[(384, 289)]";"[0]"
98;0.111219882965;"[245, 221, 744, 483]";"[(384, 289)]";"[0]"
99;0.019867181778;"[245, 250, 744, 512]";"[(635, 305), (378, 286)]";"[0, 0]"
100;0.0464589595795;"[245, 282, 744, 544]";"[(374, 282)]";"[0]"
101;0.0133781433105;"[49, 81, 749, 321]";"[(631, 299), (370, 278)]";"[0, 0]"
102;0.0180468559265;"[49, 128, 749, 368]";"[(371, 281)]";"[0]"
103;0.0185720920563;"[49, 125, 749, 365]";"[(626, 304)]";"[0]"
104;0.093602180481;"[49, 120, 749, 360]";"[(626, 304)]";"[0]"
105;0.0226738452911;"[49, 116, 749, 356]";"[(621, 306), (362, 286)]";"[0, 0]"
106;0.0147199630737;"[49, 118, 749, 358]";"[(358, 286)]";"[0]"
107;0.0123951435089;"[49, 120, 749, 360]";"[(617, 307), (358, 286)]";"[0, 0]"
108;0.0107429027557;"[49, 122, 749, 362]";"[(617, 310), (358, 288)]";"[0, 0]"
109;0.0570051670074;"[50, 119, 750, 359]";"[(617, 310), (358, 288)]";"[0, 0]"
110;0.0137529373169;"[50, 117, 750, 357]";"[(618, 312)]";"[0]"
111;0.094094991684;"[50, 114, 750, 354]";"[(618, 312)]";"[0]"
112;0.0215420722961;"[50, 145, 750, 385]";"[(619, 316), (358, 296)]";"[0, 0]"
113;0.0875699520111;"[50, 178, 750, 418]";"[(619, 316), (358, 296)]";"[0, 0]"
114;0.0203537940979;"[50, 205, 750, 445]";"[(617, 318), (358, 297)]";"[0, 0]"
115;0.0220801830292;"[50, 271, 750, 511]";"[(616, 317), (355, 297)]";"[0, 0]"
116;0.0559380054474;"[50, 342, 750, 582]";"[(355, 296)]";"[0]"
117;0.0194289684296;"[50, 62, 800, 302]";"[(356, 293)]";"[0]"
118;0.050304889679;"[50, 54, 800, 294]";"[(354, 290)]";"[0]"
119;0.101855993271;"[50, 170, 800, 410]";"[(354, 290)]";"[0]"
120;0.0211570262909;"[50, 170, 800, 410]";"[(608, 303)]";"[0]"
121;0.0192091464996;"[50, 168, 800, 408]";"[(605, 301)]";"[0]"
122;0.0212490558624;"[49, 166, 799, 406]";"[(606, 300), (343, 277)]";"[0, 0]"
123;0.102785110474;"[48, 164, 798, 404]";"[(606, 300), (343, 277)]";"[0, 0]"
124;0.0218291282654;"[47, 163, 797, 403]";"[(626, 304), (366, 284)]";"[0, 0]"
125;0.0193898677826;"[46, 162, 796, 402]";"[(380, 292)]";"[0]"
126;0.0199069976807;"[45, 163, 795, 403]";"[(641, 313)]";"[0]"
127;0.0233719348907;"[44, 164, 794, 404]";"[(642, 316), (384, 297)]";"[0, 0]"
128;0.0226969718933;"[43, 164, 793, 404]";"[(377, 296)]";"[0]"
129;0.022234916687;"[42, 166, 792, 406]";"[(376, 294)]";"[0]"
130;0.0199449062347;"[41, 166, 791, 406]";"[(634, 310)]";"[0]"
131;0.102906942368;"[40, 166, 790, 406]";"[(634, 310)]";"[0]"
132;0.01775598526;"[40, 167, 790, 407]";"[(632, 305)]";"[0]"
133;0.0225100517273;"[40, 167, 790, 407]";"[(368, 279)]";"[0]"
134;0.0233020782471;"[40, 168, 790, 408]";"[(628, 300), (370, 278)]";"[0, 0]"
135;0.015487909317;"[40, 169, 790, 409]";"[(374, 277)]";"[0]"
136;0.0111019611359;"[40, 169, 790, 409]";"[(632, 302)]";"[0]"
137;0.0105321407318;"[40, 170, 790, 410]";"[(366, 279)]";"[0]"
138;0.0174329280853;"[40, 176, 790, 416]";"[(619, 303), (361, 283)]";"[0, 0]"
139;0.0241758823395;"[40, 170, 790, 410]";"[(618, 305), (359, 286)]";"[0, 0]"
140;0.0144701004028;"[39, 170, 789, 410]";"[(357, 289)]";"[0]"
141;0.0102801322937;"[39, 169, 789, 409]";"[(619, 311)]";"[0]"
142;0.0174579620361;"[38, 168, 788, 408]";"[(620, 312), (360, 294)]";"[0, 0]"
143;0.0202429294586;"[37, 167, 787, 407]";"[(624, 313)]";"[0]"
144;0.0206019878387;"[35, 165, 785, 405]";"[(364, 298)]";"[0]"
145;0.0212759971619;"[35, 164, 785, 404]";"[(360, 293)]";"[0]"
146;0.0222129821777;"[35, 164, 785, 404]";"[(609, 309), (347, 289)]";"[0, 0]"
147;0.0195579528809;"[38, 164, 788, 404]";"[(606, 307)]";"[0]"
148;0.0227198600769;"[43, 165, 793, 405]";"[(605, 308), (343, 289)]";"[0, 0]"
149;0.0251519680023;"[48, 167, 798, 407]";"[(346, 289), (604, 306)]";"[0, 0]"
150;0.0161437988281;"[50, 168, 800, 408]";"[(344, 290), (603, 307)]";"[0, 0]"
151;0.0229871273041;"[49, 168, 799, 408]";"[(342, 291)]";"[0]"
152;0.0144832134247;"[48, 169, 798, 409]";"[(345, 293), (607, 311)]";"[0, 0]"
153;0.0663969516754;"[47, 169, 797, 409]";"[(345, 293), (607, 311)]";"[0, 0]"
154;0.0136609077454;"[47, 168, 797, 408]";"[(612, 304)]";"[0]"
155;0.0161399841309;"[47, 167, 797, 407]";"[(615, 302)]";"[0]"
156;0.0175728797913;"[45, 166, 795, 406]";"[(621, 301)]";"[0]"
157;0.0122420787811;"[45, 165, 795, 405]";"[(626, 299)]";"[0]"
158;0.0220289230347;"[44, 165, 794, 405]";"[(369, 280)]";"[0]"
159;0.0233609676361;"[45, 164, 795, 404]";"[(627, 296), (367, 277)]";"[0, 0]"
160;0.021625995636;"[44, 164, 794, 404]";"[(364, 273)]";"[0]"
161;0.024838924408;"[43, 164, 793, 404]";"[(621, 294), (363, 273)]";"[0, 0]"
162;0.022852897644;"[41, 164, 791, 404]";"[(364, 275), (623, 297)]";"[0, 0]"
163;0.0228128433228;"[41, 165, 791, 405]";"[(364, 278)]";"[0]"
164;0.0144500732422;"[41, 165, 791, 405]";"[(361, 281)]";"[0]"
165;0.0120339393616;"[41, 166, 791, 406]";"[(358, 281)]";"[0]"
166;0.0800549983978;"[42, 167, 792, 407]";"[(358, 281)]";"[0]"
167;0.0163099765778;"[43, 167, 793, 407]";"[(364, 280)]";"[0]"
168;0.094309091568;"[42, 167, 792, 407]";"[(364, 280)]";"[0]"
169;0.0194091796875;"[39, 166, 789, 406]";"[(362, 279)]";"[0]"
170;0.0154349803925;"[37, 165, 787, 405]";"[(629, 301), (372, 284)]";"[0, 0]"
171;0.0614278316498;"[35, 164, 785, 404]";"[(629, 301), (372, 284)]";"[0, 0]"
172;0.0112600326538;"[36, 164, 786, 404]";"[(378, 288)]";"[0]"
173;0.0150110721588;"[36, 163, 786, 403]";"[(376, 288)]";"[0]"
174;0.0201511383057;"[36, 163, 786, 403]";"[(380, 286)]";"[0]"
175;0.0207850933075;"[37, 164, 787, 404]";"[(639, 301)]";"[0]"
176;0.0188770294189;"[38, 164, 788, 404]";"[(377, 283)]";"[0]"
177;0.0243752002716;"[38, 163, 788, 403]";"[(378, 281), (635, 300)]";"[0, 0]"
178;0.02228307724;"[38, 162, 788, 402]";"[(374, 279)]";"[0]"
179;0.0223960876465;"[37, 161, 787, 401]";"[(375, 279), (635, 297)]";"[0, 0]"
180;0.0193490982056;"[39, 161, 789, 401]";"[(634, 297)]";"[0]"
181;0.107640028;"[41, 162, 791, 402]";"[(634, 297)]";"[0]"
182;0.0200669765472;"[43, 162, 793, 402]";"[(383, 281)]";"[0]"
183;0.100484848022;"[44, 161, 794, 401]";"[(383, 281)]";"[0]"
184;0.0199151039124;"[44, 160, 794, 400]";"[(641, 299)]";"[0]"
185;0.0192880630493;"[44, 160, 794, 400]";"[(642, 299)]";"[0]"
186;0.0217518806458;"[42, 160, 792, 400]";"[(384, 284)]";"[0]"
187;0.0763030052185;"[42, 160, 792, 400]";"[(284, 556)]";"[0]"
188;0.0458359718323;"[50, 446, 800, 686]";"[(639, 301)]";"[0]"
189;0.042102098465;"[119, 0, 799, 240]";"[(641, 301)]";"[0]"
190;0.0220139026642;"[102, 186, 799, 426]";"[(386, 284)]";"[0]"
191;0.0213098526001;"[102, 190, 799, 430]";"[(644, 300), (384, 283)]";"[0, 0]"
192;0.0965909957886;"[102, 181, 799, 421]";"[(644, 300), (384, 283)]";"[0, 0]"
193;0.00999593734741;"[102, 181, 799, 421]";"[(641, 300)]";"[0]"
194;0.0103280544281;"[102, 180, 799, 420]";"[(640, 298), (380, 281)]";"[0, 0]"
195;0.083377122879;"[103, 181, 800, 421]";"[(640, 298), (380, 281)]";"[0, 0]"
196;0.0141308307648;"[103, 192, 800, 432]";"[(636, 299)]";"[0]"
197;0.0107049942017;"[103, 222, 800, 462]";"[(637, 299)]";"[0]"
198;0.0174820423126;"[103, 209, 800, 449]";"[(637, 300), (376, 281)]";"[0, 0]"
199;0.0945188999176;"[103, 191, 800, 431]";"[(637, 300), (376, 281)]";"[0, 0]"
200;0.0164568424225;"[103, 181, 800, 421]";"[(635, 298)]";"[0]"
201;0.0173180103302;"[103, 181, 800, 421]";"[(635, 297)]";"[0]"
202;0.0142199993134;"[103, 180, 800, 420]";"[(634, 296), (376, 279)]";"[0, 0]"
203;0.0108370780945;"[103, 180, 800, 420]";"[(373, 280)]";"[0]"
204;0.064376115799;"[103, 180, 800, 420]";"[(373, 280)]";"[0]"
205;0.0153779983521;"[103, 180, 800, 420]";"[(370, 281)]";"[0]"
206;0.0213050842285;"[103, 180, 800, 420]";"[(374, 285)]";"[0]"
207;0.0148799419403;"[103, 180, 800, 420]";"[(638, 302), (376, 285)]";"[0, 0]"
208;0.0102000236511;"[103, 181, 800, 421]";"[(639, 300)]";"[0]"
209;0.0636179447174;"[103, 181, 800, 421]";"[(639, 300)]";"[0]"
210;0.010468006134;"[103, 185, 800, 425]";"[(637, 301), (379, 285)]";"[0, 0]"
211;0.0157208442688;"[103, 194, 800, 434]";"[(380, 285)]";"[0]"
212;0.0818581581116;"[103, 202, 800, 442]";"[(380, 285)]";"[0]"
213;0.011106967926;"[103, 201, 800, 441]";"[(641, 302), (383, 286)]";"[0, 0]"
214;0.0801639556885;"[103, 199, 800, 439]";"[(641, 302), (383, 286)]";"[0, 0]"
215;0.0153460502625;"[103, 198, 800, 438]";"[(640, 302)]";"[0]"
216;0.103260993958;"[103, 189, 800, 429]";"[(640, 302)]";"[0]"
217;0.0198991298676;"[103, 181, 800, 421]";"[(639, 301)]";"[0]"
218;0.0231261253357;"[103, 181, 800, 421]";"[(641, 301), (382, 286)]";"[0, 0]"
219;0.0138030052185;"[103, 181, 800, 421]";"[(385, 287)]";"[0]"
220;0.0111029148102;"[103, 181, 800, 421]";"[(385, 286)]";"[0]"
221;0.0610251426697;"[103, 181, 800, 421]";"[(385, 286)]";"[0]"
222;0.0129990577698;"[103, 181, 800, 421]";"[(386, 285)]";"[0]"
223;0.0152590274811;"[103, 181, 800, 421]";"[(385, 285)]";"[0]"
224;0.0168108940125;"[103, 181, 800, 421]";"[(642, 300)]";"[0]"
225;0.014858007431;"[103, 181, 800, 421]";"[(641, 299), (385, 283)]";"[0, 0]"
226;0.0108058452606;"[103, 180, 800, 420]";"[(383, 283)]";"[0]"
227;0.0172340869904;"[103, 180, 800, 420]";"[(640, 299)]";"[0]"
228;0.0128710269928;"[103, 181, 800, 421]";"[(639, 298), (381, 281)]";"[0, 0]"
229;0.0176630020142;"[103, 181, 800, 421]";"[(638, 298), (380, 282)]";"[0, 0]"
230;0.013286113739;"[103, 181, 800, 421]";"[(636, 300), (376, 281)]";"[0, 0]"
231;0.0933759212494;"[103, 185, 800, 425]";"[(636, 300), (376, 281)]";"[0, 0]"
232;0.0168159008026;"[103, 192, 800, 432]";"[(636, 299)]";"[0]"
233;0.103865861893;"[103, 197, 800, 437]";"[(636, 299)]";"[0]"
234;0.0186541080475;"[103, 197, 800, 437]";"[(636, 300)]";"[0]"
235;0.0202131271362;"[103, 196, 800, 436]";"[(635, 301), (378, 283)]";"[0, 0]"
236;0.0153748989105;"[103, 196, 800, 436]";"[(636, 302), (373, 283)]";"[0, 0]"
237;0.0117249488831;"[103, 196, 800, 436]";"[(375, 283)]";"[0]"
238;0.0103170871735;"[103, 195, 800, 435]";"[(371, 281)]";"[0]"
239;0.0150690078735;"[103, 196, 800, 436]";"[(630, 296)]";"[0]"
240;0.0224452018738;"[103, 197, 800, 437]";"[(368, 278)]";"[0]"
241;0.073322057724;"[103, 199, 800, 439]";"[(368, 278)]";"[0]"
242;0.015664100647;"[103, 201, 800, 441]";"[(630, 296), (369, 278)]";"[0, 0]"
243;0.0965812206268;"[103, 205, 800, 445]";"[(630, 296), (369, 278)]";"[0, 0]"
244;0.0908370018005;"[103, 209, 800, 449]";"[(630, 296), (369, 278)]";"[0, 0]"
245;0.0118379592896;"[103, 211, 800, 451]";"[(634, 300), (374, 283)]";"[0, 0]"
246;0.0155110359192;"[103, 209, 800, 449]";"[(376, 282)]";"[0]"
247;0.0217280387878;"[103, 208, 800, 448]";"[(635, 297), (375, 281)]";"[0, 0]"
248;0.0214021205902;"[103, 205, 800, 445]";"[(377, 280)]";"[0]"
249;0.0936658382416;"[103, 200, 800, 440]";"[(377, 280)]";"[0]"
250;0.0199449062347;"[103, 195, 800, 435]";"[(376, 281), (634, 299)]";"[0, 0]"
251;0.0137839317322;"[103, 193, 800, 433]";"[(376, 281)]";"[0]"
252;0.0113191604614;"[103, 193, 800, 433]";"[(636, 300), (376, 283)]";"[0, 0]"
253;0.0144860744476;"[103, 193, 800, 433]";"[(637, 302)]";"[0]"
254;0.0938811302185;"[103, 195, 800, 435]";"[(637, 302)]";"[0]"
255;0.0162010192871;"[103, 201, 800, 441]";"[(639, 303)]";"[0]"
256;0.0205821990967;"[103, 206, 800, 446]";"[(380, 287)]";"[0]"
257;0.0150680541992;"[103, 212, 800, 452]";"[(640, 303), (381, 285)]";"[0, 0]"
258;0.0116221904755;"[103, 220, 800, 460]";"[(640, 303), (381, 287)]";"[0, 0]"
259;0.0626609325409;"[103, 227, 800, 467]";"[(640, 303), (381, 287)]";"[0, 0]"
260;0.00924491882324;"[103, 229, 800, 469]";"[(641, 304)]";"[0]"
261;0.00876188278198;"[103, 218, 800, 458]";"[(641, 303)]";"[0]"
262;0.0151090621948;"[103, 206, 800, 446]";"[(380, 284)]";"[0]"
263;0.0197570323944;"[103, 199, 800, 439]";"[(635, 301)]";"[0]"
264;0.0868289470673;"[103, 195, 800, 435]";"[(635, 301)]";"[0]"
265;0.0187909603119;"[103, 191, 800, 431]";"[(379, 287)]";"[0]"
266;0.0219988822937;"[103, 196, 800, 436]";"[(637, 305), (380, 287)]";"[0, 0]"
267;0.0206198692322;"[103, 207, 800, 447]";"[(377, 289)]";"[0]"
268;0.0252480506897;"[103, 218, 800, 458]";"[(376, 289)]";"[0]"
269;0.0775849819183;"[103, 220, 800, 460]";"[(376, 289)]";"[0]"
270;0.0175049304962;"[103, 216, 800, 456]";"[(634, 307), (377, 290)]";"[0, 0]"
271;0.0200772285461;"[103, 212, 800, 452]";"[(635, 307)]";"[0]"
272;0.0163280963898;"[103, 204, 800, 444]";"[(637, 307)]";"[0]"
273;0.105684995651;"[103, 214, 800, 454]";"[(637, 307)]";"[0]"
274;0.0173280239105;"[103, 223, 800, 463]";"[(635, 307)]";"[0]"
275;0.106211900711;"[103, 235, 800, 475]";"[(635, 307)]";"[0]"
276;0.0118749141693;"[103, 244, 800, 484]";"[(376, 289)]";"[0]"
277;0.00900602340698;"[103, 253, 800, 493]";"[(635, 307)]";"[0]"
278;0.0891451835632;"[103, 269, 800, 509]";"[(635, 307)]";"[0]"
279;0.0115079879761;"[103, 279, 800, 519]";"[(380, 286)]";"[0]"
280;0.0150380134583;"[103, 290, 800, 530]";"[(637, 301)]";"[0]"
281;0.0184879302979;"[103, 295, 800, 535]";"[(637, 302)]";"[0]"
282;0.0197107791901;"[103, 293, 800, 533]";"[(636, 299)]";"[0]"
283;0.0188610553741;"[103, 290, 800, 530]";"[(637, 298)]";"[0]"
284;0.0185031890869;"[103, 288, 800, 528]";"[(636, 297)]";"[0]"
285;0.0194320678711;"[103, 285, 800, 525]";"[(635, 295)]";"[0]"
286;0.0198578834534;"[103, 282, 800, 522]";"[(633, 294)]";"[0]"
287;0.020387172699;"[103, 281, 800, 521]";"[(635, 295)]";"[0]"
288;0.106492042542;"[103, 289, 800, 529]";"[(635, 295)]";"[0]"
289;0.0511240959167;"[103, 297, 800, 537]";"[(377, 275)]";"[0]"
290;0.0285108089447;"[49, 21, 799, 261]";"[(378, 273)]";"[0]"
291;0.0148258209229;"[49, 167, 799, 407]";"[(635, 289)]";"[0]"
292;0.0235478878021;"[49, 180, 799, 420]";"[(635, 289), (376, 270)]";"[0, 0]"
293;0.0789270401001;"[49, 188, 799, 428]";"[(635, 289), (376, 270)]";"[0, 0]"
294;0.0114209651947;"[49, 195, 799, 435]";"[(375, 269)]";"[0]"
295;0.0159101486206;"[49, 203, 799, 443]";"[(639, 290)]";"[0]"
296;0.0531280040741;"[49, 198, 799, 438]";"[(848, 437)]";"[0]"
297;0.0146889686584;"[329, 269, 800, 509]";"[(639, 295)]";"[0]"
298;0.017688035965;"[329, 269, 800, 509]";"[(380, 278)]";"[0]"
299;0.0165159702301;"[328, 269, 799, 509]";"[(640, 295)]";"[0]"
300;0.0148830413818;"[328, 271, 799, 511]";"[(641, 297)]";"[0]"
301;0.0886671543121;"[328, 276, 799, 516]";"[(641, 297)]";"[0]"
302;0.0864100456238;"[328, 269, 799, 509]";"[(641, 297)]";"[0]"
303;0.00798487663269;"[328, 268, 799, 508]";"[(638, 293)]";"[0]"
304;0.0115849971771;"[329, 268, 800, 508]";"[(637, 293)]";"[0]"
305;0.083701133728;"[329, 266, 800, 506]";"[(637, 293)]";"[0]"
306;0.0769109725952;"[329, 265, 800, 505]";"[(637, 293)]";"[0]"
307;0.0153050422668;"[329, 264, 800, 504]";"[(376, 277)]";"[0]"
308;0.0109448432922;"[329, 263, 800, 503]";"[(380, 277)]";"[0]"
309;0.0116920471191;"[328, 262, 799, 502]";"[(639, 295)]";"[0]"
310;0.0841238498688;"[328, 262, 799, 502]";"[(639, 295)]";"[0]"
311;0.0945630073547;"[328, 262, 799, 502]";"[(639, 295)]";"[0]"
312;0.0281519889832;"[328, 261, 799, 501]";"[(848, 440)]";"[0]"
313;0.0817048549652;"[101, 209, 800, 449]";"[(848, 440)]";"[0]"
314;0.0167939662933;"[101, 209, 800, 449]";"[(636, 294), (378, 275)]";"[0, 0]"
315;0.013475894928;"[100, 208, 799, 448]";"[(380, 275)]";"[0]"
316;0.0148749351501;"[100, 208, 799, 448]";"[(641, 293)]";"[0]"
317;0.106658935547;"[100, 207, 799, 447]";"[(641, 293)]";"[0]"
318;0.103531122208;"[100, 207, 799, 447]";"[(641, 293)]";"[0]"
319;0.0201110839844;"[101, 207, 800, 447]";"[(637, 289)]";"[0]"
320;0.0197081565857;"[101, 208, 800, 448]";"[(635, 289)]";"[0]"
321;0.0133600234985;"[101, 209, 800, 449]";"[(640, 289)]";"[0]"
322;0.0109028816223;"[101, 224, 800, 464]";"[(639, 291)]";"[0]"
323;0.0631601810455;"[101, 231, 800, 471]";"[(639, 291)]";"[0]"
324;0.0826890468597;"[101, 239, 800, 479]";"[(639, 291)]";"[0]"
325;0.0168578624725;"[101, 244, 800, 484]";"[(383, 277)]";"[0]"
326;0.0135779380798;"[101, 232, 800, 472]";"[(384, 280)]";"[0]"
327;0.0339200496674;"[101, 219, 800, 459]";"[(40, 510), (851, 443)]";"[0, 0]"
