frameno;frametime;colorfiltertime;circledettime;radious;cir_pos;color
87;0.117494106293;0.0527548789978;0.044450044632;"[9.1923885, 8.8600225, 8.8600225, 8.276473]";"[(708.5, 210.5), (453.5, 198.5), (1412.5, 486.5), (981.5, 431.5)]";"[0, 0, 0, 1]"
88;0.116060972214;0.0505309104919;0.043203830719;"[8.6313381, 8.5146933, 7.905694]";"[(456.5, 208.5), (712.5, 227.5), (982.5, 440.5)]";"[0, 0, 1]"
89;0.111135005951;0.0490889549255;0.0426309108734;"[8.7464275, 8.7464275, 6.6708322]";"[(456.5, 212.5), (711.5, 229.5), (984.5, 448.5)]";"[0, 0, 1]"
90;0.0955181121826;0.0409832000732;0.0375101566315;"[7.905694, 8.8600225, 6.6708322]";"[(457.5, 214.5), (714.5, 233.5), (985.5, 449.5)]";"[0, 0, 1]"
91;0.0968248844147;0.0423250198364;0.0391728878021;"[8.5146933, 8.6313381, 7.905694]";"[(457.5, 213.5), (713.5, 233.5), (983.5, 450.5)]";"[0, 0, 1]"
92;0.106922864914;0.046737909317;0.0413160324097;"[8.8600225, 6.3639612]";"[(456.5, 212.5), (678.5, 424.5)]";"[0, 0]"
93;0.119369983673;0.0533950328827;0.0444040298462;"[8.8600225, 7.905694]";"[(454.5, 210.5), (981.5, 448.5)]";"[0, 1]"
94;0.128500938416;0.0588331222534;0.0449450016022;"[9.1923885, 7.6485291]";"[(454.5, 211.5), (980.5, 448.5)]";"[0, 1]"
95;0.0921618938446;0.0387868881226;0.0396180152893;"[8.7464275, 6.6708322, 7.905694, 7.905694]";"[(456.5, 212.5), (753.5, 476.5), (709.5, 229.5), (980.5, 448.5)]";"[0, 0, 0, 1]"
96;0.101468086243;0.0423810482025;0.0414690971375;"[9.1923885, 8.5146933, 5.7008772, 7.905694]";"[(456.5, 210.5), (711.5, 231.5), (840.5, 473.5), (1609.5, 455.5)]";"[0, 0, 0, 1]"
97;0.0883140563965;0.0374000072479;0.037162065506;"[8.8600225, 8.7464275]";"[(460.5, 210.5), (713.5, 230.5)]";"[0, 0]"
98;0.101298093796;0.0447041988373;0.0392980575562;"[8.6313381, 6.041523]";"[(464.5, 211.5), (949.5, 444.5)]";"[0, 1]"
99;0.107486009598;0.0474779605865;0.0410821437836;"[9.5131493, 9.1923885, 8.5146933]";"[(466.5, 212.5), (722.5, 230.5), (991.5, 448.5)]";"[0, 0, 1]"
100;0.116448879242;0.0519659519196;0.0436110496521;"[7.7781744, 8.8600225]";"[(467.5, 211.5), (722.5, 230.5)]";"[0, 0]"
101;0.119373083115;0.0533230304718;0.044468164444;"[8.7464275, 9.5131493, 7.905694]";"[(468.5, 210.5), (724.5, 229.5), (993.5, 447.5)]";"[0, 0, 1]"
102;0.0887730121613;0.0373899936676;0.0371799468994;"[8.7464275, 6.9641943, 5.7008772]";"[(720.5, 228.5), (467.5, 208.5), (951.5, 443.5)]";"[0, 0, 1]"
103;0.11550116539;0.051244020462;0.0433609485626;"[8.8600225, 8.5146933, 6.3639612]";"[(465.5, 210.5), (719.5, 227.5), (951.5, 442.5)]";"[0, 0, 1]"
104;0.113645792007;0.0511848926544;0.0409729480743;"[9.3005381, 7.6485291, 7.905694]";"[(721.5, 229.5), (467.5, 210.5), (990.5, 447.5)]";"[0, 0, 1]"
105;0.122189998627;0.0554320812225;0.0454699993134;"[7.7781744, 7.3824115, 6.6708322]";"[(724.5, 232.5), (466.5, 210.5), (953.5, 443.5)]";"[0, 0, 1]"
106;0.119046926498;0.0530290603638;0.0446670055389;"[8.7464275, 9.617692, 8.5146933, 7.7781744]";"[(471.5, 211.5), (725.5, 229.5), (1308.5, 281.5), (995.5, 449.5)]";"[0, 0, 1, 1]"
107;0.0847430229187;0.0359160900116;0.0346291065216;"[7.6485291, 7.905694, 7.905694]";"[(478.5, 213.5), (727.5, 229.5), (999.5, 447.5)]";"[0, 0, 1]"
108;0.0847070217133;0.0359039306641;0.0349190235138;"[7.7781744, 8.8600225]";"[(483.5, 214.5), (1445.5, 503.5)]";"[0, 0]"
109;0.0848369598389;0.0357871055603;0.0348889827728;"[8.7464275, 6.041523, 7.7781744]";"[(737.5, 231.5), (481.5, 213.5), (1007.5, 449.5)]";"[0, 0, 1]"
110;0.109086036682;0.0491180419922;0.0401010513306;"[5.7008772, 8.7464275, 6.6708322]";"[(962.5, 373.5), (490.5, 222.5), (1474.5, 474.5)]";"[0, 0, 0]"
111;0.111212015152;0.0500102043152;0.0406250953674;"[8.7464275, 8.7464275, 7.905694]";"[(492.5, 222.5), (743.5, 239.5), (1013.5, 456.5)]";"[0, 0, 1]"
112;0.112421035767;0.0504570007324;0.0409250259399;"[8.7464275]";"[(490.5, 223.5)]";"[0]"
113;0.11159491539;0.0499708652496;0.0408489704132;"[9.5131493, 8.6313381, 6.5192022]";"[(741.5, 239.5), (489.5, 223.5), (971.5, 452.5)]";"[0, 0, 1]"
114;0.0853559970856;0.0366139411926;0.0346708297729;"[7.6485291, 9.1923885, 5.7008772, 7.6485291]";"[(489.5, 222.5), (740.5, 238.5), (1471.5, 476.5), (1010.5, 455.5)]";"[0, 0, 0, 1]"
115;0.110543966293;0.0487320423126;0.0423738956451;"[9.5131493, 7.905694, 6.6708322, 5.7008772]";"[(741.5, 235.5), (487.5, 217.5), (1011.5, 452.5), (316.5, 449.5)]";"[0, 0, 1, 1]"
116;0.122704982758;0.053817987442;0.0450940132141;"[7.6485291, 9.5131493, 5.7008772, 8.7464275, 5.7008772]";"[(489.5, 216.5), (743.5, 235.5), (320.5, 448.5), (1326.5, 283.5), (972.5, 447.5)]";"[0, 0, 1, 1, 1]"
117;0.111383914948;0.0484881401062;0.0419731140137;"[9.3005381, 9.5131493, 7.7781744]";"[(493.5, 215.5), (745.5, 234.5), (1014.5, 450.5)]";"[0, 0, 1]"
118;0.103640794754;0.0439391136169;0.0394740104675;"[9.3005381, 8.5146933, 7.905694]";"[(494.5, 214.5), (744.5, 232.5), (1014.5, 450.5)]";"[0, 0, 1]"
119;0.104177951813;0.0457348823547;0.0405569076538;"[8.6313381, 9.3005381, 7.905694, 7.5166483]";"[(492.5, 216.5), (745.5, 234.5), (791.5, 480.5), (1014.5, 450.5)]";"[0, 0, 0, 1]"
