frameno;frametime;colorfiltertime;circledettime;radious;cir_pos;color
0;0.265819072723;0.0989940166473;0.0729432106018;"[5.7008772, 6.6708322, 5.7008772, 5.7008772]";"[(747.5, 263.5), (1212.5, 513.5), (503.5, 247.5), (949.5, 404.5)]";"[0, 0, 0, 0]"
1;0.0967469215393;0.0427260398865;0.0388331413269;"[6.6708322, 6.5192022]";"[(750.5, 262.5), (1203.5, 514.5)]";"[0, 0]"
2;0.0940079689026;0.0417499542236;0.0388128757477;"[5.7008772, 6.3639612, 5.7008772]";"[(749.5, 263.5), (1192.5, 513.5), (950.5, 404.5)]";"[0, 0, 0]"
3;0.117455005646;0.0546669960022;0.0428509712219;"[6.6708322, 5.7008772, 5.7008772]";"[(748.5, 262.5), (1180.5, 515.5), (505.5, 247.5)]";"[0, 0, 0]"
4;0.115744113922;0.0537810325623;0.0422229766846;"[6.6708322, 7.6485291]";"[(748.5, 261.5), (1170.5, 513.5)]";"[0, 0]"
5;0.0883259773254;0.0394830703735;0.0353169441223;"[6.6708322]";"[(748.5, 261.5)]";"[0]"
6;0.0947499275208;0.0428030490875;0.0369780063629;"[7.905694]";"[(1147.5, 514.5)]";"[0]"
7;0.119518995285;0.0558969974518;0.0433421134949;"[6.041523]";"[(504.5, 245.5)]";"[0]"
8;0.118324041367;0.0557060241699;0.0415439605713;"[6.041523, 6.6708322, 5.7008772, 5.7008772]";"[(751.5, 261.5), (1128.5, 512.5), (507.5, 245.5), (952.5, 402.5)]";"[0, 0, 0, 0]"
9;0.120905160904;0.0566220283508;0.0430901050568;"[6.5192022]";"[(508.5, 247.5)]";"[0]"
10;0.0876438617706;0.0400369167328;0.0331418514252;"[5.7008772, 5.7008772, 6.5192022, 7.1063352]";"[(753.5, 262.5), (509.5, 247.5), (952.5, 404.5), (1106.5, 514.5)]";"[0, 0, 0, 0]"
11;0.104758024216;0.0492360591888;0.0369620323181;"[6.6708322, 5.7008772, 5.7008772]";"[(755.5, 261.5), (512.5, 246.5), (956.5, 403.5)]";"[0, 0, 0]"
12;0.109326124191;0.052059173584;0.0379199981689;"[5.7008772, 5.7008772]";"[(759.5, 262.5), (1089.5, 511.5)]";"[0, 0]"
13;0.112822055817;0.0539090633392;0.0386941432953;"[6.6708322, 5.7008772]";"[(760.5, 261.5), (517.5, 246.5)]";"[0, 0]"
14;0.0927209854126;0.0422570705414;0.0367510318756;"[6.041523]";"[(763.5, 261.5)]";"[0]"
15;0.110820055008;0.0511589050293;0.0395200252533;"[6.5192022, 5.7008772]";"[(765.5, 261.5), (523.5, 247.5)]";"[0, 0]"
16;0.112204790115;0.0526938438416;0.0403928756714;"[6.041523, 5.7008772]";"[(769.5, 261.5), (969.5, 401.5)]";"[0, 0]"
17;0.115134954453;0.0520868301392;0.040088891983;"[6.041523, 5.7008772]";"[(773.5, 261.5), (973.5, 401.5)]";"[0, 0]"
18;0.11111497879;0.0522029399872;0.0401990413666;"[6.5192022]";"[(777.5, 262.5)]";"[0]"
19;0.122256994247;0.0562880039215;0.0433399677277;"[5.7008772]";"[(779.5, 262.5)]";"[0]"
20;0.117527008057;0.0545930862427;0.0428628921509;"[9.5131493, 7.1063352]";"[(1014.5, 512.5), (782.5, 262.5)]";"[0, 0]"
21;0.12096118927;0.057168006897;0.0422348976135;"[6.041523, 7.905694]";"[(783.5, 261.5), (1006.5, 509.5)]";"[0, 0]"
22;0.117020845413;0.053631067276;0.043300151825;"[6.041523, 5.7008772]";"[(787.5, 259.5), (544.5, 246.5)]";"[0, 0]"
23;0.113180160522;0.0525488853455;0.0401802062988;"[8.276473, 5.7008772]";"[(986.5, 508.5), (789.5, 260.5)]";"[0, 0]"
24;0.109862089157;0.0515739917755;0.0394279956818;"[5.7008772, 6.6708322]";"[(792.5, 261.5), (978.5, 508.5)]";"[0, 0]"
25;0.0854501724243;0.0387530326843;0.0330531597137;"[5.7008772]";"[(793.5, 261.5)]";"[0]"
26;0.0974631309509;0.0451560020447;0.035248041153;"[7.905694, 7.1063352]";"[(791.5, 259.5), (956.5, 508.5)]";"[0, 0]"
27;0.108450174332;0.051253080368;0.0375320911407;"[5.7008772, 6.5192022, 7.905694]";"[(795.5, 260.5), (554.5, 246.5), (939.5, 510.5)]";"[0, 0, 0]"
28;0.116142034531;0.0552589893341;0.0392389297485;"[6.5192022, 6.5192022, 7.7781744]";"[(795.5, 260.5), (550.5, 246.5), (928.5, 510.5)]";"[0, 0, 0]"
29;0.112730979919;0.0522568225861;0.0414590835571;"[6.6708322, 5.7008772, 6.3639612]";"[(791.5, 266.5), (550.5, 253.5), (917.5, 515.5)]";"[0, 0, 0]"
30;0.129357814789;0.0607669353485;0.044182062149;"[6.6708322]";"[(790.5, 269.5)]";"[0]"
31;0.109982013702;0.0517709255219;0.0392401218414;"[6.6708322, 7.5166483]";"[(793.5, 271.5), (887.5, 519.5)]";"[0, 0]"
32;0.111966848373;0.0514581203461;0.0413248538971;"[7.6485291, 5.7008772, 5.7008772]";"[(876.5, 520.5), (793.5, 271.5), (553.5, 257.5)]";"[0, 0, 0]"
33;0.0889630317688;0.038754940033;0.0368540287018;"[5.7008772, 5.7008772, 8.276473]";"[(796.5, 275.5), (555.5, 261.5), (865.5, 523.5)]";"[0, 0, 0]"
34;0.111083030701;0.0515401363373;0.0391759872437;"[6.6708322, 6.6708322, 5.7008772]";"[(798.5, 279.5), (554.5, 264.5), (997.5, 417.5)]";"[0, 0, 0]"
35;0.0903990268707;0.0413908958435;0.0352318286896;"[5.7008772, 5.7008772]";"[(796.5, 283.5), (554.5, 269.5)]";"[0, 0]"
36;0.0966899394989;0.0453798770905;0.036141872406;"[6.6708322, 7.6485291]";"[(795.5, 277.5), (827.5, 528.5)]";"[0, 0]"
37;0.107542991638;0.0501511096954;0.0387251377106;"[6.041523, 5.7008772]";"[(795.5, 275.5), (995.5, 415.5)]";"[0, 0]"
38;0.134243965149;0.0616471767426;0.0442521572113;"[5.7008772, 5.7008772]";"[(795.5, 274.5), (553.5, 259.5)]";"[0, 0]"
39;0.114315032959;0.054584980011;0.0399551391602;"[5.7008772, 5.7008772]";"[(794.5, 272.5), (553.5, 258.5)]";"[0, 0]"
40;0.101957082748;0.0476729869843;0.0362350940704;"[6.6708322, 6.6708322]";"[(798.5, 274.5), (775.5, 522.5)]";"[0, 0]"
41;0.0891058444977;0.0398688316345;0.0333569049835;"[5.7008772, 5.7008772]";"[(800.5, 273.5), (558.5, 259.5)]";"[0, 0]"
42;0.0886249542236;0.040552854538;0.0330429077148;"[5.7008772, 7.7781744, 5.7008772]";"[(803.5, 271.5), (751.5, 520.5), (562.5, 257.5)]";"[0, 0, 0]"
43;0.0921819210052;0.0427870750427;0.0342168807983;"[7.1063352]";"[(802.5, 267.5)]";"[0]"
44;0.130025148392;0.0592451095581;0.0447931289673;"[5.7008772, 5.7008772, 7.6485291]";"[(805.5, 267.5), (1006.5, 406.5), (727.5, 517.5)]";"[0, 0, 0]"
45;0.119453907013;0.0539889335632;0.0421731472015;"[5.7008772, 7.6485291, 5.7008772]";"[(804.5, 265.5), (713.5, 515.5), (563.5, 252.5)]";"[0, 0, 0]"
46;0.113965988159;0.0529940128326;0.0417230129242;"[6.041523]";"[(803.5, 263.5)]";"[0]"
47;0.102756023407;0.0469119548798;0.0382590293884;"[6.6708322, 5.7008772]";"[(800.5, 261.5), (561.5, 249.5)]";"[0, 0]"
48;0.109913825989;0.0499129295349;0.0417840480804;"[5.7008772]";"[(559.5, 247.5)]";"[0]"
49;0.116096019745;0.0527958869934;0.0423929691315;"[6.3639612, 9.5131493]";"[(797.5, 259.5), (647.5, 512.5)]";"[0, 0]"
50;0.0946178436279;0.0413489341736;0.035670042038;"[6.041523, 5.7008772, 7.5166483]";"[(795.5, 259.5), (553.5, 246.5), (633.5, 510.5)]";"[0, 0, 0]"
51;0.0993559360504;0.0455319881439;0.0374989509583;"[6.9641943, 5.7008772]";"[(792.5, 259.5), (619.5, 509.5)]";"[0, 0]"
52;0.110926866531;0.0515348911285;0.0407209396362;"[5.7008772, 7.905694]";"[(791.5, 261.5), (598.5, 512.5)]";"[0, 0]"
53;0.109150886536;0.0498831272125;0.0414931774139;"[5.7008772, 8.276473, 6.6708322]";"[(789.5, 261.5), (582.5, 512.5), (544.5, 247.5)]";"[0, 0, 0]"
54;0.0879619121552;0.039370059967;0.0352611541748;"[6.041523, 9.1923885, 5.7008772]";"[(787.5, 261.5), (566.5, 514.5), (544.5, 248.5)]";"[0, 0, 0]"
55;0.103826999664;0.0483751296997;0.0369319915771;"[7.6485291, 6.5192022]";"[(784.5, 262.5), (552.5, 513.5)]";"[0, 0]"
56;0.11696100235;0.0560388565063;0.0397610664368;"[6.6708322]";"[(783.5, 262.5)]";"[0]"
57;0.0912568569183;0.041937828064;0.0339629650116;"[6.6708322, 5.7008772, 7.5166483]";"[(782.5, 263.5), (541.5, 251.5), (520.5, 516.5)]";"[0, 0, 0]"
58;0.0888700485229;0.0405390262604;0.0346159934998;"[6.3639612, 7.6485291]";"[(781.5, 263.5), (503.5, 516.5)]";"[0, 0]"
59;0.112541913986;0.0528268814087;0.0405189990997;"[5.7008772]";"[(779.5, 265.5)]";"[0]"
60;0.106375932693;0.0490100383759;0.0386860370636;"[7.6485291, 7.1063352]";"[(469.5, 519.5), (780.5, 265.5)]";"[0, 0]"
61;0.106174945831;0.0487198829651;0.0402839183807;"[6.5192022, 5.7008772]";"[(775.5, 266.5), (533.5, 255.5)]";"[0, 0]"
62;0.112713098526;0.051059961319;0.0415780544281;"[6.6708322, 7.6485291]";"[(771.5, 268.5), (433.5, 522.5)]";"[0, 0]"
63;0.115823984146;0.0547268390656;0.0416700839996;"[6.041523, 5.7008772]";"[(767.5, 269.5), (522.5, 258.5)]";"[0, 0]"
64;0.11904501915;0.0546991825104;0.0431461334229;"[5.7008772, 5.7008772]";"[(763.5, 271.5), (519.5, 259.5)]";"[0, 0]"
65;0.119740962982;0.0567259788513;0.042487859726;"[5.7008772, 5.5226803, 6.5192022]";"[(759.5, 271.5), (963.5, 408.5), (372.5, 525.5)]";"[0, 0, 0]"
66;0.124555110931;0.0587611198425;0.0434670448303;"[6.5192022, 6.041523, 5.7008772]";"[(759.5, 268.5), (354.5, 525.5), (514.5, 257.5)]";"[0, 0, 0]"
67;0.121958971024;0.0562090873718;0.0439829826355;"[6.6708322, 6.041523, 5.7008772]";"[(338.5, 520.5), (757.5, 264.5), (513.5, 252.5)]";"[0, 0, 0]"
68;0.119960069656;0.0576610565186;0.04044008255;"[6.3639612, 6.6708322]";"[(758.5, 259.5), (322.5, 516.5)]";"[0, 0]"
69;0.0882830619812;0.0397379398346;0.0352578163147;"[5.7008772, 7.6485291]";"[(761.5, 256.5), (309.5, 512.5)]";"[0, 0]"
70;0.103878974915;0.0476150512695;0.0386669635773;"[6.5192022]";"[(767.5, 251.5)]";"[0]"
71;0.104173183441;0.048572063446;0.0365271568298;"[5.7008772, 6.041523]";"[(773.5, 249.5), (292.5, 507.5)]";"[0, 0]"
72;0.113404989243;0.0525681972504;0.0419321060181;"[7.905694, 5.7008772]";"[(279.5, 508.5), (777.5, 251.5)]";"[0, 0]"
73;0.11159992218;0.052356004715;0.0402359962463;"[7.1063352, 6.5192022]";"[(778.5, 252.5), (534.5, 240.5)]";"[0, 0]"
74;0.107649087906;0.050360918045;0.038822889328;"[6.6708322]";"[(782.5, 253.5)]";"[0]"
75;0.127017021179;0.0612759590149;0.0417790412903;"[6.6708322, 5.7008772]";"[(786.5, 251.5), (989.5, 390.5)]";"[0, 0]"
76;0.104504108429;0.0495820045471;0.0369219779968;"[6.6708322, 7.905694]";"[(788.5, 247.5), (229.5, 509.5)]";"[0, 0]"
77;0.105432033539;0.0478630065918;0.0398128032684;"[5.7008772, 6.041523, 7.3824115]";"[(789.5, 243.5), (547.5, 231.5), (214.5, 505.5)]";"[0, 0, 0]"
78;0.0880239009857;0.0395088195801;0.0354149341583;"[5.7008772]";"[(789.5, 237.5)]";"[0]"
79;0.0947091579437;0.0408279895782;0.0380671024323;"[5.7008772, 7.6485291]";"[(790.5, 232.5), (181.5, 497.5)]";"[0, 0]"
80;0.0889019966125;0.0387721061707;0.0355050563812;"[5.7008772]";"[(791.5, 231.5)]";"[0]"
81;0.105946063995;0.0486359596252;0.0384800434113;"[6.6708322]";"[(793.5, 230.5)]";"[0]"
82;0.087986946106;0.0394940376282;0.0354199409485;"[6.5192022]";"[(792.5, 229.5)]";"[0]"
83;0.0998611450195;0.0439260005951;0.0391290187836;"[6.6708322, 8.5146933]";"[(790.5, 231.5), (115.5, 504.5)]";"[0, 0]"
84;0.111495018005;0.0510230064392;0.0411629676819;"[5.7008772, 5.7008772]";"[(783.5, 233.5), (539.5, 226.5)]";"[0, 0]"
85;0.105545043945;0.0482089519501;0.0403299331665;"[6.6708322, 5.7008772]";"[(776.5, 233.5), (530.5, 226.5)]";"[0, 0]"
86;0.0988409519196;0.0438940525055;0.0391149520874;"[6.041523, 7.905694, 6.5192022]";"[(769.5, 234.5), (31.5, 509.5), (521.5, 226.5)]";"[0, 0, 0]"
87;0.0914158821106;0.041228055954;0.0358459949493;"[7.1063352, 5.7008772]";"[(762.5, 232.5), (970.5, 369.5)]";"[0, 0]"
88;0.10830616951;0.0454080104828;0.0448470115662;"[5.7008772, 5.7008772]";"[(759.5, 229.5), (513.5, 220.5)]";"[0, 0]"
89;0.10947394371;0.0460197925568;0.0478160381317;"[5.7008772, 6.6708322]";"[(508.5, 219.5), (755.5, 227.5)]";"[0, 0]"
90;0.102952003479;0.0437569618225;0.0411989688873;"[5.7008772]";"[(755.5, 231.5)]";"[0]"
91;0.0994710922241;0.0442070960999;0.0376019477844;"[6.6708322, 5.7008772]";"[(755.5, 237.5), (509.5, 229.5)]";"[0, 0]"
92;0.0986750125885;0.0410799980164;0.0382070541382;"[6.6708322]";"[(756.5, 246.5)]";"[0]"
93;0.116960048676;0.0544390678406;0.0462710857391;"[5.7008772]";"[(762.5, 257.5)]";"[0]"
94;0.10129904747;0.0461339950562;0.0405750274658;"[5.7008772, 5.7008772]";"[(771.5, 266.5), (527.5, 257.5)]";"[0, 0]"
95;0.108802080154;0.0469989776611;0.0426008701324;"[5.7008772]";"[(780.5, 270.5)]";"[0]"
96;0.11008310318;0.0477089881897;0.0433740615845;"[5.7008772, 5.7008772]";"[(787.5, 270.5), (542.5, 260.5)]";"[0, 0]"
97;0.114178180695;0.0489900112152;0.0445239543915;"[6.6708322]";"[(787.5, 266.5)]";"[0]"
98;0.114717006683;0.049998998642;0.044459104538;"[5.7008772, 5.7008772]";"[(785.5, 261.5), (541.5, 247.5)]";"[0, 0]"
99;0.1042740345;0.0483999252319;0.0382161140442;"[6.6708322]";"[(784.5, 254.5)]";"[0]"
100;0.110548019409;0.0519092082977;0.0398859977722;"[6.041523]";"[(783.5, 251.5)]";"[0]"
101;0.103002071381;0.0473170280457;0.0373890399933;"[7.3824115]";"[(540.5, 236.5)]";"[0]"
102;0.0894029140472;0.0398480892181;0.0358102321625;"[5.7008772, 6.5192022]";"[(791.5, 253.5), (548.5, 237.5)]";"[0, 0]"
103;0.108096122742;0.0511729717255;0.0375649929047;"[6.6708322]";"[(789.5, 250.5)]";"[0]"
104;0.112128973007;0.0522241592407;0.0405580997467;"[6.6708322, 6.6708322]";"[(783.5, 248.5), (540.5, 233.5)]";"[0, 0]"
105;0.11406493187;0.0531568527222;0.0402538776398;"[6.6708322, 5.7008772]";"[(774.5, 247.5), (529.5, 231.5)]";"[0, 0]"
106;0.11431479454;0.0548980236053;0.0390920639038;"[5.7008772]";"[(763.5, 248.5)]";"[0]"
107;0.113703012466;0.054249048233;0.0389850139618;"[5.7008772, 6.9641943, 5.7008772]";"[(505.5, 233.5), (754.5, 249.5), (957.5, 394.5)]";"[0, 0, 0]"
108;0.12010383606;0.0569181442261;0.041305065155;"[6.5192022]";"[(744.5, 253.5)]";"[0]"
109;0.0901999473572;0.0401940345764;0.0336380004883;"[6.041523]";"[(735.5, 257.5)]";"[0]"
110;0.0874760150909;0.03848695755;0.0356168746948;"[5.7008772]";"[(725.5, 261.5)]";"[0]"
111;0.0947840213776;0.040699005127;0.0388147830963;"[6.6708322, 5.7008772]";"[(711.5, 264.5), (461.5, 245.5)]";"[0, 0]"
112;0.0978829860687;0.0429401397705;0.0409419536591;"[6.5192022, 5.7008772]";"[(697.5, 266.5), (444.5, 249.5)]";"[0, 0]"
113;0.102289915085;0.0446288585663;0.0401849746704;"[6.3639612]";"[(683.5, 269.5)]";"[0]"
114;0.107368946075;0.0498921871185;0.0397989749908;"[6.6708322, 6.5192022]";"[(670.5, 267.5), (413.5, 250.5)]";"[0, 0]"
115;0.107507944107;0.0487110614777;0.0388081073761;"[5.7008772]";"[(663.5, 261.5)]";"[0]"
116;0.0980191230774;0.0392360687256;0.044713973999;"[5.7008772]";"[(409.5, 249.5)]";"[0]"
117;0.104088068008;0.0464701652527;0.0417439937592;"[7.3824115]";"[(667.5, 269.5)]";"[0]"
118;0.107897996902;0.0459041595459;0.0431599617004;"[6.5192022]";"[(661.5, 273.5)]";"[0]"
119;0.119130849838;0.0519309043884;0.0465059280396;"[6.5192022, 5.7008772]";"[(651.5, 275.5), (394.5, 263.5)]";"[0, 0]"
120;0.108198881149;0.048770904541;0.0453560352325;"[6.6708322, 5.7008772]";"[(640.5, 274.5), (381.5, 261.5)]";"[0, 0]"
121;0.113998889923;0.0484158992767;0.0504748821259;"[5.7008772, 5.7008772]";"[(373.5, 257.5), (633.5, 272.5)]";"[0, 0]"
122;0.10308098793;0.0438828468323;0.0413489341736;"[7.905694, 5.7008772]";"[(633.5, 267.5), (371.5, 253.5)]";"[0, 0]"
123;0.106032133102;0.0500001907349;0.0373611450195;"[5.7008772, 5.7008772]";"[(375.5, 251.5), (846.5, 408.5)]";"[0, 0]"
124;0.119073152542;0.057089805603;0.0399458408356;"[6.6708322, 5.7008772, 5.7008772]";"[(640.5, 263.5), (381.5, 251.5), (851.5, 405.5)]";"[0, 0, 0]"
125;0.112568855286;0.0534060001373;0.0386040210724;"[5.7008772, 5.7008772]";"[(389.5, 248.5), (859.5, 402.5)]";"[0, 0]"
126;0.112318992615;0.0534439086914;0.0395150184631;"[6.6708322, 5.7008772]";"[(653.5, 254.5), (395.5, 241.5)]";"[0, 0]"
127;0.0875539779663;0.0389311313629;0.0345540046692;"[5.7008772, 5.7008772]";"[(401.5, 235.5), (659.5, 249.5)]";"[0, 0]"
128;0.0862619876862;0.0386009216309;0.0345020294189;"[6.6708322, 6.6708322]";"[(662.5, 246.5), (402.5, 231.5)]";"[0, 0]"
129;0.0915598869324;0.0402729511261;0.0363581180573;"[6.6708322, 5.7008772]";"[(662.5, 243.5), (405.5, 230.5)]";"[0, 0]"
130;0.116688966751;0.0491330623627;0.050096988678;"[6.6708322, 6.6708322]";"[(406.5, 232.5), (662.5, 246.5)]";"[0, 0]"
131;0.106503009796;0.0477221012115;0.0406608581543;"[6.6708322, 5.7008772, 6.6708322]";"[(662.5, 247.5), (405.5, 235.5), (872.5, 390.5)]";"[0, 0, 0]"
132;0.114171028137;0.0526440143585;0.0409710407257;"[6.6708322]";"[(664.5, 249.5)]";"[0]"
133;0.104341983795;0.0476369857788;0.0390348434448;"[6.6708322, 5.7008772]";"[(406.5, 234.5), (665.5, 248.5)]";"[0, 0]"
134;0.105020999908;0.0477120876312;0.0397469997406;"[6.3639612]";"[(669.5, 244.5)]";"[0]"
135;0.096529006958;0.0420060157776;0.0373318195343;"[5.7008772, 6.3639612]";"[(415.5, 229.5), (672.5, 243.5)]";"[0, 0]"
136;0.0989911556244;0.0429689884186;0.0409920215607;"[6.041523, 5.7008772]";"[(673.5, 239.5), (417.5, 225.5)]";"[0, 0]"
137;0.106214046478;0.0495879650116;0.0391631126404;"[6.6708322]";"[(675.5, 235.5)]";"[0]"
138;0.0942959785461;0.0429880619049;0.0348718166351;"[6.6708322]";"[(674.5, 235.5)]";"[0]"
139;0.0870180130005;0.0388979911804;0.0338208675385;"[6.3639612, 5.7008772]";"[(676.5, 237.5), (418.5, 221.5)]";"[0, 0]"
140;0.107694864273;0.0503280162811;0.0374598503113;"[6.6708322]";"[(679.5, 238.5)]";"[0]"
141;0.102181911469;0.0465400218964;0.0348451137543;"[5.7008772, 5.7008772]";"[(684.5, 239.5), (893.5, 381.5)]";"[0, 0]"
142;0.095860004425;0.0438678264618;0.0371608734131;"[6.041523]";"[(683.5, 239.5)]";"[0]"
143;0.123781919479;0.0560369491577;0.0425431728363;"[6.3639612, 5.7008772]";"[(678.5, 237.5), (420.5, 223.5)]";"[0, 0]"
144;0.113484859467;0.0529599189758;0.0408220291138;"[7.905694]";"[(669.5, 235.5)]";"[0]"
145;0.123111009598;0.0565478801727;0.0439689159393;"[6.6708322, 5.7008772]";"[(666.5, 235.5), (409.5, 219.5)]";"[0, 0]"
146;0.126074075699;0.0596630573273;0.0440928936005;"[6.6708322, 6.6708322]";"[(408.5, 220.5), (664.5, 235.5)]";"[0, 0]"
147;0.11993598938;0.0509161949158;0.0414550304413;"[6.5192022, 6.5192022]";"[(661.5, 236.5), (404.5, 220.5)]";"[0, 0]"
148;0.0979430675507;0.0443689823151;0.0377039909363;"[6.041523, 5.7008772]";"[(655.5, 235.5), (397.5, 217.5)]";"[0, 0]"
149;0.100848913193;0.0450999736786;0.0391790866852;"[6.6708322, 5.7008772]";"[(650.5, 233.5), (391.5, 217.5)]";"[0, 0]"
150;0.0920758247375;0.0400238037109;0.036847114563;"[6.041523, 5.7008772]";"[(645.5, 237.5), (384.5, 220.5)]";"[0, 0]"
151;0.110327959061;0.0521249771118;0.0384500026703;"[6.6708322, 5.7008772]";"[(640.5, 239.5), (381.5, 223.5)]";"[0, 0]"
152;0.10981798172;0.0498280525208;0.0415029525757;"[6.041523]";"[(637.5, 245.5)]";"[0]"
153;0.114284038544;0.0423810482025;0.0555248260498;"[6.6708322]";"[(634.5, 247.5)]";"[0]"
154;0.100476980209;0.0465388298035;0.0372478961945;"[6.041523, 6.6708322]";"[(631.5, 249.5), (371.5, 232.5)]";"[0, 0]"
155;0.092081785202;0.0427370071411;0.0344851016998;"[5.7008772]";"[(629.5, 248.5)]";"[0]"
156;0.107314825058;0.0502400398254;0.0380458831787;"[6.041523, 5.7008772]";"[(625.5, 249.5), (363.5, 231.5)]";"[0, 0]"
157;0.0866930484772;0.0389311313629;0.0335581302643;"[5.7008772, 6.6708322]";"[(623.5, 248.5), (362.5, 232.5)]";"[0, 0]"
158;0.0921380519867;0.0407810211182;0.0376489162445;"[6.041523, 5.7008772]";"[(623.5, 249.5), (361.5, 231.5)]";"[0, 0]"
159;0.128130912781;0.0589420795441;0.0437920093536;"[6.5192022, 5.7008772]";"[(626.5, 247.5), (837.5, 391.5)]";"[0, 0]"
160;0.103572845459;0.0467689037323;0.0385699272156;"[6.041523]";"[(629.5, 247.5)]";"[0]"
161;0.121891021729;0.0527529716492;0.0436000823975;"[6.6708322]";"[(630.5, 245.5)]";"[0]"
162;0.127360105515;0.0596051216125;0.043466091156;"[6.6708322, 5.7008772]";"[(631.5, 244.5), (371.5, 228.5)]";"[0, 0]"
163;0.127976894379;0.0512499809265;0.0551218986511;"[6.5192022]";"[(632.5, 242.5)]";"[0]"
164;0.10431599617;0.0464909076691;0.0414218902588;"[6.6708322]";"[(370.5, 225.5)]";"[0]"
165;0.0984838008881;0.0394887924194;0.0403900146484;"[6.041523, 6.6708322]";"[(635.5, 239.5), (374.5, 223.5)]";"[0, 0]"
166;0.0988681316376;0.043890953064;0.0396490097046;"[6.5192022, 6.6708322]";"[(636.5, 237.5), (376.5, 221.5)]";"[0, 0]"
167;0.119765996933;0.0566990375519;0.0417649745941;"[6.3639612, 5.7008772]";"[(637.5, 233.5), (375.5, 218.5)]";"[0, 0]"
168;0.0918438434601;0.040137052536;0.0372490882874;"[6.6708322, 6.6708322]";"[(378.5, 215.5), (638.5, 232.5)]";"[0, 0]"
169;0.114346027374;0.052628993988;0.0421628952026;"[6.041523, 5.7008772]";"[(639.5, 229.5), (377.5, 213.5)]";"[0, 0]"
170;0.0955460071564;0.0428848266602;0.0348930358887;"[5.7008772, 5.7008772, 5.7008772]";"[(379.5, 211.5), (640.5, 226.5), (853.5, 372.5)]";"[0, 0, 0]"
171;0.103000879288;0.0475590229034;0.037339925766;"[6.6708322]";"[(643.5, 226.5)]";"[0]"
172;0.119704961777;0.0624301433563;0.0382339954376;"[6.6708322, 6.6708322]";"[(647.5, 226.5), (388.5, 210.5)]";"[0, 0]"
173;0.11093711853;0.0520920753479;0.03875207901;"[6.6708322]";"[(651.5, 226.5)]";"[0]"
174;0.102995157242;0.0453081130981;0.0405120849609;"[6.5192022, 5.7008772]";"[(652.5, 225.5), (391.5, 209.5)]";"[0, 0]"
175;0.109092950821;0.0487530231476;0.0418651103973;"[6.6708322]";"[(652.5, 225.5)]";"[0]"
176;0.120939970016;0.0476338863373;0.043221950531;"[6.6708322, 5.7008772]";"[(652.5, 225.5), (393.5, 209.5)]";"[0, 0]"
177;0.098415851593;0.0419080257416;0.0399520397186;"[6.3639612, 6.6708322]";"[(653.5, 228.5), (392.5, 211.5)]";"[0, 0]"
178;0.0964069366455;0.0420551300049;0.0403740406036;"[6.6708322]";"[(656.5, 232.5)]";"[0]"
179;0.108787059784;0.0489010810852;0.0412349700928;"[6.6708322]";"[(656.5, 236.5)]";"[0]"
180;0.111177921295;0.0488469600677;0.043760061264;"[6.5192022]";"[(656.5, 239.5)]";"[0]"
181;0.108244895935;0.0499088764191;0.0400669574738;"[6.5192022, 7.7781744]";"[(656.5, 242.5), (399.5, 225.5)]";"[0, 0]"
182;0.121728897095;0.0566139221191;0.042927980423;"[6.6708322, 5.7008772, 5.7008772]";"[(657.5, 244.5), (867.5, 390.5), (396.5, 226.5)]";"[0, 0, 0]"
183;0.115617990494;0.0545470714569;0.0393798351288;"[6.5192022]";"[(658.5, 244.5)]";"[0]"
184;0.126785993576;0.0601258277893;0.0454480648041;"[6.9641943]";"[(658.5, 245.5)]";"[0]"
185;0.0937311649323;0.040323972702;0.0368418693542;"[5.7008772, 5.7008772]";"[(401.5, 228.5), (659.5, 247.5)]";"[0, 0]"
186;0.0895390510559;0.0406348705292;0.0348610877991;"[7.1063352, 6.6708322]";"[(660.5, 247.5), (398.5, 229.5)]";"[0, 0]"
187;0.113227128983;0.0531771183014;0.0399050712585;"[6.041523, 6.6708322]";"[(657.5, 249.5), (399.5, 230.5)]";"[0, 0]"
188;0.104007005692;0.0482518672943;0.0381829738617;"[5.7008772, 6.6708322]";"[(397.5, 231.5), (655.5, 250.5)]";"[0, 0]"
189;0.090451002121;0.0407409667969;0.0352430343628;"[6.5192022, 5.7008772]";"[(657.5, 250.5), (397.5, 232.5)]";"[0, 0]"
190;0.104485034943;0.0471761226654;0.0419580936432;"[6.9641943]";"[(658.5, 251.5)]";"[0]"
191;0.116178035736;0.0511898994446;0.0453670024872;"[6.6708322, 5.7008772]";"[(655.5, 252.5), (397.5, 234.5)]";"[0, 0]"
192;0.101954936981;0.0447371006012;0.0406789779663;"[6.5192022, 6.6708322, 5.7008772, 5.7008772]";"[(654.5, 252.5), (1428.5, 514.5), (864.5, 399.5), (395.5, 234.5)]";"[0, 0, 0, 0]"
193;0.0976028442383;0.0415618419647;0.0401239395142;"[6.6708322, 6.6708322]";"[(652.5, 253.5), (394.5, 235.5)]";"[0, 0]"
194;0.0952749252319;0.0410170555115;0.0392870903015;"[7.6485291, 6.6708322]";"[(653.5, 253.5), (390.5, 235.5)]";"[0, 0]"
195;0.130575895309;0.0602099895477;0.0462861061096;"[6.3639612, 5.7008772]";"[(651.5, 255.5), (391.5, 237.5)]";"[0, 0]"
